year,state,GEOID,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,Borough,NTA
2018,NY,36005004001,65,21,31,13,19,30,16,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,34,10,0,33,19,1,12,0,0,43,22,16,9,13,6,33,32,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005004100,685,369,252,64,312,147,226,0,0,0,20,0,2,38,0,0,10,7,0,0,0,60,519,0,9,20,0,322,290,14,27,4,28,328,357,81,71,84,80,287,398,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2018,NY,36005004200,1216,510,545,161,453,397,366,0,0,0,5,0,0,824,9,216,10,9,1,0,0,45,59,0,34,4,0,620,487,6,78,1,24,784,432,148,174,233,151,508,708,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2018,NY,36005004300,2887,608,1466,813,482,1788,617,0,0,0,14,0,13,197,0,5,3,16,11,0,992,6,1482,8,64,76,0,1120,1490,58,115,16,88,1552,1335,616,587,703,373,1101,1786,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2018,NY,36005004400,694,265,304,125,129,314,251,0,0,0,0,0,0,92,7,0,10,7,0,0,0,0,322,0,253,3,0,240,270,8,149,6,21,473,221,84,112,137,96,307,387,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005004600,184,49,96,39,42,114,28,0,0,0,0,0,0,136,0,0,9,5,0,0,0,0,6,0,10,18,0,109,55,2,17,0,1,79,105,44,25,51,15,104,80,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2018,NY,36005004800,170,59,75,36,49,78,43,0,0,0,3,0,0,79,3,0,14,4,16,0,6,2,13,3,24,3,0,93,45,2,27,0,3,113,57,14,34,29,34,86,84,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005005001,52,4,29,19,11,32,9,0,0,0,1,1,0,17,1,0,0,10,0,0,0,0,16,0,4,2,0,39,8,2,3,0,0,17,35,22,7,9,10,29,23,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005005002,253,71,127,55,66,150,37,0,0,0,6,4,0,127,0,0,16,22,0,0,0,0,22,0,48,8,0,154,59,3,34,1,2,110,143,59,46,42,35,119,134,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005005100,2472,517,1451,504,322,819,1331,0,0,0,399,157,50,266,456,0,10,34,26,0,346,106,209,15,149,249,0,1550,724,26,114,7,51,1515,957,421,526,596,412,1693,779,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2018,NY,36005005200,619,137,368,114,73,187,359,0,0,0,223,2,106,24,160,0,3,14,2,0,0,0,15,0,19,51,0,409,156,11,31,0,12,363,256,116,115,136,115,503,116,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005005300,67,9,41,17,7,42,18,0,0,0,0,0,0,13,1,0,0,50,0,0,3,0,0,0,0,0,0,28,30,3,3,0,3,37,30,22,19,10,7,50,17,0,0,0,0,0,0,0,0,0,0,Bronx,University Heights-Morris Heights
2018,NY,36005005400,342,91,197,54,63,183,96,0,0,0,89,5,1,99,2,0,21,5,6,2,4,2,56,0,28,22,0,192,61,7,70,3,9,183,159,71,57,56,67,177,165,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2018,NY,36005005600,52,13,33,6,18,22,12,0,0,0,0,0,3,19,3,0,0,1,0,0,0,5,7,2,8,4,0,31,8,0,11,0,2,26,26,12,10,13,4,22,30,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2018,NY,36005005902,180,40,100,40,40,82,58,0,0,0,0,0,2,39,0,0,0,26,52,0,0,0,46,2,5,8,0,123,34,5,16,0,2,81,99,38,42,31,29,84,96,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2018,NY,36005006000,175,14,120,41,25,23,127,0,0,0,4,0,5,7,0,137,3,0,2,0,0,0,0,0,8,9,0,109,51,2,8,0,5,135,40,15,25,50,71,123,52,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2018,NY,36005006100,1070,369,548,153,190,282,598,0,0,0,0,0,0,244,12,38,14,15,290,0,0,236,6,0,182,33,0,609,265,7,162,3,24,747,323,114,135,190,262,489,581,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2018,NY,36005006200,174,51,86,37,76,84,14,0,0,0,17,0,0,45,0,0,8,6,0,0,8,0,21,0,31,38,0,103,38,2,24,4,3,88,86,35,31,29,28,89,85,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2018,NY,36005006300,4093,1489,1794,810,925,1806,1362,0,0,0,71,377,111,1278,89,142,47,178,156,0,182,12,85,754,481,130,0,2467,1143,58,332,6,87,2597,1496,616,588,708,692,2516,1577,0,0,0,0,0,0,0,0,0,0,Bronx,West Concourse
2018,NY,36005006400,17,6,7,4,9,7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,4,0,0,10,2,1,4,0,0,7,10,7,2,0,2,7,10,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2018,NY,36005006500,6280,1154,3460,1666,1345,3426,1509,0,0,0,62,10,0,499,0,0,141,57,184,0,254,80,4731,0,178,84,0,3049,2427,134,467,24,179,3113,3167,1451,1203,1343,1129,1357,4923,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005006700,374,115,203,56,119,180,75,0,0,0,1,0,0,132,0,0,56,44,0,0,3,0,64,16,33,25,0,194,113,6,50,0,11,198,176,73,50,80,56,154,220,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005006800,201,53,99,49,52,125,24,0,0,0,15,0,0,100,7,0,0,5,2,0,0,0,72,0,0,0,0,102,66,5,25,1,2,113,88,45,37,33,33,90,111,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005006900,224,63,119,42,67,102,55,0,0,0,0,0,3,67,0,0,0,24,0,0,0,0,66,1,42,21,0,123,66,3,27,2,3,121,103,41,41,47,32,119,105,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005007000,201,47,112,42,58,67,76,0,0,0,39,0,0,30,2,0,8,1,0,0,0,0,48,0,62,11,0,118,33,3,44,1,2,100,101,44,39,37,34,113,88,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005007100,1144,431,555,158,261,495,388,0,0,0,0,20,6,418,0,19,14,17,9,0,42,1,206,18,112,262,0,532,482,12,85,4,29,692,452,160,173,207,173,499,645,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005007200,228,67,115,46,70,110,48,0,0,0,0,0,1,65,6,0,37,5,7,0,1,0,44,0,39,23,0,119,34,7,64,0,4,142,86,32,38,54,37,107,121,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2018,NY,36005007300,344,112,171,61,76,143,125,0,0,0,0,10,19,94,0,0,0,9,0,0,0,0,199,0,7,6,0,169,133,10,22,1,9,166,178,69,60,58,45,144,200,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005007400,32,2,23,7,4,21,7,0,0,0,1,0,0,0,0,0,0,27,0,0,0,1,3,0,0,0,0,16,13,0,1,0,2,11,21,8,7,6,9,28,4,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2018,NY,36005007500,354,92,195,67,59,145,150,0,0,0,4,102,7,48,0,0,14,0,0,12,0,59,43,11,44,10,0,212,101,9,22,2,8,171,183,79,52,68,63,196,158,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005007600,224,41,118,65,71,120,33,0,0,0,20,0,4,45,0,0,1,10,13,0,8,2,36,0,43,42,0,129,54,3,22,3,13,75,149,51,49,37,46,117,107,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2018,NY,36005007700,623,133,356,134,104,261,258,0,0,0,6,2,0,47,0,0,0,19,0,41,0,1,420,0,44,43,0,271,276,13,34,4,25,378,245,102,121,165,102,286,337,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005007800,242,62,125,55,57,126,59,0,0,0,0,1,0,22,4,0,0,17,0,0,1,32,105,0,50,10,0,128,85,3,19,1,6,137,105,44,44,53,39,94,148,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2018,NY,36005007900,352,78,182,92,46,160,146,0,0,0,0,5,11,36,0,1,0,24,0,0,11,0,197,0,28,39,0,218,74,7,43,0,10,173,179,77,66,70,61,147,205,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2018,NY,36005008300,680,187,351,142,84,304,292,0,0,0,18,0,53,149,57,0,72,62,0,0,3,151,43,0,20,52,0,432,166,15,39,6,22,331,349,100,133,139,121,344,336,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2018,NY,36005008400,23,2,17,4,0,17,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,17,0,0,0,0,12,8,1,0,1,1,8,15,5,4,7,5,8,15,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2018,NY,36005008500,319,71,169,79,67,165,87,0,0,0,21,6,25,32,0,0,11,10,4,0,4,1,149,1,23,32,0,178,99,4,29,1,8,130,189,65,58,69,56,167,152,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2018,NY,36005008600,9,5,3,1,2,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,2,7,0,0,0,0,4,5,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2018,NY,36005008700,920,215,487,218,164,458,298,0,0,0,4,1,10,100,0,0,0,38,0,0,285,35,416,0,16,15,0,410,429,15,49,2,15,552,368,167,168,221,149,478,442,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2018,NY,36005008900,724,205,369,150,177,387,160,0,0,0,0,2,29,80,0,0,4,124,1,0,225,136,50,0,59,14,0,392,267,13,27,3,22,307,417,125,130,150,114,403,321,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005009000,5408,1560,2926,922,674,2174,2560,0,0,0,295,4,504,435,2040,524,18,109,87,20,39,52,951,2,148,180,0,3221,1728,68,261,9,121,3385,2023,775,1053,1160,860,3619,1789,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2018,NY,36005009200,859,222,458,179,252,373,234,0,0,0,87,0,19,97,1,0,114,6,40,0,12,6,261,0,198,18,0,442,247,21,126,4,19,472,387,154,146,175,162,370,489,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2018,NY,36005009300,11360,1955,6737,2668,760,3829,6771,0,0,0,1125,1434,5062,556,1557,0,25,391,189,0,437,52,215,5,142,170,0,7499,2777,218,578,29,259,5880,5480,2295,2453,2627,2030,8427,2933,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005009600,5270,543,3029,1698,749,2658,1863,0,0,0,502,276,146,308,312,19,694,41,9,0,102,7,2701,13,54,86,0,2726,1778,91,539,20,116,2900,2370,1273,1145,1282,1027,1645,3625,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2018,NY,36005009800,406,39,219,148,60,252,94,0,0,0,28,0,25,4,31,0,0,9,0,0,268,0,19,0,17,5,0,179,127,0,96,0,4,302,104,76,101,103,87,350,56,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2018,NY,36005011000,96,14,53,29,5,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,78,9,0,5,1,3,69,27,9,15,28,30,14,82,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005011502,802,190,424,188,85,311,406,0,0,0,172,156,154,61,13,0,0,52,0,0,12,0,116,0,13,53,0,484,230,20,46,6,16,444,358,151,144,178,139,589,213,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005011700,6061,1208,3629,1224,408,1993,3660,8,0,0,146,319,3279,1615,220,0,0,19,0,0,38,323,46,0,16,32,0,3814,1645,115,289,32,166,2943,3118,1212,1235,1390,1016,4663,1398,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005011800,497,152,230,115,158,210,129,0,0,0,22,0,2,13,0,0,0,12,4,0,4,43,57,9,310,21,0,342,99,6,37,4,9,352,145,60,99,112,74,233,264,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005011900,416,120,212,84,88,195,133,0,0,0,3,4,2,166,1,0,12,23,18,102,3,0,42,11,23,6,0,271,87,7,36,2,13,170,246,84,57,76,79,191,225,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005012101,157,28,95,34,21,85,51,0,0,0,36,6,0,15,4,0,9,10,4,0,0,31,24,0,5,13,0,98,43,5,9,0,2,49,108,42,32,31,24,88,69,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005012102,86,29,45,12,18,37,31,0,0,0,0,3,47,8,0,0,7,5,0,0,0,0,3,0,3,10,0,60,20,2,4,0,0,35,51,14,12,16,15,57,29,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005012300,342,125,173,44,77,202,63,0,0,0,6,0,2,86,0,0,0,23,0,0,12,2,199,0,8,4,0,180,128,7,16,2,9,146,196,69,50,56,42,146,196,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2018,NY,36005012500,232,50,140,42,36,146,50,0,0,0,4,0,6,8,9,1,9,5,4,0,5,0,15,0,21,145,0,137,64,7,20,0,4,134,98,51,31,55,45,116,116,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005012701,718,176,428,114,52,264,402,0,0,0,0,4,0,40,0,0,3,2,11,0,0,0,649,0,5,4,0,442,186,21,43,6,20,227,491,95,119,182,146,193,525,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005012901,568,157,304,107,92,214,262,0,0,0,0,2,14,91,0,0,10,13,10,0,1,80,267,0,44,36,0,279,212,7,55,0,15,312,256,100,94,119,98,199,369,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2018,NY,36005013000,76,33,28,15,32,36,8,0,0,0,8,0,0,3,0,0,0,0,11,0,2,0,1,0,45,6,0,60,6,0,7,0,3,44,32,11,10,15,7,34,42,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005013100,427,135,238,54,89,146,192,0,0,0,14,0,0,141,31,0,0,15,0,0,4,171,27,0,11,13,0,244,137,6,31,4,5,221,206,73,69,87,63,213,214,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2018,NY,36005013200,305,61,172,72,71,108,126,0,0,0,25,0,8,20,2,0,0,6,0,0,5,66,102,0,56,15,0,218,47,4,29,0,7,208,97,39,60,57,88,121,184,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005013300,254,33,150,71,38,134,82,0,0,0,0,3,0,13,1,0,0,11,2,0,1,0,214,0,2,7,0,64,167,4,17,0,2,170,84,40,56,78,47,79,175,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005013500,61,11,39,11,21,33,7,0,0,0,0,0,0,13,11,0,0,7,2,0,16,0,7,0,5,0,0,41,19,0,1,0,0,25,36,19,16,8,7,34,27,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005013800,41,6,19,16,11,17,13,0,0,0,4,0,0,4,0,1,0,12,0,0,0,0,2,12,6,0,0,35,0,0,5,0,1,30,11,6,11,10,8,22,19,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005014100,712,206,422,84,87,145,480,0,0,0,0,2,0,49,6,0,8,16,398,0,39,72,63,0,33,26,0,449,190,10,33,2,28,455,257,97,109,141,159,274,438,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005014300,236,42,138,56,35,124,77,0,0,0,56,34,22,14,2,0,5,8,0,0,0,8,57,0,23,7,0,150,63,5,8,1,9,110,126,58,48,55,33,140,96,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2018,NY,36005014400,34,11,17,6,3,20,11,0,0,0,0,0,2,4,12,0,0,3,1,0,0,0,12,0,0,0,0,22,8,2,1,0,1,14,20,6,6,6,5,14,20,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005014500,1063,201,619,243,117,418,528,0,0,0,0,1,21,105,3,0,0,16,0,0,0,97,725,17,4,74,0,388,544,18,81,5,27,614,449,184,210,278,190,420,643,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2018,NY,36005014701,141,30,72,39,32,73,36,0,0,0,0,0,0,28,2,0,0,2,0,0,1,2,102,0,4,0,0,46,83,0,9,0,3,96,45,23,28,30,30,52,89,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2018,NY,36005014702,196,85,81,30,18,69,109,0,0,0,0,0,0,74,0,0,0,0,0,0,1,86,29,0,0,6,0,124,55,0,14,1,2,126,70,31,26,25,29,77,119,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2018,NY,36005014900,1665,216,1028,421,106,387,1172,0,0,0,2,0,0,44,2,0,2,7,0,20,113,5,1451,0,10,9,0,623,689,23,276,8,46,1102,563,226,297,425,501,594,1071,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005015100,303,72,164,67,66,151,86,0,0,0,30,0,0,50,2,0,3,13,0,0,13,0,167,0,10,15,0,134,136,6,17,0,10,153,150,64,63,70,34,144,159,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2018,NY,36005015200,465,166,209,90,126,269,70,0,0,0,9,0,5,61,0,0,14,0,12,0,81,0,109,5,163,6,0,276,126,5,50,2,6,272,193,69,64,89,77,221,244,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005015300,126,33,72,21,21,81,24,0,0,0,0,0,0,28,15,0,0,16,3,0,6,3,49,0,5,1,0,68,50,0,6,0,2,55,71,37,12,19,25,73,53,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2018,NY,36005015500,503,166,256,81,102,231,170,0,0,0,4,0,0,41,20,0,0,0,3,0,2,0,381,0,47,5,0,268,176,11,33,2,13,240,263,91,76,95,75,153,350,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2018,NY,36005015700,425,94,254,77,66,185,174,0,0,0,44,0,0,194,24,0,0,39,0,64,0,1,24,0,20,15,0,269,115,11,22,0,8,244,181,97,59,100,75,300,125,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2018,NY,36005015800,237,57,116,64,66,71,100,0,0,0,3,0,0,67,6,3,0,0,3,45,20,0,40,0,48,2,0,167,35,1,33,1,0,194,43,22,45,55,58,114,123,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005015900,642,218,309,115,144,361,137,0,0,0,2,7,2,393,0,1,0,36,2,23,7,3,95,0,34,37,0,325,247,12,50,1,7,347,295,110,111,118,85,257,385,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2018,NY,36005016000,120,25,79,16,31,33,56,0,1,0,50,0,2,0,0,6,3,5,12,0,6,0,2,0,11,22,0,102,9,2,4,0,3,91,29,12,22,36,25,75,45,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005016100,949,266,486,197,186,387,376,0,0,0,174,118,43,274,0,45,11,39,1,0,1,0,112,0,95,36,0,502,308,16,99,1,23,608,341,162,186,171,164,590,359,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2018,NY,36005016200,343,80,160,103,84,132,127,0,0,0,11,0,0,3,0,0,28,0,6,0,9,0,168,0,69,49,0,185,127,6,18,3,4,264,79,48,75,85,55,132,211,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005016400,436,74,219,143,91,187,158,0,0,0,3,0,0,42,0,0,1,205,25,0,56,24,25,0,19,36,0,211,203,6,10,0,6,315,121,63,106,121,72,213,223,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005016500,670,128,350,192,71,205,394,0,0,0,3,292,180,28,33,0,0,2,0,0,0,2,23,0,102,5,0,381,205,14,58,4,8,353,317,135,133,148,126,412,258,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2018,NY,36005016600,441,143,193,105,114,235,92,0,0,0,23,0,5,259,0,0,19,0,1,0,1,14,53,0,47,19,0,267,116,5,40,0,13,320,121,61,63,82,92,253,188,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2018,NY,36005016700,931,164,557,210,147,372,412,0,0,0,138,213,117,102,27,0,0,78,7,9,1,91,88,0,24,36,0,470,388,23,29,4,17,563,368,190,215,194,168,591,340,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
