year,state,GEOID,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,Borough,NTA
2013,NY,36005008500,364,59,200,105,88,210,66,0,0,0,11,0,17,27,0,1,4,23,5,0,1,0,192,3,35,45,0,207,114,4,34,0,5,169,195,77,81,90,57,205,159,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2013,NY,36005008600,9,3,4,2,3,4,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,4,0,4,5,0,0,0,0,1,8,0,4,1,1,4,5,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2013,NY,36005008700,662,141,368,153,178,331,153,0,0,0,7,0,4,89,0,3,0,27,5,2,114,24,346,1,12,28,0,332,283,7,30,0,10,392,270,113,125,152,131,294,368,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2013,NY,36005008900,352,92,193,67,99,141,112,0,0,0,0,0,23,64,0,1,2,154,1,0,1,3,74,0,9,20,0,228,81,9,26,4,4,180,172,68,46,77,69,186,166,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005009000,2714,431,1785,498,471,772,1471,0,0,0,331,89,475,119,1019,290,15,39,55,69,4,41,79,0,41,48,0,1830,723,16,105,0,40,1904,810,394,570,679,640,1975,739,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2013,NY,36005009200,837,205,469,163,281,296,260,0,0,0,54,0,12,74,1,4,51,9,162,1,61,15,237,0,112,44,0,480,253,8,79,3,14,509,328,129,160,196,147,374,463,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2013,NY,36005009300,10780,1725,6712,2343,971,4004,5805,14,0,0,868,1227,4617,1252,1230,6,40,342,107,0,387,142,160,18,116,254,0,7543,2397,129,492,31,188,5894,4886,2134,2337,2598,1986,8088,2692,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005009600,3836,487,2397,952,672,1471,1693,0,0,0,157,701,111,62,394,6,932,16,7,137,49,0,1132,6,37,89,0,2138,1268,40,312,11,67,2355,1481,699,814,1017,819,1640,2196,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2013,NY,36005009800,458,62,256,140,74,261,123,0,0,0,47,7,93,13,31,0,0,7,3,0,218,0,25,0,6,8,0,276,139,5,29,1,8,332,126,70,113,132,81,355,103,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2013,NY,36005011000,109,16,69,24,1,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,107,0,0,0,0,0,97,7,0,5,0,0,83,26,7,13,26,47,14,95,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005011502,766,112,476,178,102,185,479,0,0,0,240,178,27,56,27,0,1,17,1,0,9,51,89,0,4,66,0,585,133,11,30,1,6,504,262,129,148,200,177,583,183,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005011700,4090,699,2572,819,380,1526,2184,11,0,0,40,270,2373,700,305,4,25,9,3,0,45,154,60,0,62,29,0,2755,980,53,215,11,76,2167,1923,758,829,1015,789,3130,960,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005011800,309,74,150,85,126,122,61,0,0,0,11,0,13,11,0,4,0,10,24,1,5,42,68,11,95,14,0,216,69,1,19,1,3,243,66,50,64,68,53,145,164,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005011900,912,225,522,165,226,393,293,0,0,0,1,26,2,181,0,2,133,35,21,0,391,1,28,1,86,4,0,596,216,8,72,7,13,464,448,156,175,187,169,463,449,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005012101,120,17,79,24,32,46,42,0,0,0,3,2,0,11,3,0,6,5,0,1,1,26,45,0,0,17,0,96,14,3,7,0,0,42,78,16,32,31,24,58,62,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005012102,80,12,50,18,21,39,20,0,0,0,0,20,27,15,0,0,7,2,0,0,0,0,0,0,6,3,0,54,16,1,9,0,0,34,46,17,20,16,15,38,42,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005012300,295,105,149,41,109,146,40,0,0,0,6,0,0,82,0,0,0,29,2,0,12,0,155,0,4,5,0,155,111,5,15,2,7,151,144,48,54,56,32,119,176,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2013,NY,36005012500,225,27,143,55,64,138,23,1,0,0,4,2,8,12,0,2,8,7,0,0,0,0,25,0,6,150,0,64,144,2,12,1,2,175,50,66,49,56,27,173,52,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005012701,808,223,479,106,50,427,331,0,0,0,2,2,0,23,2,7,31,11,6,1,3,0,714,0,0,6,0,525,207,9,38,1,28,265,543,107,131,183,164,216,592,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005012901,418,109,239,70,77,208,133,0,0,0,0,0,8,30,5,4,20,16,1,0,0,84,197,0,28,25,0,219,160,3,27,1,8,247,171,64,80,100,65,169,249,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2013,NY,36005013000,36,14,16,6,19,13,4,0,0,0,4,0,0,1,0,0,0,0,4,0,2,0,0,0,21,4,0,31,4,0,1,0,0,25,11,6,5,6,5,21,15,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005013100,331,115,174,42,111,140,80,0,0,0,2,10,0,165,32,3,0,19,0,0,2,46,27,0,13,12,0,198,110,3,16,0,4,170,161,65,59,58,34,173,158,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2013,NY,36005013200,421,147,207,67,162,138,121,0,0,0,11,0,11,15,1,1,0,2,1,0,3,81,76,0,201,18,0,343,36,2,34,1,5,329,92,37,61,81,95,193,228,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005013300,224,32,132,60,32,129,63,0,0,0,0,3,0,9,0,0,0,15,2,0,2,0,179,0,3,11,0,64,145,1,11,1,2,147,77,36,54,66,36,76,148,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005013500,43,3,21,19,10,29,4,0,0,0,0,0,0,8,0,1,0,1,0,0,19,7,1,0,6,0,0,19,20,1,2,1,0,34,9,11,14,9,6,27,16,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005013800,120,16,69,35,33,22,65,0,0,0,56,0,6,4,1,0,1,32,1,0,2,0,4,13,0,0,0,92,20,0,6,0,2,87,33,9,40,28,27,78,42,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005014100,376,103,236,37,69,99,208,0,0,0,0,1,0,69,0,2,6,19,217,0,8,35,7,0,7,5,0,259,83,2,20,3,9,248,128,51,41,88,93,159,217,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005014300,110,24,45,41,26,61,23,0,0,0,12,34,16,13,1,0,11,7,1,0,0,0,1,0,9,5,0,79,20,3,6,0,2,59,51,29,23,25,9,76,34,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2013,NY,36005014400,93,12,49,32,11,44,38,0,0,0,0,0,0,3,3,0,20,5,0,0,23,0,29,0,7,3,0,60,26,2,3,1,1,61,32,17,19,21,24,39,54,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005014500,893,129,579,185,109,351,433,0,0,0,1,3,13,100,9,4,0,47,15,0,2,74,598,0,3,24,0,394,391,12,74,3,19,545,348,132,166,270,196,311,582,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2013,NY,36005014701,179,39,99,41,49,80,50,0,0,0,0,0,0,34,0,0,0,2,0,0,0,0,139,0,4,0,0,69,101,1,5,0,3,120,59,29,34,48,29,59,120,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2013,NY,36005014702,89,16,48,25,18,47,24,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,12,0,2,2,0,47,19,0,23,0,0,59,30,13,17,28,15,47,42,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2013,NY,36005014900,1635,195,1037,403,93,343,1199,0,0,0,2,0,0,23,2,9,9,29,10,24,101,2,1406,0,5,13,0,652,680,16,240,7,40,1107,528,190,275,451,524,606,1029,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005015100,229,49,137,43,62,118,49,0,0,0,4,0,1,52,0,0,0,13,0,0,12,0,131,0,8,8,0,96,104,4,19,1,5,128,101,40,53,50,37,100,129,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2013,NY,36005015200,439,189,187,63,200,147,92,0,0,0,10,0,11,117,1,2,11,4,11,0,21,0,114,0,133,4,0,296,89,5,42,1,6,274,165,48,56,74,72,185,254,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005015300,133,32,70,31,34,85,14,0,0,0,0,0,4,21,20,0,0,4,0,0,48,0,28,0,8,0,0,65,48,2,9,2,7,89,44,22,29,25,25,79,54,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2013,NY,36005015500,546,182,273,91,156,243,147,0,0,0,0,0,1,29,20,1,14,1,10,0,6,1,403,0,57,3,0,309,193,6,23,2,13,281,265,74,78,133,79,167,379,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2013,NY,36005015700,422,91,256,75,102,154,166,0,0,0,43,11,25,196,24,0,0,33,1,62,3,0,5,0,6,13,0,302,94,4,10,2,10,259,163,86,97,79,69,330,92,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2013,NY,36005015800,285,148,105,32,138,95,52,0,0,0,5,1,4,86,0,5,14,0,12,0,0,0,129,0,26,3,0,169,81,3,27,1,4,195,90,17,31,40,49,126,159,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005015900,731,290,344,97,289,278,164,0,0,0,0,7,13,357,1,2,1,24,3,34,7,50,121,3,50,58,0,415,256,6,38,0,16,390,341,116,109,133,83,295,436,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2013,NY,36005016000,102,24,51,27,52,35,15,0,0,0,23,0,0,0,2,1,6,1,7,0,26,0,6,1,12,17,0,86,10,0,4,0,2,71,31,9,19,29,21,60,42,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005016100,830,231,444,155,224,315,291,0,0,0,254,96,14,198,1,0,6,61,0,0,1,1,95,0,67,36,0,485,256,6,65,1,17,599,231,141,157,177,124,538,292,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2013,NY,36005016200,374,106,189,79,100,175,99,0,0,0,0,0,0,21,1,0,29,0,9,1,26,0,199,9,75,4,0,225,125,0,18,2,4,308,66,33,63,82,90,158,216,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005016400,390,62,223,105,87,180,123,0,0,0,6,0,3,44,0,4,2,173,39,0,6,23,30,0,7,53,0,226,145,3,9,2,5,292,98,50,73,107,98,194,196,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005016500,845,183,478,184,124,380,341,0,0,0,49,400,118,55,110,1,0,2,2,0,0,0,13,0,87,8,0,502,252,11,66,1,13,449,396,141,177,198,146,521,324,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2013,NY,36005016600,439,155,199,85,180,182,77,0,0,0,11,0,7,226,6,0,19,4,4,0,13,0,72,0,59,18,0,302,97,4,28,1,7,326,113,53,67,88,76,219,220,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2013,NY,36005016700,633,141,361,131,112,246,275,0,0,0,103,0,81,85,38,0,1,62,2,5,0,96,70,0,58,32,0,414,182,6,25,1,5,366,267,115,133,126,118,379,254,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2013,NY,36005016900,236,68,132,36,39,96,101,0,0,0,2,0,25,25,0,0,13,0,1,0,1,109,53,0,5,2,0,163,51,0,18,0,4,106,130,29,41,40,58,98,138,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
