year,GEOID,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,Borough,NTA
2012,36005002800,344,85,197,62,83,101,160,0,0,0,20,0,36,16,0,0,9,134,1,0,3,32,11,0,45,37,0,222,75,3,31,3,10,206,138,63,54,70,72,235,109,91,78,8,16,151,97,74,155,3,15,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005003100,524,104,336,84,108,228,188,0,0,0,250,70,56,58,13,0,0,3,14,0,0,0,16,0,3,41,0,332,155,7,17,0,13,331,193,95,140,98,87,407,117,26,10,8,180,300,242,19,250,0,13,Bronx,Mott Haven-Port Morris
2012,36005003300,192,49,102,41,24,72,96,0,0,0,12,13,3,47,4,0,0,6,1,58,0,38,2,0,8,0,0,136,35,0,14,0,7,114,78,28,37,33,45,104,88,11,53,8,5,115,55,75,58,0,4,Bronx,Mott Haven-Port Morris
2012,36005003500,332,58,202,72,80,188,64,0,0,0,9,72,95,46,0,1,0,12,0,0,4,0,72,0,13,8,0,216,88,3,18,0,7,186,146,72,72,81,49,209,123,8,29,22,44,229,91,76,98,38,29,Bronx,Mott Haven-Port Morris
2012,36005003700,21,5,9,7,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,12,0,0,0,0,11,10,4,4,5,3,9,12,0,0,0,0,21,0,0,20,0,1,Bronx,Mott Haven-Port Morris
2012,36005003800,4,0,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,2,2,1,3,0,0,3,1,0,1,1,0,2,4,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005003900,595,175,331,89,197,236,162,0,0,0,3,0,12,133,0,1,2,27,40,1,0,95,191,0,81,9,0,389,140,7,44,5,10,321,274,100,88,115,117,236,359,28,153,4,87,323,244,140,98,59,54,Bronx,Mott Haven-Port Morris
2012,36005004001,47,23,19,5,30,15,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,28,15,0,28,16,1,2,0,0,30,17,6,5,11,2,25,22,0,15,0,0,32,19,0,0,28,0,Bronx,Soundview-Bruckner
2012,36005004100,416,169,185,62,171,140,105,0,0,0,0,0,0,34,0,0,6,1,1,0,0,52,283,0,14,25,0,227,154,4,19,0,12,225,191,59,49,77,62,125,291,3,12,3,81,317,81,52,14,261,8,Bronx,Mott Haven-Port Morris
2012,36005004200,2350,829,1269,252,739,824,787,0,0,0,0,0,14,897,2,1215,24,25,19,1,11,1,32,0,101,8,0,1095,1045,28,121,7,54,1499,851,272,384,485,380,1291,1059,21,43,8,181,2097,141,77,21,37,2074,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005004300,760,189,444,127,223,391,146,0,0,0,39,0,15,93,0,6,16,19,2,11,51,22,400,0,53,33,0,395,292,6,52,2,13,437,323,149,134,174,114,314,446,89,48,35,59,529,294,101,42,38,285,Bronx,Mott Haven-Port Morris
2012,36005004400,1039,267,529,243,340,449,250,0,0,0,0,0,0,229,2,2,5,6,3,0,3,0,550,0,235,4,0,430,455,10,125,4,15,774,265,130,193,248,201,391,648,111,14,110,269,535,194,305,177,1,362,Bronx,Soundview-Bruckner
2012,36005004600,222,80,115,27,77,122,23,0,0,0,0,0,0,141,1,0,47,6,1,0,0,0,2,0,4,20,0,128,74,3,15,0,2,116,106,29,37,47,29,111,111,0,19,3,62,138,59,1,0,41,121,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005004800,153,44,83,26,72,58,23,0,0,0,0,0,4,52,2,2,11,11,25,0,8,0,16,0,22,0,0,78,43,3,22,1,6,95,58,28,30,22,29,85,68,2,11,7,20,113,51,1,1,1,99,Bronx,Soundview-Bruckner
2012,36005005001,39,3,24,12,16,19,4,0,0,0,0,0,1,17,1,0,1,11,0,0,0,0,4,0,0,4,0,35,2,0,0,0,2,8,31,18,4,7,7,28,11,2,12,8,7,10,39,0,0,0,0,Bronx,Soundview-Bruckner
2012,36005005002,260,73,140,47,138,86,36,0,0,0,0,3,2,137,2,0,22,12,0,0,3,0,8,0,68,3,0,164,58,2,30,2,4,141,119,41,58,35,53,105,155,13,29,9,12,197,106,0,62,0,92,Bronx,Soundview-Bruckner
2012,36005005100,2739,518,1717,504,620,1093,1026,0,0,0,412,392,42,243,444,17,13,40,23,2,466,5,251,6,184,199,0,1813,740,24,102,6,54,1599,1140,522,561,661,477,1860,879,53,114,250,209,2113,588,417,871,144,719,Bronx,Mott Haven-Port Morris
2012,36005005200,531,63,348,120,92,228,211,0,0,0,160,2,41,166,110,0,7,13,0,0,0,0,1,0,13,18,0,346,142,6,28,2,7,278,253,130,108,126,104,375,156,27,6,126,20,352,148,43,221,6,113,Bronx,Soundview-Bruckner
2012,36005005300,68,10,46,12,20,43,5,0,0,0,0,0,0,19,0,0,0,45,0,0,0,0,0,0,0,4,0,34,29,0,3,0,2,40,28,20,20,14,4,56,12,0,0,12,5,51,16,0,0,43,9,Bronx,University Heights-Morris Heights
2012,36005005400,223,35,137,51,102,98,23,0,0,0,3,26,0,58,1,6,8,3,2,0,2,3,55,0,38,18,0,133,26,0,58,0,6,129,94,63,41,40,44,123,100,26,38,26,26,107,178,22,4,0,19,Bronx,West Farms-Bronx River
2012,36005005600,40,5,32,3,22,16,2,0,0,0,0,0,3,21,6,0,0,1,0,0,2,0,0,0,2,5,0,29,7,1,3,0,0,15,25,13,6,13,3,23,17,5,14,5,10,6,39,0,0,0,1,Bronx,West Farms-Bronx River
2012,36005005902,180,51,92,37,67,76,37,0,0,0,0,0,0,28,0,0,1,28,55,0,7,0,47,1,3,10,0,108,43,3,21,0,5,96,84,29,23,41,36,79,101,22,19,5,36,98,154,0,18,0,8,Bronx,East Concourse-Concourse Village
2012,36005006000,241,12,181,48,41,34,166,0,0,0,23,0,10,8,0,175,3,0,3,0,0,0,1,0,8,10,0,163,63,5,9,0,1,191,50,12,32,70,115,155,86,0,8,3,7,223,60,0,2,0,179,Bronx,Crotona Park East
2012,36005006100,2909,1081,1420,408,1501,838,570,0,0,0,0,0,3,215,0,78,15,25,240,3,14,129,32,0,2147,8,0,1559,1095,44,138,9,64,1781,1128,428,499,476,425,1409,1500,31,2064,0,17,797,91,117,158,21,2522,Bronx,East Concourse-Concourse Village
2012,36005006200,131,40,67,24,56,59,16,0,0,0,9,0,0,44,3,0,9,5,0,0,0,0,9,0,31,21,0,80,29,3,17,0,2,58,73,40,14,25,12,76,55,7,11,18,38,57,107,1,4,0,19,Bronx,West Farms-Bronx River
2012,36005006300,3474,1073,1673,728,1037,1277,1160,0,0,0,57,390,146,848,394,209,51,105,215,6,149,132,74,281,263,154,0,2219,934,30,238,5,48,2403,1071,501,603,661,636,2197,1277,71,88,218,144,2953,554,198,286,478,1958,Bronx,West Concourse
2012,36005006400,32,6,20,6,16,11,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,3,3,0,17,7,0,7,1,0,18,14,10,9,2,5,10,22,7,5,3,4,13,28,0,4,0,0,Bronx,West Farms-Bronx River
2012,36005006500,5071,974,2811,1286,2028,2326,717,0,0,0,33,26,4,506,4,48,154,91,183,49,138,107,3441,3,199,85,0,2757,1811,74,286,16,127,2590,2481,1141,1016,1181,759,1282,3789,184,211,82,101,4493,731,200,507,382,3251,Bronx,Melrose South-Mott Haven North
2012,36005006700,436,138,247,51,208,181,47,0,0,0,0,0,1,163,0,2,57,4,5,36,0,0,56,24,61,27,0,266,117,3,40,1,9,215,221,67,87,94,50,197,239,24,51,24,46,291,166,45,37,31,157,Bronx,Melrose South-Mott Haven North
2012,36005006800,116,19,72,25,64,43,9,0,0,0,5,0,3,71,5,0,0,5,1,0,0,0,26,0,0,0,0,71,26,4,13,0,2,49,67,46,17,20,14,54,62,5,3,0,7,101,27,0,77,2,10,Bronx,Soundview-Bruckner
2012,36005006900,153,28,87,38,74,62,17,0,0,0,0,0,1,44,0,0,0,23,1,0,1,0,49,1,17,16,0,89,41,2,18,2,1,82,71,38,32,37,18,84,69,14,27,11,26,75,104,9,22,11,7,Bronx,Melrose South-Mott Haven North
2012,36005007000,148,26,87,35,58,74,16,0,0,0,0,4,0,37,0,1,3,1,9,0,2,22,32,0,21,16,0,87,37,3,16,1,4,77,71,37,36,28,21,76,72,6,14,42,9,77,107,23,1,0,17,Bronx,Soundview-Bruckner
2012,36005007100,1299,538,594,167,635,403,261,0,0,0,0,0,18,580,1,28,14,8,13,0,11,90,214,22,129,171,0,702,488,11,73,4,21,772,527,162,217,233,149,533,766,67,88,163,103,878,192,135,407,1,564,Bronx,Melrose South-Mott Haven North
2012,36005007200,208,50,118,40,85,84,39,0,0,0,0,0,3,77,0,2,7,13,3,0,2,0,22,15,33,31,0,123,33,2,47,0,3,118,90,33,37,44,44,105,103,15,11,3,69,110,136,21,1,0,50,Bronx,Soundview-Bruckner
2012,36005007300,237,41,121,75,72,113,52,0,0,0,0,15,4,79,0,0,0,19,0,0,10,0,106,0,2,2,0,153,54,0,24,0,6,87,150,52,49,59,36,124,113,5,10,30,18,174,107,0,99,8,23,Bronx,Melrose South-Mott Haven North
2012,36005007400,33,2,21,10,8,17,8,0,0,0,2,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,19,12,1,0,0,1,14,19,13,12,5,1,31,2,0,2,9,0,22,33,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005007500,281,74,149,58,44,116,121,0,0,0,6,75,0,27,1,2,0,0,0,0,1,47,110,0,4,8,0,191,59,6,15,2,8,94,187,71,40,59,37,147,134,9,8,50,9,205,43,46,179,0,13,Bronx,Melrose South-Mott Haven North
2012,36005007600,228,43,133,52,111,92,25,0,0,0,7,0,4,44,0,2,1,21,52,0,19,0,9,0,24,45,0,158,47,5,17,1,0,102,126,48,53,35,49,128,100,33,36,26,24,109,190,0,0,0,38,Bronx,West Farms-Bronx River
2012,36005007700,525,113,332,80,133,267,125,0,0,0,3,1,2,49,5,2,1,2,5,36,2,0,349,2,48,18,0,228,256,5,27,2,7,322,203,92,108,133,79,281,244,21,4,14,52,434,68,68,150,206,33,Bronx,Melrose South-Mott Haven North
2012,36005007800,138,22,87,29,43,83,12,0,0,0,5,3,2,14,0,2,0,17,2,0,0,13,64,0,5,11,0,72,50,4,8,1,3,70,68,26,20,45,25,69,69,15,7,19,3,94,77,0,0,0,61,Bronx,Westchester-Unionport
2012,36005007900,255,38,137,80,83,126,46,0,0,0,0,3,0,24,0,0,0,21,0,0,4,30,149,0,18,6,0,148,74,6,22,1,4,109,146,58,54,71,34,93,162,16,6,7,22,204,93,31,25,100,6,Bronx,Melrose South-Mott Haven North
2012,36005008300,507,96,284,127,114,223,170,0,0,0,6,0,103,185,2,0,1,33,12,1,17,44,49,0,3,51,0,362,87,10,34,1,13,276,231,103,97,122,89,286,221,33,71,21,89,293,218,95,162,2,30,Bronx,Longwood
2012,36005008400,31,4,19,8,6,16,9,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,25,0,0,0,0,11,17,1,1,0,1,16,15,12,0,10,5,8,23,1,4,0,4,22,9,0,0,0,22,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005008500,390,63,232,95,97,232,61,0,0,0,15,0,20,39,0,0,5,31,2,1,8,0,202,3,25,39,0,219,121,3,39,4,4,182,208,93,72,96,66,227,163,61,14,30,44,241,152,42,73,74,49,Bronx,Longwood
2012,36005008600,11,3,6,2,6,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,5,0,3,8,0,0,0,0,3,8,1,2,3,2,5,6,0,0,0,1,10,11,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005008700,660,117,397,146,148,358,154,0,0,0,0,1,2,73,0,9,0,29,9,0,76,20,403,0,9,29,0,306,302,7,30,0,15,397,263,122,113,190,118,262,398,20,32,64,56,488,87,39,191,7,336,Bronx,Longwood
2012,36005008900,367,77,212,78,122,137,108,0,0,0,0,0,23,78,0,1,0,166,0,0,5,7,50,0,12,25,0,245,71,9,34,2,6,191,176,69,73,73,75,206,161,4,15,14,183,151,91,90,0,4,182,Bronx,Hunts Point
2012,36005009000,2661,396,1768,497,444,791,1426,0,0,0,156,79,436,75,1298,316,24,25,36,1,6,51,73,0,36,49,0,1768,724,14,108,4,43,1853,808,387,575,693,610,1903,758,17,72,40,156,2376,162,261,290,580,1368,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2012,36005009200,840,234,445,161,356,297,187,0,0,0,6,0,13,57,1,0,56,11,117,2,51,18,276,1,176,55,0,438,279,13,95,4,11,505,335,135,162,170,139,351,489,62,107,70,67,534,285,87,146,4,318,Bronx,Westchester-Unionport
2012,36005009300,10168,1561,6428,2179,1164,3905,5099,17,0,0,871,1284,3786,1174,1338,10,20,353,149,1,486,166,180,0,116,217,0,7000,2351,114,491,24,188,5632,4536,1996,2283,2451,1877,7566,2602,312,176,203,1484,7993,1676,1675,3573,1006,2238,Bronx,Hunts Point
2012,36005009600,3818,502,2358,958,731,1490,1597,0,0,0,188,701,147,67,368,20,877,24,19,155,34,2,1076,8,48,84,0,2137,1296,40,275,14,56,2366,1452,705,762,1014,835,1672,2146,101,26,24,121,3546,373,241,1107,19,2078,Bronx,Westchester-Unionport
2012,36005009800,665,85,384,196,122,383,160,0,0,0,41,9,100,14,28,4,0,11,2,0,248,1,188,1,9,9,0,310,277,5,58,1,14,511,154,129,125,171,155,437,228,22,21,271,30,321,139,1,250,3,272,Bronx,Westchester-Unionport
2012,36005011000,117,20,71,26,7,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,106,9,0,2,0,0,96,21,9,14,26,48,15,102,0,0,0,0,117,0,0,116,1,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005011502,848,146,521,181,130,249,469,0,0,0,273,170,63,69,16,2,0,30,0,0,5,50,100,0,5,65,0,632,143,12,48,3,10,539,309,147,189,201,165,644,204,38,32,15,249,514,218,262,286,2,80,Bronx,Hunts Point
2012,36005011700,4052,677,2564,811,449,1460,2143,11,0,0,33,256,2426,530,287,2,23,10,8,1,53,181,61,2,126,42,0,2738,974,43,204,15,78,2167,1885,748,854,1001,772,3098,954,45,395,274,481,2857,580,624,1463,224,1161,Bronx,Hunts Point
2012,36005011800,364,89,190,85,162,136,66,0,0,0,11,0,11,13,2,2,1,11,56,0,21,41,75,11,91,18,0,249,82,2,25,1,5,284,80,42,54,102,77,161,203,56,5,31,20,252,113,57,86,19,89,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005011900,941,237,547,157,229,416,296,0,0,0,1,23,4,202,0,8,120,32,28,0,414,0,39,0,63,7,0,624,205,5,88,5,14,498,443,138,174,208,184,492,449,15,36,18,481,391,190,103,115,2,531,Bronx,Hunts Point
2012,36005012101,146,21,90,35,35,55,56,0,0,0,18,9,0,11,1,2,3,9,0,0,0,23,52,0,0,18,0,108,29,1,6,0,2,60,86,33,31,25,36,78,68,7,12,2,51,74,66,27,1,0,52,Bronx,Morrisania-Melrose
2012,36005012102,85,19,48,18,17,48,20,0,0,0,0,21,31,12,0,0,3,6,0,0,0,0,0,0,8,4,0,63,16,0,5,1,0,33,52,22,17,16,11,52,33,36,8,4,0,37,42,0,32,0,11,Bronx,Hunts Point
2012,36005012300,196,61,106,29,85,84,27,0,0,0,9,0,1,83,0,1,0,29,0,0,17,0,45,0,5,6,0,120,57,1,10,0,8,90,106,34,33,45,23,102,94,37,21,8,9,121,78,27,19,0,72,Bronx,Crotona Park East
2012,36005012500,115,14,74,27,34,56,25,1,0,0,9,5,7,13,0,2,10,9,3,0,4,0,24,0,4,24,0,59,41,3,10,1,1,68,47,31,29,22,19,75,40,8,10,30,34,33,78,3,0,16,18,Bronx,Morrisania-Melrose
2012,36005012701,729,188,439,102,55,385,289,0,0,0,1,9,1,22,1,11,35,9,3,1,1,0,627,2,0,6,0,477,183,6,42,0,21,244,485,105,118,150,168,214,515,10,6,1,12,700,61,34,25,1,608,Bronx,Hunts Point
2012,36005012901,445,95,262,88,90,229,126,0,0,0,3,0,1,40,3,2,7,14,1,0,3,63,241,0,44,23,0,220,177,4,32,2,10,252,193,78,84,108,80,168,277,11,9,20,122,283,102,37,83,185,38,Bronx,Longwood
2012,36005013000,31,6,17,8,15,13,3,0,0,0,0,0,0,3,2,1,0,0,0,0,2,0,0,0,20,3,0,27,2,0,2,0,0,27,4,4,7,12,2,24,7,3,7,5,0,16,31,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005013100,334,107,171,56,124,150,60,0,0,0,0,9,0,151,32,1,0,26,2,0,1,43,39,0,10,20,0,185,114,5,24,2,4,159,175,71,57,62,37,170,164,49,6,1,71,207,117,0,68,0,149,Bronx,Longwood
2012,36005013200,451,145,232,74,189,138,124,0,0,0,9,0,17,17,3,7,0,2,2,0,3,78,76,0,220,17,0,377,34,4,29,2,5,358,93,43,70,98,95,231,220,4,25,106,21,295,103,1,340,0,7,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005013300,216,33,127,56,49,139,28,0,0,0,1,2,0,10,0,0,0,11,3,0,0,0,177,0,1,11,0,62,142,2,9,0,1,142,74,42,38,69,34,71,145,9,3,8,9,187,37,2,174,1,2,Bronx,Morrisania-Melrose
2012,36005013500,45,8,25,12,11,32,2,0,0,0,0,0,0,8,0,0,1,0,0,0,22,6,2,0,5,1,0,21,23,0,0,0,1,33,12,8,9,14,6,27,18,3,22,0,7,13,20,22,1,0,2,Bronx,Morrisania-Melrose
2012,36005013800,90,23,39,28,39,32,19,0,0,0,17,0,7,3,1,0,1,36,1,0,0,0,8,12,3,1,0,68,18,2,2,0,0,58,32,13,16,19,19,42,48,4,1,5,9,71,50,29,0,0,11,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005014100,378,111,215,52,80,105,193,0,0,0,5,2,0,41,0,3,13,17,213,0,5,43,11,0,20,5,0,272,72,4,23,1,6,256,122,44,57,68,98,172,206,30,21,12,27,288,93,1,217,42,25,Bronx,Morrisania-Melrose
2012,36005014300,137,25,72,40,40,74,23,0,0,0,10,40,19,12,2,0,13,8,2,0,9,0,2,0,15,5,0,99,28,0,6,0,4,69,68,29,32,32,19,87,50,7,28,5,18,79,92,32,0,0,13,Bronx,East Concourse-Concourse Village
2012,36005014400,119,14,63,42,21,63,35,0,0,0,0,0,0,3,4,2,17,5,0,0,33,0,44,0,11,0,0,69,40,2,5,1,2,74,45,22,30,33,20,48,71,3,3,0,5,108,43,30,0,0,46,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005014500,957,154,605,198,142,403,412,0,0,0,2,5,17,132,2,5,0,34,15,0,3,67,642,0,10,23,0,398,426,10,101,1,21,605,352,135,151,297,220,356,601,124,9,21,91,712,118,216,70,0,553,Bronx,Claremont-Bathgate
2012,36005014701,159,39,90,30,52,70,37,0,0,0,0,0,0,27,0,1,0,0,0,0,0,1,123,0,7,0,0,63,87,1,7,1,0,108,51,24,27,39,30,62,97,7,0,0,41,111,18,87,13,0,41,Bronx,Claremont-Bathgate
2012,36005014702,107,24,59,24,22,56,29,0,0,0,0,0,5,77,2,0,0,0,0,0,0,0,21,0,0,2,0,65,19,1,18,0,4,64,43,19,20,20,24,53,54,3,2,2,2,98,8,0,22,0,77,Bronx,Claremont-Bathgate
2012,36005014900,1666,183,1074,409,94,419,1153,0,0,0,0,0,0,35,0,4,4,20,8,18,92,3,1442,0,18,22,0,616,706,17,278,3,46,1154,512,189,283,509,502,624,1042,11,22,10,13,1610,80,3,119,93,1371,Bronx,Morrisania-Melrose
2012,36005015100,208,44,125,39,63,103,42,0,0,0,0,0,0,40,0,1,1,10,0,0,13,0,122,0,8,13,0,95,98,4,9,1,1,119,89,41,46,46,31,84,124,38,9,8,25,128,102,42,2,16,46,Bronx,Morrisania-Melrose
2012,36005015200,494,210,203,81,258,166,70,0,0,0,15,0,18,125,0,1,11,4,7,0,54,1,117,0,137,4,0,337,97,5,43,1,11,312,182,72,72,74,66,211,283,59,33,12,111,279,159,119,108,0,108,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005015300,90,24,50,16,35,44,11,0,0,0,0,0,0,23,5,0,0,9,0,0,11,0,31,0,4,7,0,51,32,1,5,1,0,42,48,26,14,22,4,53,37,8,7,19,31,25,86,0,0,0,4,Bronx,Crotona Park East
2012,36005015500,490,153,255,82,178,179,133,0,0,0,1,0,3,26,23,5,17,5,6,1,1,0,329,9,60,4,0,276,173,7,21,3,10,274,216,70,88,91,88,171,319,20,15,7,9,439,89,0,89,2,310,Bronx,Crotona Park East
2012,36005015700,570,119,358,93,110,207,253,0,0,0,51,52,25,195,31,3,0,34,3,143,7,0,4,1,6,15,0,414,123,5,17,3,8,367,203,107,121,117,106,463,107,7,13,34,31,485,57,116,201,1,195,Bronx,Crotona Park East
2012,36005015800,313,130,143,40,147,106,60,0,0,0,6,0,7,87,0,3,12,0,1,2,0,0,154,0,35,6,0,185,91,1,34,0,2,224,89,27,51,57,48,142,171,27,11,2,31,242,115,0,105,0,93,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005015900,827,299,411,117,336,336,155,0,0,0,1,9,5,385,1,1,1,28,20,38,9,48,153,4,55,69,0,450,304,9,45,6,13,428,399,137,112,166,113,339,488,49,32,102,28,616,161,176,198,40,252,Bronx,Hunts Point
2012,36005016000,116,21,65,30,58,40,18,0,0,0,23,0,2,0,1,0,0,1,3,0,39,0,10,0,11,26,0,88,17,1,6,0,4,74,42,13,34,26,22,78,38,13,9,5,41,48,76,0,39,0,1,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005016100,875,249,459,167,283,349,243,0,0,0,248,89,10,195,6,1,8,58,1,0,0,0,101,1,116,41,0,518,271,5,62,0,19,606,269,145,184,175,122,587,288,29,111,27,186,522,216,102,305,1,251,Bronx,Crotona Park East
2012,36005016200,455,123,242,90,130,227,98,0,0,0,0,0,0,15,0,0,41,0,22,1,17,0,252,8,93,6,0,258,162,1,24,2,8,378,77,50,69,126,87,172,283,13,18,15,228,181,140,0,273,0,42,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005016400,381,74,217,90,103,167,111,0,0,0,7,0,5,52,0,2,1,135,50,0,3,26,42,0,10,48,0,228,134,5,10,0,4,288,93,48,74,100,85,191,190,20,29,34,35,263,173,39,125,2,42,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005016500,843,200,481,162,152,397,294,0,0,0,65,407,73,67,90,0,0,3,1,0,2,0,17,0,111,7,0,515,241,13,56,0,18,416,427,178,168,177,120,527,316,11,3,4,38,787,65,170,69,92,447,Bronx,Claremont-Bathgate
2012,36005016600,354,131,163,60,147,153,54,0,0,0,6,0,8,215,9,0,19,2,0,0,0,0,69,0,16,10,0,242,82,3,22,0,5,275,79,40,55,71,57,176,178,3,16,20,2,313,91,0,68,1,194,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2012,36005016700,593,128,354,111,149,224,220,0,0,0,85,1,23,81,43,2,0,72,11,1,2,93,77,2,57,43,0,384,178,3,21,0,7,332,261,119,112,133,101,356,237,2,19,49,21,502,102,258,130,3,100,Bronx,Claremont-Bathgate
2012,36005016900,146,38,84,24,32,59,55,0,0,0,0,0,27,17,0,0,5,1,0,0,0,54,31,0,10,1,0,91,36,1,14,1,3,75,71,29,17,34,28,86,60,11,8,3,61,63,62,84,0,0,0,Bronx,Claremont-Bathgate
2012,36005017300,272,55,161,56,80,115,77,0,0,0,1,0,0,112,2,0,6,18,2,2,6,22,83,0,6,12,0,155,75,2,32,0,8,142,130,38,57,68,54,114,158,8,22,14,97,131,100,50,116,3,3,Bronx,East Concourse-Concourse Village
2012,36005017500,113,32,59,22,42,61,10,0,0,0,11,3,2,33,5,0,6,11,0,1,2,0,33,0,1,5,0,42,61,2,2,0,6,63,50,24,17,29,11,73,40,8,1,9,14,81,72,0,32,6,3,Bronx,East Concourse-Concourse Village
