year,GEOID,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,Borough,NTA
2010,36005003500,354,64,226,64,92,194,68,0,0,0,2,108,53,46,1,0,0,11,31,0,16,0,75,0,9,2,0,217,104,6,15,0,12,180,174,81,65,84,60,224,130,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2010,36005003700,24,4,16,4,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,9,15,0,0,0,0,18,6,8,5,5,2,10,14,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2010,36005003800,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,2,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005003900,644,175,372,97,215,272,157,0,0,0,1,16,19,158,14,1,1,55,26,1,3,27,237,0,51,34,0,412,155,4,54,4,15,307,337,112,113,125,119,278,366,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2010,36005004001,74,39,28,7,51,18,5,0,0,0,2,0,0,3,0,0,0,3,0,0,2,0,2,0,47,15,0,37,30,0,6,0,1,51,23,14,11,3,7,32,42,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005004100,368,148,169,51,148,131,89,0,0,0,8,0,0,20,0,0,0,2,2,0,0,44,274,0,11,7,0,176,163,1,19,0,9,199,169,33,54,70,63,122,246,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2010,36005004200,2218,905,1143,170,691,662,865,0,0,0,1,0,13,808,0,1212,22,23,14,0,1,2,18,0,94,10,0,1035,1008,21,104,5,45,1397,821,214,304,423,372,1206,1012,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005004300,725,132,434,159,293,299,133,0,0,0,26,0,7,65,0,5,14,23,11,10,41,16,419,1,55,32,0,401,257,13,40,2,12,337,388,154,153,169,117,273,452,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2010,36005004400,1860,367,971,522,465,989,406,0,0,0,0,0,1,212,2,8,6,3,6,3,7,0,1375,0,229,8,0,561,1065,12,180,5,37,1479,381,252,346,526,369,602,1258,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005004600,193,73,94,26,78,93,22,0,0,0,0,0,2,112,2,0,32,20,0,0,0,0,0,0,4,21,0,105,58,4,18,1,7,92,101,33,29,37,21,105,88,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005004800,145,47,79,19,76,39,30,0,0,0,0,0,2,65,0,0,27,11,8,0,5,0,0,0,27,0,0,81,27,3,24,0,10,93,52,15,28,26,29,86,59,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005005001,34,3,17,14,11,20,3,0,0,0,0,3,0,16,1,0,0,14,0,0,0,0,0,0,0,0,0,29,3,0,1,0,1,10,24,11,8,6,6,24,10,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005005002,197,56,101,40,114,58,25,0,0,0,0,2,0,111,0,0,16,19,1,0,0,0,6,0,38,4,0,121,41,5,24,0,6,95,102,51,32,24,34,88,109,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005005100,3063,595,2001,467,667,1200,1196,0,0,0,499,361,63,178,504,12,8,28,10,2,430,37,555,0,144,232,0,1958,846,36,135,24,64,1717,1346,514,662,748,544,2035,1028,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2010,36005005200,594,78,387,129,115,239,240,0,0,0,164,1,40,193,118,0,3,51,0,0,0,0,0,0,4,20,0,375,145,13,40,3,18,320,274,120,141,129,126,421,173,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005005300,57,3,44,10,2,48,7,0,0,0,0,0,0,1,0,0,0,53,0,0,0,0,0,0,0,3,0,23,31,0,1,0,2,32,25,20,17,12,5,56,1,0,0,0,0,0,0,0,0,0,0,Bronx,University Heights-Morris Heights
2010,36005005400,225,60,119,46,87,104,34,0,0,0,2,28,4,76,0,5,11,4,0,0,1,1,29,0,40,24,0,129,38,3,48,1,6,123,102,47,34,49,35,125,100,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2010,36005005600,32,5,26,1,18,13,1,0,0,0,0,1,1,18,5,0,0,0,0,0,1,0,0,0,3,3,0,23,5,1,3,0,0,11,21,16,3,4,4,21,11,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2010,36005005902,292,65,166,61,62,110,120,0,0,0,3,0,10,28,0,2,2,40,70,0,7,84,28,0,10,8,0,199,59,1,22,1,10,155,137,48,44,73,62,162,130,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2010,36005006000,1439,400,843,196,356,264,819,0,0,0,17,2,7,16,0,185,9,6,31,5,0,0,10,1122,9,20,0,991,354,15,57,1,21,1063,376,118,190,340,391,701,738,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2010,36005006100,632,212,320,100,168,205,259,0,0,0,0,0,4,272,0,28,0,29,163,1,4,52,20,0,50,9,0,395,155,5,59,3,15,407,225,67,75,114,164,268,364,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2010,36005006200,107,34,60,13,51,40,16,0,0,0,8,0,1,38,0,1,7,4,0,0,0,0,2,0,26,20,0,65,20,2,16,2,2,60,47,23,22,16,12,56,51,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2010,36005006300,2629,733,1327,569,680,1085,864,0,0,0,23,372,106,483,383,183,26,76,60,3,73,167,94,199,271,110,0,1704,708,27,144,1,45,1770,859,370,473,556,497,1693,936,0,0,0,0,0,0,0,0,0,0,Bronx,West Concourse
2010,36005006400,20,1,17,2,8,8,4,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,4,0,2,3,0,13,3,0,3,1,0,8,12,7,3,8,1,7,13,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2010,36005006500,8158,2214,4527,1417,3353,3775,1030,0,0,0,67,88,31,470,54,57,166,112,298,38,545,120,3676,24,2213,199,0,4248,3144,139,394,25,208,4071,4087,1530,1584,1757,1073,2902,5256,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005006700,359,119,191,49,142,171,46,0,0,0,0,0,2,159,0,0,53,5,6,21,0,0,54,17,25,17,0,217,91,4,35,2,10,174,185,75,45,68,52,162,197,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005006800,249,57,150,42,114,110,25,0,0,0,2,0,2,123,18,1,13,5,2,1,2,0,77,0,0,3,0,124,89,5,21,2,8,106,143,64,60,50,18,111,138,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005006900,149,25,77,47,54,71,24,0,0,0,0,0,5,34,0,0,0,19,4,0,1,0,53,0,18,15,0,84,44,3,16,0,2,62,87,43,25,36,20,80,69,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005007000,140,28,85,27,51,69,20,0,0,0,0,0,1,25,0,0,13,1,6,1,0,6,44,0,28,15,0,75,39,1,19,2,4,75,65,38,24,31,19,60,80,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005007100,1220,490,581,149,520,415,285,0,0,0,1,0,28,456,0,6,7,5,0,1,15,85,276,0,110,230,0,628,499,11,51,6,25,729,491,161,166,245,158,537,683,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005007200,161,46,95,20,64,62,35,0,0,0,3,0,0,52,0,0,3,10,1,0,1,0,23,0,32,36,0,81,32,1,43,2,2,92,69,28,35,31,21,97,64,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2010,36005007300,573,101,333,139,113,308,152,0,0,0,33,17,7,50,0,15,0,34,1,0,65,32,310,0,3,6,0,346,167,4,43,2,11,224,349,118,126,138,90,244,329,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005007400,33,3,20,10,5,25,3,0,0,0,2,0,0,0,0,0,0,27,0,0,2,0,0,0,2,0,0,14,15,2,1,0,1,17,16,9,9,11,1,28,5,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005007500,244,69,133,42,30,156,58,0,0,0,8,81,1,17,0,0,0,2,0,0,2,26,100,0,0,7,0,166,54,4,9,2,9,56,188,57,49,43,26,131,113,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005007600,159,24,103,32,87,60,12,0,0,0,8,0,0,44,0,1,1,9,25,0,10,0,5,0,27,29,0,105,35,0,14,3,2,65,94,49,40,22,24,88,71,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2010,36005007700,502,112,320,70,141,213,148,0,0,0,8,0,2,37,0,2,2,0,1,25,0,0,350,1,62,12,0,204,264,8,18,1,7,314,188,80,95,139,76,270,232,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005007800,122,27,72,23,44,65,13,0,0,0,0,0,1,13,0,0,0,12,0,0,1,12,60,0,4,19,0,58,53,0,7,1,3,77,45,16,26,32,21,55,67,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2010,36005007900,252,43,133,76,74,129,49,0,0,0,0,8,0,15,0,3,0,15,0,0,1,0,195,0,9,6,0,148,73,9,14,1,7,85,167,54,44,62,49,114,138,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2010,36005008300,829,229,465,135,172,393,264,0,0,0,3,1,438,175,2,4,2,26,9,1,7,27,85,0,5,44,0,562,191,16,40,5,15,407,422,152,168,155,125,543,286,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2010,36005008400,36,6,25,5,7,21,8,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,33,0,0,0,0,17,17,0,1,0,1,24,12,7,5,12,6,11,25,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005008500,350,54,207,89,80,208,62,0,0,0,17,3,5,25,0,3,8,28,1,0,0,0,194,2,24,40,0,192,118,3,27,1,9,141,209,95,75,79,47,193,157,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2010,36005008600,35,8,20,7,9,16,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,23,3,0,0,6,0,16,16,0,0,1,2,9,26,10,8,6,3,13,22,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005008700,947,170,626,151,226,493,228,0,0,0,5,0,3,56,0,5,4,47,3,1,286,0,504,2,14,17,0,398,486,11,26,2,24,525,422,202,180,237,158,417,530,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2010,36005008900,351,68,223,60,114,139,98,0,0,0,0,0,22,71,0,0,0,130,1,0,10,5,64,0,14,34,0,221,75,8,35,4,8,124,227,78,69,70,66,211,140,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005009000,2540,442,1657,441,447,811,1282,0,0,0,61,62,219,172,1351,283,19,86,19,47,1,59,57,0,38,66,0,1674,700,20,93,3,50,1706,834,369,508,645,576,1814,726,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2010,36005009200,592,152,320,120,231,244,117,0,0,0,10,3,10,61,0,1,59,7,71,0,14,15,171,0,137,33,0,314,184,12,70,2,10,346,246,84,84,153,119,275,317,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2010,36005009300,9256,1462,5996,1798,1166,3600,4490,9,0,0,937,1237,3049,1121,1159,12,51,318,176,3,549,30,196,0,79,330,0,6417,2046,104,472,33,184,5004,4252,1847,1838,2364,1745,6899,2357,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005009600,3192,472,2033,687,462,1235,1495,0,0,2,272,795,167,82,301,8,866,13,16,197,56,5,266,9,41,96,0,1823,1034,33,228,9,65,2032,1160,485,637,859,739,1761,1431,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2010,36005009800,618,103,361,154,168,312,138,0,0,0,31,7,104,8,20,1,0,8,4,0,266,4,146,0,13,6,0,279,277,8,43,2,9,481,137,111,139,138,127,417,201,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2010,36005011000,214,17,151,46,11,46,157,0,0,0,87,0,1,0,0,0,0,0,4,0,0,122,0,0,0,0,0,194,13,1,5,1,0,188,26,12,43,54,88,85,129,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005011502,673,99,450,124,74,194,405,0,0,0,257,178,40,46,12,1,2,16,0,0,0,52,12,0,1,56,0,499,120,5,36,0,13,412,261,128,144,162,140,521,152,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005011700,3950,722,2514,714,436,1550,1964,9,0,0,15,234,2368,633,305,0,13,9,0,0,36,101,54,2,115,56,0,2651,972,46,186,14,81,1997,1953,731,795,958,744,3056,894,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005011800,370,116,182,72,176,131,63,0,0,0,9,0,10,19,13,3,1,8,9,0,18,43,77,7,139,14,0,265,75,3,20,0,7,294,76,46,63,86,59,167,203,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005011900,629,179,352,98,229,291,109,0,0,0,13,28,4,133,0,0,123,25,50,0,159,0,41,0,48,5,0,416,150,6,40,4,13,252,377,124,101,124,101,306,323,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005012101,106,22,55,29,40,28,38,0,0,0,23,11,0,6,2,4,1,8,0,2,0,22,1,0,17,9,0,78,18,2,5,0,3,37,69,29,16,22,17,53,53,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005012102,63,9,43,11,16,38,9,0,0,0,0,26,9,10,0,0,4,6,0,0,0,0,0,0,3,5,0,43,15,2,1,1,1,26,37,18,11,16,9,32,31,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005012300,142,22,96,24,49,60,33,0,0,0,10,0,1,48,5,2,0,16,0,1,36,0,11,0,9,3,0,95,31,3,12,0,1,64,78,44,30,26,20,87,55,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2010,36005012500,114,21,67,26,27,62,25,0,0,0,17,4,28,18,0,2,10,7,4,0,0,0,19,0,1,4,0,63,29,6,9,4,3,40,74,27,22,30,14,80,34,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005012701,697,188,420,89,83,372,242,0,0,0,0,4,0,37,1,4,40,20,2,0,5,0,566,1,4,13,0,460,170,5,45,1,16,237,460,87,121,150,151,205,492,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005012901,424,114,224,86,102,199,123,0,0,0,1,0,3,44,0,4,14,17,0,1,1,51,228,0,37,23,0,205,158,3,45,1,12,234,190,77,50,109,74,161,263,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2010,36005013000,17,1,12,4,7,9,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,9,2,0,14,2,0,1,0,0,13,4,8,4,4,0,15,2,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005013100,253,78,136,39,99,126,28,0,0,0,2,10,0,123,27,0,0,23,1,0,3,0,50,0,0,14,0,155,76,2,11,2,7,100,153,56,50,47,22,137,116,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2010,36005013200,448,154,238,56,168,148,132,0,0,0,25,0,1,29,12,10,1,0,13,0,5,72,107,0,163,10,0,364,42,2,35,2,3,349,99,53,64,71,106,188,260,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005013300,232,31,146,55,58,136,38,0,0,0,0,2,0,13,0,0,0,7,5,0,1,0,191,0,4,9,0,60,163,1,6,0,2,160,72,33,52,74,42,68,164,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005013500,18,5,9,4,11,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,2,1,0,8,8,0,0,0,2,8,10,4,3,5,1,13,5,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005013800,67,27,22,18,32,27,8,0,0,0,0,0,6,4,1,0,0,26,6,0,23,0,0,0,1,0,0,40,21,1,3,0,2,42,25,11,8,13,8,33,34,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005014100,226,69,136,21,34,79,113,0,0,0,14,1,0,30,0,4,6,5,139,0,1,14,4,0,5,3,0,173,40,3,7,0,3,147,79,28,26,45,58,91,135,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005014300,107,19,60,28,33,53,21,0,0,0,9,42,8,12,3,0,7,9,0,0,0,0,0,0,14,3,0,72,22,4,6,0,3,49,58,32,18,27,11,71,36,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2010,36005014400,226,41,143,42,54,78,94,0,0,0,96,0,7,4,3,0,16,3,5,0,25,0,59,0,8,0,0,152,59,7,5,2,1,160,66,28,38,54,65,148,78,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005014500,602,104,371,127,109,314,179,0,0,0,0,4,8,76,5,3,7,28,57,0,1,3,381,0,10,19,0,267,230,5,84,2,14,333,269,77,98,153,170,217,385,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2010,36005014701,160,37,91,32,55,70,35,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,125,0,3,4,0,48,94,3,8,1,6,97,63,32,27,37,27,74,86,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2010,36005014702,134,32,73,29,20,87,27,0,0,0,0,0,1,82,4,0,0,0,0,0,0,0,45,0,0,2,0,74,31,0,25,0,4,74,60,14,24,29,35,52,82,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2010,36005014900,2004,223,1340,441,121,678,1205,0,0,0,1,0,0,26,7,6,11,25,7,14,89,0,1786,0,17,15,0,701,925,16,313,6,43,1397,607,225,292,608,656,731,1273,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005015100,132,18,82,32,41,69,22,0,0,0,2,0,0,28,0,0,0,11,1,0,0,0,79,0,7,4,0,42,77,3,8,0,2,95,37,27,30,31,26,63,69,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2010,36005015200,450,199,184,67,231,150,69,0,0,0,3,0,5,123,0,0,4,0,7,0,9,0,122,0,174,3,0,318,83,4,39,2,4,272,178,49,59,82,61,184,266,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005015300,104,21,57,26,42,53,9,0,0,0,0,0,0,22,18,0,0,24,0,0,0,0,31,0,5,4,0,52,45,1,3,2,1,50,54,35,20,21,7,75,29,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2010,36005015500,1571,228,943,400,465,978,128,0,0,0,18,0,0,22,3,4,9,0,0,1,4,1,1423,0,81,5,0,920,529,31,37,2,52,441,1130,425,364,383,171,190,1381,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2010,36005015700,441,99,280,62,50,213,178,0,0,0,49,75,12,143,51,0,0,3,0,97,3,0,0,0,2,6,0,317,88,3,14,3,16,238,203,81,77,97,87,372,69,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2010,36005015800,411,166,190,55,199,147,65,0,0,0,4,1,6,71,0,5,21,20,12,0,2,0,36,0,68,165,0,238,120,2,42,3,6,294,117,35,58,80,72,190,221,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005015900,814,305,422,87,353,292,169,0,0,0,1,6,15,385,0,2,3,36,45,38,2,31,109,7,45,89,0,436,294,12,54,2,16,421,393,150,118,150,91,342,472,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2010,36005016000,150,39,86,25,45,81,24,0,0,0,22,0,2,1,3,0,1,3,3,0,99,1,1,0,10,4,0,92,51,2,1,0,4,80,70,22,26,38,25,99,51,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005016100,882,297,461,124,309,331,242,0,1,0,192,91,7,205,2,2,2,69,2,0,0,0,147,1,108,53,0,505,309,11,39,4,14,601,281,140,146,167,132,562,320,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2010,36005016200,444,113,259,72,139,210,95,0,0,0,33,1,6,16,0,0,6,1,7,0,12,0,247,5,94,16,0,249,163,1,21,2,8,370,74,55,81,111,84,191,253,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005016400,354,86,208,60,104,162,88,0,0,0,13,0,5,42,2,3,7,115,32,0,6,24,41,1,9,54,0,207,122,4,16,1,4,267,87,44,66,85,73,175,179,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005016500,747,170,436,141,128,358,261,0,0,0,65,340,72,60,69,0,0,2,0,0,6,0,22,0,103,8,0,460,212,6,57,1,11,357,390,154,142,169,112,478,269,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2010,36005016600,362,99,192,71,177,135,50,0,0,0,4,0,4,37,7,0,11,0,4,0,150,0,74,0,55,16,0,250,79,0,23,1,9,287,75,41,69,76,77,184,178,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2010,36005016700,528,80,317,131,134,228,166,1,0,0,127,0,18,108,38,1,0,81,2,0,1,0,81,0,39,31,0,314,173,6,26,1,8,283,245,122,109,115,102,358,170,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2010,36005016900,147,35,90,22,46,45,56,0,0,0,0,0,23,18,0,3,3,0,0,0,1,45,33,0,8,13,0,81,44,2,14,2,4,81,66,30,20,29,33,79,68,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2010,36005017300,177,51,103,23,47,88,42,0,0,0,2,0,1,98,0,0,12,7,0,0,0,2,38,0,7,10,0,99,52,6,14,2,4,82,95,37,22,44,23,89,88,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2010,36005017500,210,35,141,34,48,121,41,0,0,0,14,0,0,27,6,0,6,20,0,0,0,0,132,0,1,4,0,53,136,4,7,0,10,145,65,39,46,61,29,92,118,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
