year,state,GEOID,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,Borough,NTA
2017,NY,36005005200,651,135,382,134,83,242,326,0,0,0,193,0,126,64,136,0,3,14,1,0,0,0,20,0,46,48,0,414,168,16,37,2,14,361,290,133,127,124,132,518,133,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2017,NY,36005005300,87,16,46,25,14,54,19,0,0,0,0,0,0,11,0,0,0,59,2,0,6,0,2,0,0,7,0,38,39,4,2,0,4,44,43,27,15,21,8,58,29,0,0,0,0,0,0,0,0,0,0,Bronx,University Heights-Morris Heights
2017,NY,36005005400,299,77,167,55,83,147,69,0,0,0,53,3,1,100,0,0,28,3,0,0,0,4,48,0,37,22,0,164,47,5,74,0,9,164,135,61,41,56,64,151,148,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2017,NY,36005005600,52,11,32,9,21,23,8,0,0,0,0,0,4,22,3,0,0,1,0,0,2,0,8,0,9,3,0,29,14,1,6,0,2,25,27,13,9,9,10,26,26,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2017,NY,36005005902,176,41,95,40,34,85,57,0,0,0,0,0,2,36,0,0,0,24,53,0,0,0,49,0,4,8,0,112,36,3,23,0,2,87,89,34,25,40,36,75,101,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2017,NY,36005006000,69,12,41,16,25,32,12,0,0,0,4,6,0,37,0,0,2,0,2,0,0,0,0,0,6,12,0,39,23,0,7,0,0,39,30,15,15,14,13,37,32,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2017,NY,36005006100,948,300,495,153,152,256,540,0,0,0,0,0,0,221,0,36,12,23,293,0,0,223,11,0,93,36,0,552,259,8,107,5,17,645,303,91,113,193,251,432,516,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2017,NY,36005006200,173,41,87,45,51,103,19,0,0,0,28,0,0,41,0,0,8,5,1,0,6,0,21,0,40,23,0,101,48,2,20,1,1,92,81,46,29,39,18,91,82,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2017,NY,36005006300,3461,1330,1517,614,827,1557,1077,0,0,0,65,459,116,1101,111,30,53,179,191,0,165,17,101,297,448,128,0,2001,1001,41,332,7,79,2200,1261,468,542,595,526,2154,1307,0,0,0,0,0,0,0,0,0,0,Bronx,West Concourse
2017,NY,36005006400,20,6,8,6,12,7,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,3,4,0,10,0,0,8,0,2,11,9,3,6,1,4,9,11,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2017,NY,36005006500,5461,1114,3065,1282,1627,2910,924,0,0,0,66,7,0,473,0,0,161,46,72,5,306,87,4029,0,136,73,0,2552,2251,127,356,22,153,2685,2776,1272,1095,1187,793,1182,4279,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005006700,351,112,179,60,125,154,72,0,0,0,0,0,0,132,0,0,61,23,1,17,8,0,44,10,36,19,0,195,96,8,41,0,11,159,192,62,58,63,56,155,196,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005006800,216,70,100,46,89,105,22,0,0,0,15,0,0,110,5,0,6,4,2,0,0,0,74,0,0,0,0,105,76,8,21,1,5,110,106,41,39,35,31,83,133,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2017,NY,36005006900,274,85,152,37,74,134,66,0,0,0,0,0,2,61,0,0,0,25,20,0,0,0,65,3,77,21,0,133,85,4,40,4,8,163,111,46,42,52,49,155,119,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005007000,154,26,82,46,54,70,30,0,0,0,0,0,0,30,0,0,5,1,0,0,0,0,45,0,59,14,0,90,26,0,38,0,0,74,80,44,25,26,33,65,89,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2017,NY,36005007100,1334,512,642,180,369,538,427,0,0,0,0,4,7,461,0,20,17,1,9,0,39,176,200,15,110,275,0,622,553,22,96,6,35,832,502,191,204,219,208,564,770,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005007200,206,55,108,43,71,102,33,0,0,0,0,0,0,51,5,0,31,6,7,0,2,0,34,0,46,24,0,108,38,4,50,2,4,122,84,32,39,39,41,80,126,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2017,NY,36005007300,374,123,191,60,90,135,149,0,0,0,0,14,24,112,0,0,0,12,0,0,0,0,197,0,6,9,0,180,155,6,24,2,7,179,195,58,76,61,56,160,214,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005007400,32,4,23,5,8,21,3,0,0,0,5,0,0,0,0,0,0,24,0,0,1,0,2,0,0,0,0,13,15,0,1,1,2,11,21,10,9,6,3,27,5,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2017,NY,36005007500,298,91,153,54,68,123,107,0,0,0,2,84,7,38,0,0,7,0,0,8,0,53,51,11,29,8,0,164,94,8,21,1,10,134,164,42,55,61,49,162,136,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005007600,236,43,126,67,98,111,27,0,0,0,18,0,4,48,0,0,1,13,19,0,10,0,27,0,53,43,0,138,51,2,29,5,11,86,150,60,60,40,33,122,114,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2017,NY,36005007700,639,115,385,139,113,257,269,0,0,0,8,1,0,52,0,0,0,14,0,49,0,0,461,0,20,34,0,274,287,17,32,4,25,390,249,135,136,144,109,313,326,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005007800,240,69,118,53,58,122,60,0,0,0,0,1,0,25,0,0,0,11,0,0,3,31,110,0,49,10,0,129,87,2,12,0,10,141,99,37,41,52,41,96,144,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2017,NY,36005007900,353,97,186,70,73,136,144,0,0,0,0,7,11,43,0,0,0,28,0,0,8,0,190,1,25,40,0,219,81,5,34,3,11,175,178,68,58,72,58,165,188,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2017,NY,36005008300,650,192,330,128,115,278,257,0,0,0,19,0,65,150,44,0,60,63,0,0,14,121,39,0,17,58,0,410,154,13,47,2,24,310,340,113,117,115,113,342,308,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2017,NY,36005008400,31,5,17,9,5,17,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,27,0,0,0,0,15,16,0,0,0,0,17,14,5,6,9,6,8,23,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2017,NY,36005008500,275,59,149,67,75,126,74,0,0,0,9,5,27,28,13,0,9,11,2,0,2,0,114,1,23,31,0,145,91,5,25,3,6,118,157,60,60,59,37,153,122,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2017,NY,36005008600,10,4,5,1,3,4,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,1,0,1,7,1,0,0,1,7,3,1,2,2,1,5,5,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2017,NY,36005008700,813,203,410,200,154,428,231,0,0,0,3,3,5,147,0,0,0,30,0,0,228,1,374,0,15,7,0,349,391,17,37,3,16,477,336,144,141,200,125,418,395,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2017,NY,36005008900,681,189,364,128,157,371,153,0,0,0,3,4,28,72,0,0,7,133,2,0,235,107,51,0,26,13,0,353,254,18,30,2,24,294,387,128,127,139,98,382,299,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005009000,3956,922,2269,765,531,1562,1863,0,0,0,223,56,514,383,1847,262,17,102,73,31,17,0,148,3,123,157,0,2375,1301,46,150,8,76,2415,1541,693,814,923,604,2608,1348,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2017,NY,36005009200,782,190,427,165,223,295,264,0,0,0,53,0,19,84,1,0,154,16,33,0,11,9,162,0,221,19,0,416,230,19,88,6,23,419,363,117,142,186,147,350,432,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2017,NY,36005009300,11344,1921,6845,2578,818,4039,6487,0,0,0,1058,1428,5302,527,1437,0,23,370,169,0,478,32,163,9,145,203,0,7510,2719,221,580,40,274,5750,5594,2344,2462,2719,1898,8431,2913,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005009600,5247,539,3069,1639,1006,2579,1662,0,0,0,196,338,150,234,242,15,877,56,8,0,133,13,2840,7,46,92,0,2645,1838,102,517,19,126,2823,2424,1216,1138,1323,1031,1523,3724,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2017,NY,36005009800,393,41,202,150,69,252,72,0,0,0,33,3,41,10,18,0,0,4,0,0,244,0,17,0,18,5,0,177,126,1,81,1,7,294,99,92,88,80,92,327,66,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2017,NY,36005011000,165,28,97,40,3,72,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,131,22,0,4,1,7,112,53,11,27,41,58,40,125,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005011502,722,157,395,170,92,262,368,0,0,0,15,171,145,60,15,0,0,55,0,0,26,56,95,0,18,66,0,482,154,15,48,2,21,379,343,136,139,152,138,489,233,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005011700,5900,1151,3598,1151,404,2030,3466,10,0,0,133,283,3109,1681,268,0,9,18,2,0,60,235,49,0,16,27,0,3692,1623,115,290,30,150,2900,3000,1166,1210,1317,1056,4563,1337,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005011800,436,114,218,104,123,184,129,0,0,0,20,0,2,10,0,0,0,10,19,0,3,43,58,13,234,24,0,280,115,4,31,2,4,326,110,56,94,78,94,191,245,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005011900,424,130,215,79,101,193,130,0,0,0,4,15,3,184,0,0,12,28,18,99,1,0,35,7,15,3,0,262,93,15,36,1,17,172,252,83,74,76,61,176,248,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005012101,143,33,82,28,33,58,52,0,0,0,30,1,0,14,4,0,9,8,0,0,0,31,27,0,4,15,0,91,36,5,7,0,4,45,98,36,29,22,23,80,63,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005012102,94,32,45,17,23,45,26,0,0,0,0,5,47,13,0,0,4,5,0,0,0,0,0,0,10,10,0,61,26,0,5,0,2,44,50,16,12,17,17,60,34,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005012300,247,85,122,40,75,122,50,0,0,0,4,0,2,83,0,0,0,27,0,0,13,2,105,0,8,3,0,131,93,2,17,1,3,126,121,42,42,44,34,108,139,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2017,NY,36005012500,228,54,132,42,38,139,51,0,0,0,0,0,8,17,8,2,9,6,5,0,0,0,15,0,24,134,0,133,65,4,23,2,1,127,101,39,38,49,48,109,119,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005012701,689,184,402,103,37,300,352,0,0,0,0,3,0,51,0,0,2,7,0,0,0,0,622,0,0,4,0,411,193,19,37,5,24,217,472,102,121,145,137,171,518,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005012901,487,125,271,91,85,158,244,0,0,0,0,0,11,53,0,0,7,19,10,0,0,75,226,0,46,40,0,240,184,4,50,0,9,278,209,87,79,99,97,178,309,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2017,NY,36005013000,56,22,21,13,23,28,5,0,0,0,11,0,0,3,0,0,0,0,6,0,1,0,1,0,26,8,0,41,6,0,7,0,2,34,22,13,6,9,6,30,26,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005013100,413,124,229,60,80,153,180,0,0,0,18,0,0,151,34,0,0,23,0,0,3,146,25,0,5,8,0,237,127,7,29,2,11,213,200,73,71,66,79,218,195,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2017,NY,36005013200,411,133,199,79,141,135,135,0,0,0,21,0,11,17,4,1,0,3,1,0,8,71,89,0,177,8,0,311,51,6,32,1,10,278,133,47,56,85,90,203,208,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005013300,237,36,132,69,34,142,61,0,0,0,0,4,0,4,1,0,0,10,2,0,2,0,206,0,3,5,0,77,147,3,7,0,3,153,84,44,61,55,41,71,166,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005013500,50,9,28,13,17,25,8,0,0,0,0,0,0,9,11,0,0,2,4,0,6,3,8,0,5,2,0,26,23,1,0,0,0,21,29,13,11,11,6,35,15,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005013800,71,14,27,30,23,36,12,0,0,0,7,0,0,4,0,0,0,37,0,0,0,0,8,13,2,0,0,51,16,1,2,0,1,48,23,9,20,19,9,33,38,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005014100,625,200,350,75,99,167,359,0,0,0,1,3,5,68,19,0,6,12,334,0,35,56,39,0,27,20,0,395,167,9,35,1,18,422,203,82,92,118,133,240,385,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005014300,175,28,90,57,37,100,38,0,0,0,9,37,17,10,8,0,8,8,0,0,0,4,40,0,27,7,0,107,49,2,9,2,6,68,107,46,38,41,22,100,75,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2017,NY,36005014400,40,13,20,7,6,17,17,0,0,0,0,0,0,4,14,0,9,4,0,0,0,0,9,0,0,0,0,22,10,3,4,1,0,22,18,3,5,8,11,19,21,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005014500,954,171,537,246,130,399,425,0,0,0,0,2,22,114,5,0,0,23,2,0,0,85,615,16,13,57,0,379,447,17,87,6,18,543,411,163,172,261,187,355,599,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2017,NY,36005014701,147,35,72,40,40,65,42,0,0,0,0,0,0,29,1,0,0,2,0,0,0,1,109,0,5,0,0,50,84,0,8,0,5,97,50,27,32,27,26,57,90,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2017,NY,36005014702,181,72,72,37,12,63,106,0,0,0,0,0,0,77,0,0,0,0,0,0,0,77,18,0,3,6,0,110,43,1,25,0,2,131,50,19,26,37,27,75,106,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2017,NY,36005014900,1613,213,989,411,108,380,1125,0,0,0,3,0,0,36,3,0,3,12,1,21,98,3,1404,0,14,15,0,595,681,17,273,2,45,1078,535,220,281,408,491,572,1041,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005015100,277,72,152,53,63,152,62,0,0,0,7,0,0,43,6,0,2,13,0,0,13,0,165,0,12,16,0,138,107,4,14,1,13,136,141,56,50,57,42,113,164,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2017,NY,36005015200,343,104,160,79,117,151,75,0,0,0,16,0,5,88,0,0,17,0,17,0,23,0,109,2,60,6,0,224,65,1,41,2,10,207,136,41,49,82,67,154,189,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005015300,132,36,76,20,19,83,30,0,0,0,0,0,0,32,20,0,0,16,1,0,10,3,43,0,7,0,0,72,52,0,4,2,2,58,74,24,34,20,18,74,58,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2017,NY,36005015500,543,180,278,85,119,250,174,0,0,0,2,0,0,43,18,0,11,0,5,0,2,0,446,0,14,2,0,279,196,7,41,4,16,247,296,71,86,126,80,170,373,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2017,NY,36005015700,389,88,233,68,44,182,163,0,0,0,63,0,1,176,29,0,1,35,0,51,0,0,6,0,15,12,0,266,90,8,11,1,13,205,184,77,79,76,69,290,99,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2017,NY,36005015800,231,63,121,47,60,80,91,0,0,0,1,0,0,83,0,3,3,0,8,52,0,0,34,0,45,2,0,155,31,1,40,1,3,185,46,15,38,57,58,116,115,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005015900,639,218,315,106,156,376,107,0,0,0,1,6,3,412,0,1,0,20,1,25,1,1,87,0,45,36,0,310,252,15,46,2,14,338,301,118,102,122,79,257,382,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2017,NY,36005016000,113,21,64,28,30,45,38,0,0,0,27,0,2,0,3,2,3,5,15,0,23,0,1,1,11,20,0,84,25,1,3,0,0,84,29,14,29,28,21,76,37,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005016100,899,257,454,188,209,378,312,0,0,0,162,113,46,246,0,32,10,38,2,0,1,0,101,0,109,39,0,476,297,16,93,1,16,589,310,117,150,222,153,575,324,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2017,NY,36005016200,373,67,198,108,81,151,141,0,0,0,12,0,0,7,0,0,27,1,7,0,7,0,180,3,88,41,0,200,136,7,26,2,2,293,80,57,73,104,72,151,222,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005016400,372,45,209,118,59,173,140,0,0,0,6,0,0,30,0,0,0,195,26,0,21,24,25,0,12,33,0,194,157,3,11,0,7,258,114,57,84,106,80,176,196,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005016500,729,125,389,215,77,222,430,0,0,0,0,364,173,23,30,0,0,3,0,0,0,0,22,0,109,5,0,408,224,16,58,3,20,369,360,147,138,165,154,460,269,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2017,NY,36005016600,465,159,197,109,169,216,80,0,0,0,18,0,4,258,6,0,16,3,0,0,8,7,57,0,68,20,0,272,129,8,43,0,13,343,122,49,83,83,91,256,209,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2017,NY,36005016700,1009,178,599,232,106,469,434,0,0,0,169,244,131,98,32,0,0,83,5,5,2,87,82,0,34,37,0,519,413,27,26,4,20,546,463,225,223,248,135,646,363,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2017,NY,36005016900,246,66,141,39,25,88,133,0,0,0,11,0,25,22,0,0,14,0,0,0,0,127,43,0,1,3,0,147,66,7,15,2,9,113,133,36,32,47,65,101,145,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
