year,state,GEOID,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,Borough,NTA
2011,NY,36005005002,157,34,90,33,80,54,23,0,0,0,0,3,0,90,1,0,19,19,0,0,0,0,7,0,13,5,0,99,29,2,22,0,5,67,90,38,32,21,32,68,89,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2011,NY,36005005100,2937,547,1875,515,623,1166,1148,0,0,0,438,408,65,171,457,4,9,33,13,0,457,20,523,1,121,217,0,1941,801,27,106,13,49,1658,1279,527,624,726,513,1934,1003,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris
2011,NY,36005005200,534,68,348,118,85,196,253,0,0,0,157,1,44,186,109,0,4,14,0,0,0,0,0,0,0,19,0,340,145,6,31,4,8,293,241,107,124,128,107,389,145,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2011,NY,36005005300,63,7,44,12,14,40,9,0,0,0,0,0,0,12,0,1,1,46,0,0,0,0,0,0,0,3,0,29,31,0,2,0,1,34,29,13,18,21,4,54,9,0,0,0,0,0,0,0,0,0,0,Bronx,University Heights-Morris Heights
2011,NY,36005005400,187,29,115,43,88,72,27,0,0,0,5,26,0,54,0,5,3,5,2,0,2,1,31,0,34,19,0,126,23,1,32,0,5,91,96,52,34,37,35,106,81,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2011,NY,36005005600,44,12,32,0,19,20,5,0,0,0,0,0,3,16,6,0,0,0,0,0,2,0,0,2,6,9,0,27,7,2,5,0,3,17,27,15,9,6,2,29,15,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2011,NY,36005005902,276,59,157,60,57,109,110,0,0,0,0,0,2,30,3,2,0,42,60,0,8,84,33,0,7,5,0,185,57,4,19,1,10,145,131,34,46,66,71,145,131,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2011,NY,36005006000,1410,446,768,196,378,409,623,0,0,0,19,0,9,24,0,161,9,4,17,1,2,1,3,1122,27,11,0,970,344,16,57,2,21,1016,394,148,185,301,330,688,722,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2011,NY,36005006100,637,209,322,106,151,167,319,0,0,0,0,0,2,176,0,56,10,22,199,0,2,81,26,0,55,8,0,414,146,6,58,1,12,425,212,67,56,122,183,260,377,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2011,NY,36005006200,92,31,45,16,42,35,15,0,0,0,6,0,0,39,2,0,8,7,0,0,0,2,3,0,7,18,0,53,17,1,18,0,3,47,45,20,12,15,14,52,40,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2011,NY,36005006300,2730,860,1306,564,697,1134,899,0,0,0,23,390,120,635,395,119,53,69,48,1,104,140,63,216,229,125,0,1724,763,15,182,1,45,1881,849,402,444,542,482,1741,989,0,0,0,0,0,0,0,0,0,0,Bronx,West Concourse
2011,NY,36005006400,22,5,15,2,9,10,3,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,8,0,1,2,0,15,3,0,4,0,0,9,13,7,3,3,4,7,15,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2011,NY,36005006500,7116,1837,3926,1353,2638,3351,1127,0,0,0,65,24,29,530,54,47,169,104,394,59,357,93,3637,21,1398,135,0,3909,2539,105,363,25,175,3570,3546,1455,1354,1474,996,2263,4853,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005006700,366,113,206,47,161,159,46,0,0,0,0,0,3,135,0,1,62,4,3,15,0,0,51,15,53,24,0,223,89,3,37,2,12,187,179,77,58,62,56,155,211,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005006800,225,41,135,49,107,104,14,0,0,0,2,3,1,129,8,1,7,3,1,0,0,0,60,0,1,9,0,130,65,6,21,1,2,93,132,54,54,53,23,93,132,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2011,NY,36005006900,141,27,82,32,49,68,24,0,0,0,0,0,2,30,0,0,0,23,1,0,0,0,67,0,8,10,0,77,47,4,11,0,2,71,70,34,24,32,24,73,68,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005007000,155,33,90,32,44,77,34,0,0,0,0,2,0,27,0,1,9,0,6,0,0,8,52,0,33,17,0,86,46,2,15,1,5,84,71,34,38,32,18,77,78,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2011,NY,36005007100,1060,470,472,118,471,363,226,0,0,0,0,0,21,478,1,9,0,0,2,0,7,96,178,0,98,170,0,587,396,6,50,1,20,617,443,142,143,169,136,455,605,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005007200,148,36,82,30,51,62,35,0,0,0,2,0,1,55,0,0,2,12,2,0,1,0,11,0,30,32,0,89,24,0,32,1,2,84,64,31,27,32,22,95,53,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Bruckner
2011,NY,36005007300,481,100,285,96,117,249,115,0,0,0,26,3,4,46,0,0,0,40,1,1,102,2,247,0,4,5,0,292,150,3,23,0,13,189,292,100,81,130,70,245,236,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005007400,34,3,16,15,5,23,6,0,0,0,0,0,0,0,0,0,0,31,1,0,2,0,0,0,0,0,0,17,15,2,0,0,0,19,15,12,8,10,1,30,4,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2011,NY,36005007500,249,64,137,48,28,156,65,0,0,0,2,73,0,20,0,1,0,1,0,0,0,36,107,0,1,8,0,166,54,5,12,3,9,72,177,57,39,49,40,126,123,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005007600,179,34,112,33,72,89,18,0,0,0,4,0,2,49,0,0,4,10,35,0,11,0,5,0,26,33,0,125,35,2,13,0,4,80,99,38,31,47,29,101,78,0,0,0,0,0,0,0,0,0,0,Bronx,West Farms-Bronx River
2011,NY,36005007700,528,120,323,85,126,226,176,0,0,0,6,0,1,39,5,0,1,3,1,39,6,4,363,0,44,16,0,214,279,7,19,1,8,332,196,75,112,133,88,301,227,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005007800,98,18,56,24,23,59,16,0,0,0,0,0,2,17,0,0,0,8,3,0,1,8,45,0,2,12,0,55,37,0,5,1,0,56,42,16,19,25,20,45,53,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2011,NY,36005007900,248,43,133,72,64,136,48,0,0,0,0,5,0,21,0,1,0,12,0,0,2,30,154,0,21,2,0,155,64,10,16,1,2,99,149,44,52,69,40,105,143,0,0,0,0,0,0,0,0,0,0,Bronx,Melrose South-Mott Haven North
2011,NY,36005008300,775,203,431,141,133,386,256,0,0,0,1,4,443,150,4,0,0,17,10,0,11,31,54,0,3,47,0,533,184,6,40,2,10,410,365,130,150,150,142,504,271,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2011,NY,36005008400,27,1,20,6,6,14,7,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,22,0,0,0,0,11,15,0,1,0,0,15,12,9,5,6,6,8,19,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2011,NY,36005008500,369,70,216,83,86,203,80,0,0,0,14,10,16,37,0,1,9,20,2,0,3,1,197,2,21,36,0,215,114,2,29,4,5,165,204,67,69,96,67,201,168,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2011,NY,36005008600,30,3,22,5,2,13,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25,1,0,0,2,0,18,10,0,0,1,1,7,23,7,6,12,2,10,20,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2011,NY,36005008700,703,127,428,148,192,359,152,0,0,0,0,0,4,60,0,1,0,38,5,4,174,0,387,3,12,15,0,333,321,9,30,1,9,356,347,139,140,177,120,330,373,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2011,NY,36005008900,377,64,234,79,110,135,132,0,0,0,0,0,21,73,0,0,1,142,1,2,11,3,67,0,10,46,0,239,86,9,29,5,9,145,232,89,79,81,64,230,147,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005009000,2430,372,1655,403,359,732,1339,0,0,0,125,82,383,73,1043,303,20,89,39,61,3,50,63,0,46,50,0,1606,660,20,99,1,44,1674,756,349,524,615,570,1803,627,0,0,0,0,0,0,0,0,0,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
2011,NY,36005009200,735,200,368,167,267,231,237,0,0,0,46,2,12,61,1,1,40,9,95,0,31,14,253,0,136,34,0,382,246,11,81,0,15,450,285,100,138,157,140,328,407,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2011,NY,36005009300,9103,1450,5828,1825,907,3668,4528,12,0,0,793,1180,3277,940,1142,7,31,304,125,1,562,124,114,0,166,325,0,6275,2099,87,455,31,156,4908,4195,1753,1964,2209,1727,6750,2353,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005009600,2866,386,1806,674,323,1036,1507,0,0,0,200,662,84,86,352,7,813,19,5,166,31,5,319,6,34,77,0,1650,926,24,209,8,49,1815,1051,477,585,762,656,1510,1356,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2011,NY,36005009800,564,86,321,157,126,290,148,0,0,0,29,6,97,7,16,1,0,8,3,0,214,0,162,1,8,12,0,263,242,5,44,1,9,419,145,103,121,145,109,359,205,0,0,0,0,0,0,0,0,0,0,Bronx,Westchester-Unionport
2011,NY,36005011000,115,16,73,26,4,35,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,0,0,0,0,0,108,4,0,3,0,0,90,25,8,13,32,46,11,104,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005011502,816,142,522,152,114,204,498,0,0,0,309,176,37,82,11,2,0,21,0,0,1,51,50,0,3,73,0,617,134,7,47,1,10,521,295,132,155,185,202,625,191,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005011700,3807,687,2404,716,421,1485,1901,11,0,0,15,245,2265,538,301,1,8,10,3,0,45,140,66,0,104,55,0,2528,956,50,185,13,75,1940,1867,704,781,967,668,2935,872,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005011800,314,79,157,78,119,129,66,0,0,0,15,0,8,10,16,0,1,9,16,0,6,27,56,10,119,21,0,201,84,3,23,0,3,254,60,44,46,84,61,137,177,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005011900,644,191,353,100,196,295,153,0,0,0,0,26,3,151,0,0,120,29,26,0,200,0,29,0,53,7,0,433,157,4,43,0,7,252,392,112,113,118,110,328,316,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005012101,99,10,59,30,25,34,40,0,0,0,19,8,0,12,2,5,4,9,1,0,0,27,0,0,0,12,0,73,17,2,4,0,3,29,70,19,25,21,24,52,47,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005012102,47,7,33,7,15,23,9,0,0,0,0,17,1,12,0,0,0,10,0,0,0,0,0,0,4,3,0,31,13,2,1,0,0,20,27,15,13,9,3,27,20,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005012300,135,36,85,14,56,49,30,0,0,0,4,0,1,38,29,0,0,14,1,0,30,0,13,0,4,1,0,95,32,2,3,0,3,51,84,28,18,39,14,83,52,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2011,NY,36005012500,93,13,55,25,16,57,20,0,0,0,7,5,27,12,0,1,5,10,2,0,4,0,11,0,3,6,0,62,19,3,7,1,1,40,53,17,17,24,22,59,34,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005012701,684,187,405,92,58,356,270,0,0,0,0,3,0,38,1,1,33,23,3,0,6,0,564,0,0,12,0,449,178,7,39,0,11,240,444,115,99,128,155,193,491,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005012901,415,85,239,91,73,215,127,0,0,0,1,0,2,39,0,0,6,15,1,0,3,56,233,0,31,28,0,215,143,5,47,1,4,227,188,80,66,118,66,163,252,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2011,NY,36005013000,42,10,23,9,17,14,11,0,0,0,6,0,0,3,2,0,7,0,0,0,1,0,0,0,20,3,0,35,3,0,4,0,0,33,9,3,9,13,7,30,12,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005013100,232,96,110,26,89,109,34,0,0,0,1,8,0,145,21,0,0,23,2,0,1,17,2,0,0,12,0,136,79,3,9,1,4,111,121,40,34,42,20,141,91,0,0,0,0,0,0,0,0,0,0,Bronx,Longwood
2011,NY,36005013200,442,137,252,53,144,154,144,0,0,0,18,0,11,25,16,10,0,0,0,0,7,74,80,0,181,20,0,342,51,1,39,4,5,346,96,43,74,98,90,230,212,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005013300,215,28,134,53,56,133,26,0,0,0,0,3,1,12,0,0,0,8,3,0,0,0,179,0,3,6,0,61,141,3,7,1,2,136,79,42,42,67,36,65,150,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005013500,16,2,10,4,8,8,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,4,1,0,10,5,0,0,0,1,9,7,4,4,4,2,11,5,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005013800,68,14,28,26,34,26,8,0,0,0,14,1,5,4,0,2,0,22,2,0,0,1,0,14,3,0,0,51,13,1,2,0,1,43,25,11,18,16,9,36,32,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005014100,281,79,165,37,43,90,148,0,0,0,4,1,1,37,0,0,6,2,166,0,9,23,8,0,20,4,0,199,59,1,15,1,6,180,101,33,39,59,71,117,164,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005014300,93,8,60,25,26,53,14,0,0,0,0,35,9,11,4,0,5,8,0,0,6,0,0,0,11,4,0,71,14,1,3,0,4,46,47,25,23,23,14,56,37,0,0,0,0,0,0,0,0,0,0,Bronx,East Concourse-Concourse Village
2011,NY,36005014400,77,7,48,22,8,43,26,0,0,0,0,0,0,2,2,0,20,4,0,0,22,0,23,0,4,0,0,43,26,2,5,0,1,51,26,19,17,19,15,37,40,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005014500,792,135,503,154,93,366,333,0,0,0,0,4,15,72,6,0,3,31,58,2,6,50,532,0,5,8,0,314,374,8,81,0,15,500,292,90,122,240,205,270,522,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2011,NY,36005014701,140,40,65,35,46,64,30,0,0,0,0,0,0,33,0,1,0,0,1,0,0,0,101,0,1,3,0,51,80,1,6,1,1,92,48,21,19,31,29,60,80,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2011,NY,36005014702,113,26,65,22,14,66,33,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,46,0,0,3,0,63,29,2,18,0,1,64,49,21,22,25,19,38,75,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2011,NY,36005014900,1599,171,1072,356,65,505,1029,0,0,0,1,0,0,30,2,1,5,17,7,10,9,0,1495,0,10,12,0,566,693,15,283,4,38,1118,481,166,220,458,584,551,1048,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005015100,151,27,87,37,31,97,23,0,0,0,5,0,1,30,0,0,0,16,0,0,6,0,80,0,8,5,0,62,74,2,10,1,2,97,54,34,40,33,17,76,75,0,0,0,0,0,0,0,0,0,0,Bronx,Morrisania-Melrose
2011,NY,36005015200,482,215,199,68,230,162,90,0,0,0,3,0,15,119,1,1,13,0,8,0,30,0,121,0,168,3,0,336,93,6,43,0,4,303,179,42,65,75,85,201,281,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005015300,113,24,71,18,42,62,9,0,0,0,0,0,0,20,20,0,0,23,0,0,26,0,15,0,7,2,0,49,53,0,7,1,3,65,48,30,24,23,12,88,25,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2011,NY,36005015500,1399,195,811,393,408,854,137,0,0,0,0,0,2,20,25,4,13,0,1,0,3,2,1257,3,64,5,0,819,458,31,41,3,47,381,1018,385,320,343,156,177,1222,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2011,NY,36005015700,555,107,362,86,82,252,221,0,0,0,50,73,15,183,36,1,1,31,0,141,4,0,3,0,5,12,0,380,131,7,21,1,15,322,233,115,118,122,93,453,102,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2011,NY,36005015800,405,142,208,55,174,114,117,0,0,0,68,0,5,59,0,2,19,10,1,0,0,0,163,0,52,26,0,255,106,3,31,2,8,294,111,46,74,80,63,205,200,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005015900,824,309,410,105,331,313,180,0,0,0,0,9,6,400,0,2,3,29,72,33,7,37,117,0,43,66,0,463,292,10,42,1,16,428,396,148,118,146,103,338,486,0,0,0,0,0,0,0,0,0,0,Bronx,Hunts Point
2011,NY,36005016000,117,34,65,18,46,46,25,0,0,0,18,0,0,0,1,4,0,1,0,0,71,0,9,0,8,5,0,89,21,1,3,1,2,66,51,20,22,24,17,81,36,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005016100,724,197,412,115,186,321,217,0,0,0,203,69,8,153,1,0,4,54,9,0,0,1,100,0,82,40,0,444,219,8,43,3,7,512,212,136,120,160,111,490,234,0,0,0,0,0,0,0,0,0,0,Bronx,Crotona Park East
2011,NY,36005016200,358,98,200,60,87,183,88,0,0,0,21,0,6,17,0,2,30,1,12,0,14,0,188,4,56,7,0,207,126,2,16,2,5,292,66,35,54,91,80,150,208,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005016400,354,73,206,75,88,171,95,0,0,0,8,0,5,59,2,1,1,123,41,0,2,24,39,0,13,36,0,218,112,2,17,0,5,268,86,48,72,91,70,149,205,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005016500,786,191,438,157,135,366,285,0,0,0,42,385,64,73,87,0,0,2,0,1,6,0,0,0,120,6,0,479,226,9,57,0,15,389,397,156,160,155,124,479,307,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2011,NY,36005016600,394,142,177,75,131,189,74,0,0,0,5,0,2,167,8,0,27,0,5,0,39,0,72,0,59,10,0,281,72,3,26,0,12,305,89,38,62,84,68,198,196,0,0,0,0,0,0,0,0,0,0,Bronx,Schuylerville-Throgs Neck-Edgewater Park
2011,NY,36005016700,563,118,325,120,111,226,226,0,0,0,90,0,21,63,47,2,0,68,0,0,2,110,68,0,48,44,0,340,186,4,22,0,11,322,241,112,93,133,107,331,232,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
2011,NY,36005016900,147,28,93,26,38,49,60,0,0,0,0,0,17,26,0,0,1,1,1,0,0,50,29,0,13,9,0,90,35,1,17,0,4,80,67,29,29,22,39,73,74,0,0,0,0,0,0,0,0,0,0,Bronx,Claremont-Bathgate
