GEOID,d_trees
36047026200,2559.485407073162
36047026300,649.6356749822309
36047026400,2077.9494458775857
36047026500,2450.2983072177954
36047026600,3575.1512807106988
36047026700,2775.651062279191
36047026800,3835.002036739263
36047026900,2204.3049345586933
36047027000,2899.1443606141775
36047027100,1355.2240236503217
36047027200,2567.493117182111
36047027300,2958.5002437685494
36047027400,2251.262950512418
36047027500,2572.7530686568693
36047027600,2011.027262346539
36047027700,3626.7787795930767
36047027800,919.966099891487
36047027900,1695.4973243706424
36047028000,1222.8673458387966
36047028100,1391.451079489232
36047028200,1496.0736970113564
36047028300,1360.0662738825324
36047028400,946.0772532371626
36047028501,248.91649179343787
36047028502,259.2801239265811
36047028600,1488.0873842218919
36047028700,1372.68759004813
36047028800,1237.3002380897672
36047028900,1909.523887524087
36047029000,1406.2295261360382
36047029100,2328.1588105518113
36047029200,760.4609343582387
36047029300,3385.900559866314
36047029400,758.4598949466858
36047029500,3462.048521282124
36047029600,1475.7038753448737
36047029700,3275.8771951156295
36047029800,1290.140534095887
36047029900,2562.2852241236837
36047030000,2297.176466810354
36047030100,452.90917403323834
36047030200,1986.6731015485013
36047030300,306.40437950524847
36047030400,1366.445436040411
36047030500,1397.4590477472123
36047030600,1711.6948847170893
36047030700,692.2593344366204
36047030800,287.75216605112195
36047030900,1452.7431539828615
36047031100,2024.3116558872084
36047031300,2248.148692777951
36047031400,671.4434341458675
36047031500,2348.521560769622
36047031701,2279.6994288175224
36047031702,2167.7967930432897
36047031900,3131.7067856088343
36047032100,3106.1151667469776
36047032300,3262.794551679032
36047032500,3583.294251034908
36047032600,1779.0187147148843
36047032700,3612.6719027755453
36047032800,1490.5459886457613
36047032900,2881.11326211301
36047033000,675.1886386898441
36047033100,3835.986300947637
36047033300,4072.513823733339
36047033500,4028.00002460005
36047033600,1599.2535882955622
36047033700,6213.172177688197
36047033900,2049.195734285336
36047034000,319.52079392412617
36047034100,1853.0211898856223
36047034200,619.456875922438
36047034300,1964.665110190784
36047034500,1503.9765503258184
36047034700,1482.3519901256846
36047034800,870.199354354359
36047034900,3316.662556703471
36047035000,158.31188740066486
36047035100,2065.486921057988
36047035200,73.22679051145191
36047035300,2636.0486597595245
36047035400,881.4151181533465
36047035500,1796.422096872646
36047035601,5760.810307125553
36047035602,1941.3209112278498
36047035700,855.997010259081
36047035900,2110.002423162266
36047036001,436.2272827464605
36047036002,1715.9499697962942
36047036100,1420.914594943817
36047036200,1362.3089423510405
36047036300,967.2707852112633
36047036400,1789.813083944733
36047036501,1393.8643631108976
36047036502,881.2989581205336
36047036600,1515.1036826778018
36047036700,1624.2362525271944
36047036900,868.149341045332
36047037000,2398.9643523178365
36047037100,2448.465484806502
36047037300,2062.179078509124
36047037401,2170.5384084875413
36047037402,1558.4790716903206
36047037500,1337.3844254580647
36047037700,2491.8315416971905
36047037900,2353.7569789760814
36047038100,2346.436827286405
36047038200,377.76205641040957
36047038300,2938.1419143374665
36047038500,2316.1617591510017
36047038600,1442.5097163492394
36047038700,2118.47715776984
36047038800,1059.9034633729968
36047038900,1208.288710789841
36047039000,3396.9084217547183
36047039100,2400.2455714322773
36047039200,2833.193945702187
36047039300,1529.7960168667273
36047039400,3532.58928231136
36047039500,2383.722147071436
36047039600,2648.6281885216154
36047039700,2538.567677051571
36047039800,1467.9601488587982
36047039900,2380.444157072987
36047040000,2792.334142457502
36047040100,1866.14021231773
36047040200,1927.656073320554
36047040300,2020.0186889687295
36047040400,1685.5377255165236
36047040500,1333.179998578862
36047040600,3434.5588884499907
36047040800,3048.434363459729
36047040900,1864.8287717239164
36047041000,2755.485008166969
36047041100,2456.5324522059063
36047041200,1597.9667677142484
36047041300,2858.8466965618754
36047041401,2932.6533216784787
36047041402,4826.514705837553
36047041500,2610.8029381764427
36047041600,3313.96094298138
36047041700,2844.269728807312
36047041800,3798.5896326658954
36047041900,2454.3514896049096
36047042000,2702.9587025300734
36047042100,2465.425031596798
36047042200,3537.9531890919375
36047042300,1662.9223199253402
36047042400,2155.2308496541045
36047042500,1990.6496193454354
36047042600,1401.587910932201
36047042700,1424.6571204943948
36047042800,2170.060938728042
36047042900,1355.5707534357346
36047043000,631.1993428370023
36047043100,1616.7365440326294
36047043200,1340.0827810492558
36047043300,1185.352476043443
36047043400,2188.3192028978115
36047043500,446.6587487374852
36047043600,1826.8265953528596
36047043700,2526.033163494636
36047043800,2655.2428238631937
36047043900,1155.09373001414
36047044000,4639.014531966482
36047044100,2301.2072622375654
36047044200,3881.49576189866
36047044300,3329.4252969573063
36047044400,3353.5581605633465
36047044500,2759.3060392619086
36047044600,2436.1585352379616
36047044700,585.9738675688726
36047044800,1940.6733049857748
36047044900,171.36864562095562
36047045000,2848.6244135613765
36047045200,4601.208912838422
36047045300,137.6963106356286
36047045400,2779.5545633281545
36047045600,3034.0880775852816
36047045800,4779.05518050314
36047046000,4464.881102476292
36047046201,3936.0553069434527
36047046202,3246.41069188009
36047046400,2757.212325982909
36047046800,985.1326903156545
36047047000,3547.0879139782483
36047047200,4511.443009528948
36047047400,3711.0554706896705
36047047600,3175.3283031168344
36047047700,1830.6559331214373
36047047800,2060.566519936981
36047048000,5361.959244440427
36047048100,1609.1002624051218
36047048200,3215.13138151492
36047048400,4197.041394119839
36047048500,900.5500144610808
36047048600,1343.4458445053156
36047048800,3866.9737490945768
36047048900,141.3567467514545
36047049000,3708.4903956755047
36047049100,1822.5293475715418
36047049200,2396.8001133306225
36047049300,3135.112598899262
36047049400,4993.920426016475
36047049500,2146.56030319555
36047049600,2130.979736994459
36047049700,2272.850658130245
36047049800,2674.288822326535
36047049900,3507.5110467059167
36047050000,4044.608887325273
36047050100,2927.2065647221234
36047050202,3511.737818457267
36047050300,3741.0937448639847
36047050400,1715.584547400223
36047050500,2950.6340692895074
36047050600,3554.2690029863297
36047050700,1497.9012018276146
36047050801,1158.6230825320206
36047050803,1385.3807593894508
36047050804,2989.3293424831004
36047050900,3434.0821223110306
36047051001,2558.3037002402666
36047051002,2128.761084145773
36047051100,1335.6867928080912
36047051200,1777.4996555857924
36047051300,2127.3441407944174
36047051400,2088.2036294551485
36047051500,2594.98124900846
36047051601,2008.7305097448964
36047051602,1593.6036933169598
36047051700,1852.2829209166769
36047051800,5158.593394278234
36047051900,2839.540272333154
36047052000,5042.107207544511
36047052300,3353.7790820295772
36047052500,1796.9871187005483
36047052600,4558.071567213016
36047052700,2568.1286566040308
36047052800,5147.665725599586
36047052900,2843.3228309112033
36047053000,2077.9964307649975
36047053100,3542.7450245399773
36047053200,3343.2742513412354
36047053300,4116.241729336946
36047053400,3629.974856460433
36047053500,5072.094267977108
36047053700,2381.831231171223
36047053800,3008.139227168968
36047053900,2759.1163013197142
36047054200,3176.4123265670055
36047054300,61.28346598849174
36047054400,3762.2105606644795
36047054500,3195.819607138671
36047054600,3168.1865559676266
36047054700,2660.369147505125
36047054800,3573.550116982477
36047054900,1088.4822494402772
36047055000,2722.306764483148
36047055100,1744.6588040379584
36047055200,2425.154279589151
36047055300,2850.6544007764387
36047055400,2355.9178582531217
36047055500,663.1640228220591
36047055600,1622.0937092758654
36047055700,1173.5475376378704
36047055800,2746.561277808388
36047056000,2887.871087124581
36047056100,2048.3835492551143
36047056200,2653.4808722574594
36047056300,1912.7719522315253
36047056400,3675.3377666890224
36047056500,2664.800791151204
36047056600,2717.8736263239502
36047056800,4110.840394031018
36047056900,2250.743756004251
36047057000,2635.6769142291932
36047057100,3828.942523988843
36047057200,584.6975446424065
36047057300,2907.8811383221087
36047057400,3123.55254134251
36047057500,2931.9697637964687
36047057600,2923.056200464378
36047057800,2105.2776592166256
36047057900,568.669087933883
36047058000,1844.8548289797566
36047058200,1747.6640878406533
36047058400,1389.7748255770607
36047058600,1964.9290106975907
36047058800,989.8528464358166
36047058900,835.0492717191154
36047059000,2026.4311038887033
36047059100,3123.502382589222
36047059200,2125.7970480136732
36047059300,2519.6783477733
36047059401,2906.3807763505947
36047059402,3574.0685079462432
36047059600,2274.4989766145663
36047059800,4160.289938287217
36047060000,2502.1624381933707
36047060600,759.6671154200764
36047060800,2167.2675004954876
36047061002,536.4755454320232
36047061003,488.11230960758724
36047061004,2293.3834367691547
36047061200,4533.633815387485
36047061600,1598.1689286331896
36047062000,5178.702489912106
36047062200,1771.1763530564053
36047062600,2132.785085084993
36047062800,360.44220478197167
36047063200,2117.186172515401
36047063600,4168.54846552052
36047063800,3423.5479144596206
36047064000,3511.8702133650468
36047064200,3536.759861249535
36047064400,4040.8923560243115
36047064600,2924.07880344177
36047064800,3794.662567170453
36047065000,1371.1092921356667
36047065200,3113.1190746286293
36047065400,3521.1438749121944
36047065600,3474.0840720230462
36047065800,2634.5117875811784
36047066000,3502.8607189276154
36047066200,1913.4327465681952
36047066600,93.48668322631859
36047067000,2275.7904424761077
36047067200,1352.7023468191583
36047067400,1834.2632265576524
36047067600,2750.4302050705837
36047067800,3163.0595691667504
36047068000,1319.079002143157
36047068200,1575.2957731702795
36047068600,3727.340194380891
36047068800,1749.626656815391
36047069000,1692.5702446759171
36047069200,3553.4662216752145
36047069601,2034.8924164035323
36047069602,1964.5989680287328
36047069800,947.4634792572328
36047070000,2732.4627154655786
36047070201,4010.1065774669596
36047070600,844.3989432328406
36047072000,2962.9038900325218
36047072200,2578.1086514927206
36047072400,3126.4339284667303
36047072600,1995.4385240363213
36047072800,3139.036938419833
36047073000,3294.661335909503
36047073200,2751.8887174586566
36047073400,2176.813285200999
36047073600,2541.5863526952603
36047073800,3428.0565199172447
36047074000,1993.678879170436
36047074200,2733.697959395855
36047074400,3709.764104469438
36047074600,3310.3704144125777
36047074800,2787.3308545857803
36047075000,3061.6230754407366
36047075200,3140.369264917693
36047075400,4509.343482797843
36047075600,4611.457870908029
36047075800,4075.7015907128934
36047076000,3708.510796005918
36047076200,2548.091518860499
36047076400,5561.81911108957
36047076600,5802.346512320671
36047076800,2458.8570980153186
36047077000,3219.956775515514
36047077200,1819.1856842849843
36047077400,1051.667778645434
36047077600,1693.8655067591847
36047078000,3274.1888592741284
36047078200,2339.0808066195727
36047078400,2289.4707142228
36047078600,2058.965404035553
36047078800,1252.8836082154314
36047079000,1670.1473853800499
36047079200,2019.9636085152981
36047079400,850.9672543347341
36047079601,2697.930971850303
36047079602,1208.7192788081827
36047079801,3614.975375651491
36047079802,1996.576018062076
36047080000,3713.22076738733
36047080200,2278.984885164668
36047080400,1351.2508489366662
36047080600,2398.4504818920004
36047080800,354.0909339819989
36047081000,1530.8895604581455
36047081400,2130.7348859867757
36047081600,1355.2586425323125
36047081800,1344.8760868924728
36047082000,1185.1941106821353
36047082200,945.359650591431
36047082400,1957.5157429117817
36047082600,1639.1396763043545
36047082800,975.325862894682
36047083000,1129.5117435307493
36047083200,2277.7205175109107
36047083400,1788.3979859854944
36047083600,2089.924324882504
36047083800,1970.3131752523805
36047084000,2208.371400906965
36047084600,2519.558107082664
36047084800,1544.5485437493053
36047085000,3993.903256594974
36047085400,2695.6103808113426
36047085600,1763.169256275034
36047085800,2309.156445439581
36047086000,1889.2198267134565
36047086200,1293.631164703411
36047086400,3078.043162335394
36047086600,2233.8472908761455
36047086800,1142.3493603494362
36047087000,2029.1785732060957
36047087200,3131.831185017709
36047087401,2201.38046986556
36047087600,1529.815890613018
36047087800,1351.3128029704883
36047088000,1547.0828700436027
36047088200,2421.9941091661585
36047088400,2480.544580456819
36047088600,2147.222268670678
36047088800,2645.710309381371
36047089000,1866.2764713301058
36047089200,1384.4526281071958
36047089400,1534.013444215232
36047089600,2763.369437214011
36047089800,2382.6361781448277
36047090000,2424.189789199578
36047090200,1549.4400025870484
36047090600,700.957538799753
36047090800,1100.8559998216222
36047091000,439.6707677039615
36047091200,480.0935138827178
36047091600,2294.0303432468254
36047091800,2582.17161929818
36047092000,2147.2250242760188
36047092200,1451.1696420152307
36047092400,1883.1597982176397
36047092800,1383.1596127948724
36047093000,1720.1861874829933
36047093200,925.7997477361342
36047093400,3671.68756179232
36047093600,1850.8845578562148
36047093800,1856.976018777773
36047094401,1989.9342311331366
36047094402,872.6190257381223
36047094600,3364.223733506359
36047095000,2916.4084342060746
36047095400,3769.8268129071844
36047095600,2834.376590321994
36047095800,2221.171030016883
36047096000,140.41927170973943
36047096200,1275.0105260626099
36047096400,1672.0686175318704
36047096600,1329.2193653259362
36047096800,2189.8972557055404
36047097000,2091.6318455677592
36047097400,1005.8178770830611
36047098200,277.24557361332955
36047098400,3764.9138496445794
36047098600,3885.7325694153346
36047098800,2846.8358777037556
36047099000,1249.7343771725846
36047099200,1443.127895367292
36047099400,2262.9107031486446
36047099600,3454.3840192429816
36047099800,2289.2773260588388
36047100400,2216.2699186434775
36047100600,2247.4856737631335
36047100800,1704.647102045037
36047101000,1632.50423753103
36047101200,4752.724806861907
36047101400,4295.6683393318035
36047101600,4354.3633685543355
36047101800,2630.4380187679567
36047102000,4073.6365039540296
36047102200,3514.8581452417966
36047102400,2931.5459522787733
36047102600,4801.95345027852
36047102800,516.0231819586337
36047103400,66.26223472823327
36047105801,417.06630478447846
36047105804,341.59172677673433
36047107000,27.61432774557485
36047107800,1247.6205964160679
36047109800,920.8339239867628
36047110400,1854.8906931272684
36047110600,439.10328599479527
36047111000,420.36313094369996
36047111600,813.7555378124439
36047111800,1053.1775354797137
36047112000,1646.7599849882424
36047112200,1516.1708147681325
36047112400,2839.7614440614557
36047112600,2228.7794613545484
36047112800,2052.9535995204524
36047113000,2710.5006413682877
36047113200,2091.491315813351
36047113400,1283.008045296555
36047114201,977.373872912493
36047114202,1746.84343492304
36047114400,1108.9435109723593
36047114600,1552.9983578105403
36047115000,1112.9408468938618
36047115200,1512.1891571215203
36047115600,1539.1300924367758
36047115800,2222.6494485156854
36047116000,3027.6296100404697
36047116200,2473.5608682378434
36047116400,2011.320654267975
36047116600,1137.4324012199231
36047116800,1061.4985920905467
36047117000,976.6423065304442
36047117201,2366.4210441973028
36047117202,1518.2167586576923
36047117400,1581.791768312405
36047117601,2362.9553428734102
36047117602,1783.0896362041235
36047117800,997.1590591717476
36047118000,16.728773673736757
36047118201,2110.7394266718334
36047118202,2333.2366865277963
36047118400,1933.534970375249
36047118600,1654.0983776222224
36047118800,787.2045775194573
36047119000,1198.4901658758733
36047119200,974.7414389887656
36047119400,1742.3401791956219
36047119600,878.7405992936621
36047119800,808.1627432264943
36047120000,1428.10959194377
36047120200,558.4261713366491
36047120800,921.7112615176137
36047121400,350.0100279573678
36047122000,297.7325800294082
36047123700,878.4819613361166
36047150200,3526.8874241937847
36047152200,4615.80163732968
36005000200,1201.5819326279056
36005000400,656.5489522387851
36005001600,1131.9409379326862
36005001900,191.63862881074735
36005002000,2258.8906326426672
36005002300,1015.9511227981452
36005002400,19.09866247851789
36005002500,1258.2716790781506
36005002701,467.2839977864868
36005002702,230.41860555619547
36005002800,1383.4701327244877
36005003100,265.1420858183529
36005003300,292.12327191663036
36005003500,455.97402705689194
36005003700,123.60190679993677
36005003800,3472.544816440754
36005003900,1173.9478719331994
36005004001,2650.035187705733
36005004100,1556.2362894563937
36005004200,1130.5911993717928
36005004300,1976.4502490440407
36005004400,767.030772427633
36005004600,2068.8125488678616
36005004800,1326.2197138522201
36005005001,2090.211512193756
36005005002,955.025554521193
36005005100,354.6556765415518
36005005200,964.8060087313869
36005005400,804.0134354227512
36005005600,1521.4139878380645
36005005902,847.3089256745565
36005006000,624.8853707902642
36005006100,267.16222602269283
36005006200,1194.6062085615008
36005006300,830.825373524848
36005006400,2868.5570246244756
36005006500,572.1621052542091
36005006700,414.53542686578277
36005006800,3427.8423515380027
36005006900,220.45105137605788
36005007000,3387.7346270666294
36005007100,519.7930990961712
36005007200,1120.8024699360174
36005007300,1792.4471458658122
36005007400,2518.554100904446
36005007500,2409.7393498462366
36005007600,2397.980261516546
36005007700,2272.602797173741
36005007800,1651.5307682763066
36005007900,1452.4779061698814
36005008300,1912.8377059135273
36005008400,1271.9508332656333
36005008500,2552.0907252216703
36005008600,1228.398394250144
36005008700,1928.1898649095467
36005008900,2978.7536253646554
36005009000,610.712656440948
36005009200,1493.8822049915548
36005009300,531.860430413206
36005009600,484.0912263943311
36005009800,1571.1757653674254
36005011000,100.54272319793539
36005011502,779.5185619051633
36005011700,160.16386447708805
36005011800,940.4121985332046
36005011900,3283.1771984407305
36005012101,1958.7224474733005
36005012102,2039.8167920729074
36005012300,765.4957527248905
36005012500,552.401401499593
36005012701,769.513104809564
36005012901,1523.7112313708571
36005013000,2586.809790606161
36005013100,2230.7342578165603
36005013200,1816.7302986737536
36005013300,1735.670648480812
36005013500,1593.5627271262472
36005013800,304.2327691134272
36005014100,73.12152294461349
36005014300,698.8590251870583
36005014400,1853.056117640013
36005014500,442.51116941807317
36005014701,335.5857653550183
36005014702,601.2532249903826
36005014900,1184.3060664884008
36005015100,2633.452319777114
36005015200,2645.6504579874118
36005015300,1965.1257019149764
36005015500,1134.1281132780236
36005015700,817.3271355849378
36005015800,2638.0045463740403
36005015900,2905.112574420311
36005016000,1639.6373432625232
36005016100,1213.0590408579064
36005016200,2122.024972167478
36005016300,92.56536555954241
36005016400,1120.185910006731
36005016500,1944.720978346353
36005016600,1870.8873513701683
36005016700,1951.803467770111
36005016900,1421.5859238496969
36005017100,474.2403313955002
36005017300,1473.0599933614474
36005017500,973.8576122234572
36005017701,1335.9307411198513
36005017702,1067.2648854081024
36005017901,1249.0838700418856
36005017902,1302.6760311200064
36005018101,2247.0355254603196
36005018102,2552.879881862679
36005018301,4388.083025238329
36005018302,2029.7808695520737
36005018400,2610.0541038783144
36005018500,1526.0896742722969
36005018900,1695.4528203343684
36005019300,1138.219512389036
36005019400,327.6395200390442
36005019500,1578.599376514462
36005019700,1504.5297451498172
36005019900,2189.694760815111
36005020000,1876.499114028655
36005020100,18.37714839767213
36005020200,1867.65019459396
36005020400,1376.5730156719062
36005020501,681.1159695078304
36005020502,945.1281539565033
36005020601,2359.7758964360223
36005020900,1661.1611179393362
36005021001,861.5223131462348
36005021002,1904.461339037235
36005021100,681.3352206289495
36005021200,774.2329035386189
36005021301,1969.2443747450443
36005021302,580.5067301503432
36005021501,2165.554201391977
36005021502,2081.6234350512796
36005021601,441.7098267727647
36005021602,718.2119202296348
36005021700,1406.5623393142853
36005021800,929.1811940151779
36005021900,73.23753355216967
36005022000,523.3225105832526
36005022101,1700.0193704583712
36005022102,1335.5672609331516
36005022200,1858.8550639363043
36005022300,2829.1390968766977
36005022401,2501.633437164108
36005022403,1078.6220464283078
36005022404,1759.7875658512198
36005022500,1299.866921395828
36005022701,2257.74403657836
36005022702,1504.7992636703802
36005022703,2745.8911130851834
36005022800,887.4184149751297
36005022901,2187.2001519307273
36005022902,1927.5624917143814
36005023000,1576.244338489377
36005023100,1038.2321140559095
36005023200,2032.6980074119522
36005023301,2369.6241143364828
36005023302,595.6092276525764
36005023501,1594.7725062745383
36005023502,1467.602013267632
36005023600,2697.149580547727
36005023702,544.4503943305632
36005023703,1441.7654735542535
36005023704,2034.8486699307782
36005023800,1016.9334415981097
36005023900,1609.3506718351887
36005024000,1830.3112850600596
36005024100,1906.1456452895093
36005024300,2053.167685375753
36005024400,2768.8494423869315
36005024501,1164.2366865393146
36005024502,1906.6404721786241
36005024600,2327.7359900874194
36005024700,393.31190681936954
36005024800,3429.5832925780437
36005024900,864.6792664656393
36005025000,2978.967387315362
36005025100,2141.1326477777275
36005025200,3055.606500248542
36005025300,1134.4274380741613
36005025400,3490.432750294129
36005025500,1693.243234133035
36005025600,2531.361608586024
36005025700,312.83361144279337
36005026100,463.00871048820835
36005026300,1222.5989623261191
36005026400,2585.423356215739
36005026500,2254.2364912453363
36005026601,1353.8943544450278
36005026602,1213.649031439099
36005026701,2793.1219190988163
36005026702,4395.5184167803545
36005026900,490.5888737144928
36005027300,2174.1225677737802
36005027401,2888.0852946791006
36005027402,2385.7082563160075
36005027600,45.82830087502294
36005027700,1642.0372791381467
36005027900,3101.351228744994
36005028100,5386.706751055037
36005028300,1286.0881960081697
36005028400,171.6865843217819
36005028500,2075.9479869378206
36005028600,3105.6241031092404
36005028700,2918.5339069242573
36005028800,4491.951047194112
36005028900,2468.8295757358687
36005029301,491.8288121270883
36005029302,1379.3167101128865
36005029500,2512.287089715572
36005029600,662.7280224598076
36005029700,4240.289108758394
36005030000,2350.4327889494225
36005030100,1687.3027101249902
36005030200,1464.876654217026
36005030701,1924.485702305691
36005030900,578.8146006178215
36005031000,4247.774474598684
36005031200,3533.720590071252
36005031400,3560.4182276547226
36005031600,4093.2433094627354
36005031800,3499.4742033140965
36005032300,791.6061962815941
36005032400,1727.4770932988492
36005032600,2619.826590380772
36005032800,2581.6789406458106
36005033000,1884.7425025927232
36005033201,3588.4818180115126
36005033202,2787.7327574695755
36005033400,34.119337993809815
36005033500,2697.2471377719266
36005033600,2921.5283593249806
36005033700,2962.9933482855395
36005033800,2439.4649388303237
36005034000,2829.932903763897
36005034200,2262.4660154899607
36005034300,2624.979359081164
36005034400,2573.281771077905
36005034500,4182.594501502396
36005034800,2007.028313031108
36005035000,1811.1122749964666
36005035100,1711.539924948507
36005035600,1905.841134538452
36005035800,1939.7338624443726
36005035900,1848.725463508527
36005036000,3094.2549924355726
36005036100,2234.090216691485
36005036300,3089.1579895835403
36005036400,2382.341491263948
36005036501,1538.5002691104771
36005036502,501.28039988742813
36005036700,1981.2939563976988
36005036800,1298.584631876166
36005036901,1657.8695602539522
36005036902,2468.025925877083
36005037000,2396.225162771043
36005037100,2130.2443481459186
36005037200,1180.2363164313049
36005037300,1224.4238170998376
36005037400,1100.658233309457
36005037504,1764.3814905526533
36005037600,2952.000457956538
36005037800,1855.4350815625312
36005037900,1198.838375771228
36005038000,1696.3369245929614
36005038100,1215.518405268762
36005038200,2343.52961843697
36005038301,1089.3798036972062
36005038302,1410.0934331587275
36005038500,813.6963943339638
36005038600,1619.0283904365047
36005038700,862.1226055829316
36005038800,2648.2027697057115
36005038900,2147.7807045183436
36005039000,1354.5460951469206
36005039100,2171.0915452826807
36005039200,2020.6316558046008
36005039300,2582.7627759593774
