GEOID,C1_C2,C4,MR,R1_R5,R6_R10,grad_rate
36047018200,0,0,0,1,0,0.6298379135
36047018300,0,0,0,0,1,0.7344094085999999
36047018400,0,0,0,1,0,0.6298379135
36047018501,0,0,0,0.05145834101152382,0.9485416589884762,0.7344094085999999
36047018600,0,0,0,1,0,0.6298379135
36047018700,0,0,0,0.63452505704072,0.3208828491375146,0.7344094085999999
36047018800,0,0,0,1,0,0.6298379135
36047019000,0,0,0,0.9849252157093457,0,0.6298379135
36047019100,0.022903875701707252,0,0,0.10904603048564875,0.4761724692922462,0.6503432725011515
36047019200,0,0,0,0.4831814376270781,0,0.6298379135
36047019300,0,0,0,0,0.9813609836927246,0.7158515259534607
36047019400,0.006554782000240888,0,0,0.8678424853111433,0.03277391000120444,0.6298379135
36047019500,0,0,0,0,1,0.7344094085999999
36047019600,0,0,0,0.8584981491047755,0.14150185089522455,0.6298379135
36047019700,0,0,0,0,0.9532630061414208,0.7344094085999999
36047019800,0,0,0,0.9387704493942867,0.06122955060571333,0.6298379135
36047019900,0,0,0,0,0.8889025630450202,0.7344094085999999
36047020000,0,0,0,0.9388562824570569,0.061143717542943184,0.6298379135
36047020100,0,0,0,0,1,0.7344094085999999
36047020200,0,0,0,1,0,0.6298379135
36047020300,0,0,0,0,0.78784190011262345,0.7344094085999999
36047020400,0,0,0,1,0,0.6298379135
36047020500,0,0,0,0,0.9779233266787111,0.7344094085999999
36047020600,0,0,0,0.9480841900516794,0.05191580994832051,0.6298379135
36047020700,0,0,0,0,1,0.7344094085999999
36047020800,0,0,0,0.9617998935624203,0.038200106437579665,0.6298379135
36047021000,0,0,0,0.7952597694768544,0.16473326479576186,0.6298379135
36047021100,0,0,0,0,0.12833263325425268,0.7344094085999999
36047021200,0,0,0,0.795356043777967,0.204643956222033,0.6298379135
36047021300,0,0,0,0,0.9898488060139731,0.5515730667
36047021400,0,0,0,0.4321034076710155,0.003260051149698778,0.6298379135
36047021500,0,0,0,0,1,0.6360300404637693
36047021600,0,0,0,0.9504905290586965,0.04950947094130355,0.6298379135
36047021700,0,0,0,0,1,0.5515730667
36047021800,0,0,0,0.5985369022590743,0.4014630977409257,0.6298379135
36047021900,0,0,0,0,0.9505904682431575,0.5515730667
36047022000,0,0.05876264865939815,0,0,0.9412373513406018,0.6156383374087859
36047022100,0,0,0,0,0.8960682511085145,0.5515730667
36047022200,0,0.09310349925586194,0,0,0.9067084128668536,0.5097956609153317
36047022400,0,0.02334377602904064,0,0,0.9766562239709593,0.490212059
36047022600,0,0,0.42335540340124406,0.09050883835163194,0.20275280673689736,0.490212059
36047022700,0,0,0,0,0.9236042777741786,0.7344094085999999
36047022800,0,0,0,0.20729285436570863,0.3651800497140785,0.5805919992331429
36047022900,0,0,0,0,1,0.7344094085999999
36047023000,0,0,0.006889231153477917,0,0.9397027124368132,0.6130095219736805
36047023100,0,0,0,0,1,0.7344094085999999
36047023200,0,0.060504029834949874,0,0,0.9394959701650502,0.6298379135
36047023300,0,0,0,0,1,0.7312135039355407
36047023400,0,0.07781380232202272,0,0,0.9221861976779773,0.6298379135
36047023500,0,0,0,0,1,0.6799166128091637
36047023600,0,0,0,0,1,0.6298379135
36047023800,0,0,0,0,1,0.6298379135
36047024000,0,0,0,0.3416543194759077,0.6583456805240924,0.6298379135
36047024100,0,0,0,0,0.517402618946408,0.7344094085999999
36047024200,0,0,0,0.7860016549422559,0,0.6298379135
36047024300,0,0,0,0,1,0.7344094085999999
36047024400,0,0,0,1,0,0.6298379135
36047024500,0,0.1220108342648727,0,0,0.8779891657351273,0.7344094085999999
36047024600,0,0,0,0.9519188078916113,0.04808119210838865,0.6030850498035534
36047024700,0,0.3075757084553566,0,0,0.39883001754253256,0.7344094085999999
36047024800,0,0.04426673979436101,0,0.6446410295334681,0,0.6298379135
36047024900,0.0032043278225360014,0.01219664955806137,0,0,0.9845990226194027,0.7344094085999999
36047025000,0,0,0,0.5722013596132445,0,0.6298379135
36047025100,0,0,0,0,1,0.7344094085999999
36047025200,0,0.12973562427264912,0,0.8702643757273509,0,0.6298379135
36047025300,0,0,0,0,0.9080304598271842,0.7194717179478073
36047025400,0,0,0,0.947740044468015,0.052259955531985015,0.6263650571139672
36047025500,0,0,0,0,1,0.6271386337
36047025600,0,0.06372717598001315,0,0.9362728240199868,0,0.6298379135
36047025700,0,0,0,0,0.7041863350787297,0.6271386337
36047025800,0,0.022805488619876246,0,0.9771945113801237,0,0.6298379135
36047025901,0,0,0,0,1,0.6271386337
36047025902,0,0,0,0,1,0.6271386337
36047026000,0,0,0,1,0,0.6298379135
36047026100,0,0,0,0,0.8093583923826395,0.599970697160596
36047026200,0,0,0,0.9634338677317957,0,0.6298379135
36047026300,0,0,0,0.749172710476243,0.250827289523757,0.4989665146800989
36047026400,0,0,0,1,0,0.6298379135
36047026500,0,0,0,0,1,0.6739232467187115
36047026600,0,0,0,0.983699603248343,0.016300396751656936,0.6298379135
36047026700,0,0,0,0,1,0.7344094085999999
36047026800,0,0,0,0.9483944262201376,0.05160557377986237,0.6298379135
36047026900,0,0,0,0,1,0.7344094085999999
36047027000,0,0,0,0.8593962400431749,0.140603759956825,0.6125040102445359
36047027100,0,0,0,0.07944609286717515,0.7438040403281636,0.5233656241614403
36047027200,0,0,0,0.979572263628109,0.020427736371891027,0.6255288665689668
36047027300,0,0,0,0,1,0.5873418898565123
36047027400,0,0,0,1,0,0.6298379135
36047027500,0,0,0,0,1,0.6153483472539485
36047027600,0,0,0,0.7603764456902441,0,0.6298379135
36047027700,0,0,0,0,1,0.5795757707795985
36047027800,0,0,0,0.8902751223583089,0,0.6298379135
36047027900,0,0,0,0.7524803751690926,0.2475196248309074,0.4201388931
36047028000,0,0,0,0.9388083049851322,0,0.6298379135
36047028100,0,0,0,0.12736533499519864,0.8726346650048014,0.4201388931
36047028200,0,0,0,0.9849699927454989,0,0.6298379135
36047028300,0,0,0,0,0.99214810028895,0.4201388931
36047028400,0,0,0,1,0,0.6298379135
36047028501,0,0.851849302706886,0,0,0.14815069729311395,0.6271386337
36047028502,0,0,0,0,1,0.6271386337
36047028600,0,0,0,0.566246834536631,0.43375316546336895,0.6298379135
36047028700,0.006743612520049034,0,0,0,0.914181936724622,0.49784337978075444
36047028800,0,0.16584903881974336,0,0.8341509611802567,0,0.6106752311278737
36047028900,0,0,0,0,0.9810964241996016,0.4201388931
36047029000,0,0.16392607014890564,0,0.6995897497508816,0.1364841801002127,0.6110262883576344
36047029100,0,0,0,0.2422596693538113,0.7577403306461887,0.4201388931
36047029200,0,0,0,0.38555078229036194,0.09267740616012597,0.6298379135
36047029300,0,0,0,0,1,0.4201388931
36047029400,0,0,0,0.1717247401263502,0.19718709805660267,0.6215216088049698
36047029500,0,0,0,0,1,0.4201388931
36047029600,0,0,0,0.8376718989475668,0.1623281010524332,0.605087588650982
36047029700,0,0,0,0,0.9319871726562614,0.4201388931
36047029800,0,0,0,0.9690015703613154,0,0.5997041321
36047029900,0,0.07006141744178748,0.05845561677558963,0,0.8636102987251598,0.4201388931
36047030000,0,0,0,0.8992088070905042,0,0.5997041321
36047030100,0,0,0.05595931155266607,0.45524756246475795,0.4793835491110605,0.4018072111889228
36047030200,0,0,0,1,0,0.5997041321
36047030300,0,0,0,0,0.891366382198352,0.4056565021580629
36047030400,0,0,0,0.2533416643451628,0.07407570011163586,0.5997041321
36047030500,0,0,0,0,0.5957590346601893,0.5515730667
36047030600,0,0,0,1,0,0.5997041321
36047030700,0,0,0,0,0.8446458283682764,0.4201388931
36047030800,0,0,0,0.7560143185575461,0,0.5997041321
36047030900,0,0,0,0,0.7574280697880645,0.4201388931
36047031100,0,0,0,0,0.8685255549524327,0.5029757871833538
36047031300,0,0,0,0,0.8857735883393052,0.5515730667
36047031400,0,0,0,0.2476001627266227,0.07395587852908142,0.5997041321
36047031500,0.003867532302148603,0,0,0,0.877411017278908,0.5515730667
36047031701,0,0.20913027720382457,0,0,0.7908697227961754,0.5515730667
36047031702,0,0.07093290902785204,0,0,0.9290670909721479,0.5515730667
36047031900,0,0,0,0,1,0.5515730667
36047032100,0,0,0,0,0.9889873831695268,0.5515730667
36047032300,0,0,0,0.09137814497394774,0.8233458126074574,0.5515730667
36047032500,0,0,0,0,0.9646510498015319,0.5515730667
36047032600,0,0,0,0.2890431799575507,0.620577172014599,0.5997041321
36047032700,0,0,0,0.44593002020550965,0.29943917565838835,0.5515730667
36047032800,0,0,0,0.9055731296425582,0.09442687035744175,0.5997041321
36047032900,0,0,0,0.07772532221495199,0.922274677785048,0.5515730667
36047033000,0,0,0,0.27136723477966823,0.438032682145287,0.5997041321
36047033100,0,0,0,0.46287331793777464,0.5371266820622254,0.5515730667
36047033300,0,0,0,0.846261631624741,0.153738368375259,0.5515730667
36047033500,0,0,0,0.9921289303805878,0.00787106961941225,0.5515730667
36047033600,0,0,0,0.9082252795008432,0.02914487795929047,0.5997041321
36047033700,0,0,0,0.20728679451362492,0.792713205486375,0.5515730667
36047033900,0,0,0,0,1,0.5515730667
36047034000,0,0,0,0.06026720844809971,0.026242043336957364,0.5997041321
36047034100,0,0,0,0,0.7240128747266097,0.5515730667
36047034200,0,0,0,0.0036714415408497874,0.9963285584591502,0.5997041321
36047034300,0,0,0,0,1,0.530435020084046
36047034500,0,0,0,0,0.695710130690182,0.4569890799012808
36047034700,0,0,0,0,1,0.5047932519780123
36047034800,0,0,0,0.034976259628876995,0.1832531577547392,0.5997041321
36047034900,0,0.11548181537618939,0,0.04095159025806648,0.8435665943657441,0.5515730667
36047035000,0,0,0,0,0.819297841437202,0.5997041321
36047035100,0,0.07500711792557287,0,0.45100933942135657,0.4739835426530705,0.5515730667
36047035200,0,0,0,0.10049603627760965,0.07315355490155823,0.5997041321
36047035300,0,0,0,0.5052957678605235,0.49470423213947645,0.5515730667
36047035400,0,0,0,0,0.8165576607000808,0.5997041321
36047035500,0,0,0,0,1,0.5515730667
36047035601,0,0,0,0,1,0.5997041321
36047035602,0,0,0,0,1,0.5997041321
36047035700,0,0,0,0,0.7816715671041203,0.5515730667
36047035900,0,0,0,0,0.9770233513433498,0.5515730667
36047036001,0,0,0,0,0.9187810240588148,0.5997041321
36047036002,0,0,0,0,1,0.5997041321
36047036100,0,0,0,0,0.8685114528007707,0.4762936060922679
36047036200,0,0,0,0,1,0.5997041321
36047036300,0,0,0,0,0.9163810143521872,0.40798859265278187
36047036400,0,0,0,0,1,0.5997041321
36047036501,0,0,0,0,1,0.3834269714
36047036502,0,0,0,0,0.5282971685781511,0.3834269714
36047036600,0,0,0,0,1,0.5997041321
36047036700,0,0,0,0,0.1454565425006097,0.4110940132305918
36047036900,0,0,0,0.12224207651682073,0.8484352678379599,0.3834269714
36047037000,0,0,0,1,0,0.5997041321
36047037100,0,0,0,0,0.9547334077076934,0.3834269714
36047037300,0,0,0,0,0.9407765948424327,0.3842988392702589
36047037401,0,0,0,0.9989414755037584,0.0010585244962415764,0.5997041321
36047037402,0,0,0,0.846807069120607,0,0.5997041321
36047037500,0,0.14828579273704845,0,0,0.8517142072629516,0.4201388931
36047037700,0,0,0,0.3339436540827112,0.564214981301198,0.41994303379984815
36047037900,0,0,0,0.0464164005985643,0.9535835994014357,0.419753846949115
36047038100,0,0,0,0.3731721581207146,0.6168392937497159,0.4201388931
36047038200,0,0,0,1,0,0.5997041321
36047038300,0,0,0,0,1,0.4201388931
36047038500,0,0,0,0,1,0.4201388931
36047038600,0,0,0,0.8371378455357533,0,0.5997041321
36047038700,0,0.07430360898603343,0,0,0.7983664441886887,0.4201388931
36047038800,0,0,0,1,0,0.5997041321
36047038900,0,0.17610180819902302,0,0,0.47037218127744707,0.6213825904588888
36047039000,0,0,0,0.9514645154749976,0,0.5997041321
36047039100,0,0,0,0,0.49088405741552,0.5033184985632628
36047039200,0,0,0,0.8675608908724657,0.06557022452204297,0.5997041321
36047039300,0,0,0,0,1,0.47586208339999997
36047039400,0,0,0,0.8372232128579489,0.10600355421995734,0.5997041321
36047039500,0,0.13647850953397225,0,0,0.8635214904660278,0.47586208339999997
36047039600,0,0,0,0.8697106513354363,0.13028934866456365,0.5997041321
36047039700,0,0.10540883827815833,0,0,0.8945911617218416,0.47586208339999997
36047039800,0,0,0,0.797736032235496,0.049917311001044566,0.5997041321
36047039900,0,0,0,0,1,0.47586208339999997
36047040000,0,0,0,0.9397180644337264,0.024025039989782077,0.5997041321
36047040100,0,0,0,0,0.9475504486746915,0.47586208339999997
36047040200,0.01868393893021104,0,0,0.8489373880446517,0,0.5997041321
36047040300,0,0,0,0,0.8479632233563947,0.4594488311550103
36047040400,0,0,0,0.8962258689782153,0.10377413102178468,0.5997041321
36047040500,0,0,0,0,0.46701515130233345,0.43776750889046545
36047040600,0,0,0,1,0,0.5997041321
36047040700,0,0,0,1,0,0.5404328156
36047040800,0,0,0,1,0,0.5997041321
36047040900,0,0,0,0,0.791550815303965,0.47586208339999997
36047041000,0,0,0,0.9706867504946534,0,0.5997041321
36047041100,0,0,0,0,0.7743561649244376,0.47586208339999997
36047041200,0,0,0,0.7476169744836674,0.13252543683598475,0.5997041321
36047041300,0,0,0,0,1,0.47586208339999997
36047041401,0.019461580469650696,0,0,0.740937683299286,0.04650087983657288,0.5997041321
36047041402,0,0,0,0.8069428348880066,0.19305716511199347,0.5997041321
36047041500,0,0,0,0,1,0.47586208339999997
36047041600,0,0,0,1,0,0.5997041321
36047041700,0,0,0,0,0.9485958577780654,0.47586208339999997
36047041800,0.020609437645191596,0.1193203569540188,0,0.6734223826779838,0.17764020137438286,0.5997041321
36047041900,0,0,0,0,1,0.47586208339999997
36047042000,0,0.042557123400721986,0,0.7557494688059568,0,0.5997041321
36047042100,0,0,0,0,1,0.47586208339999997
36047042200,0,0,0,0.7463703936231039,0.2536296063768961,0.5997041321
36047042300,0,0,0,0,1,0.47586208339999997
36047042400,0,0,0,0.8121175577683866,0.12374520386109997,0.5997041321
36047042500,0,0,0,0,0.4816005412798605,0.47586208339999997
36047042600,0,0,0,0.7183494222685718,0.28165057773142815,0.5997041321
36047042700,0,0,0,0,0.8971133676070947,0.47586208339999997
36047042800,0,0,0,0.6743183136052555,0.32568168639474443,0.5997041321
36047042900,0,0,0,0,0.7680829378850095,0.47586208339999997
36047043000,0,0.1006585052704445,0,0.6165472471525719,0.08339109305112781,0.6201643205353217
36047043100,0.008331680883291481,0.24097553985126283,0,0,0.7496971433998924,0.47586208339999997
36047043200,0,0.028591238118891287,0,0.8221225338776524,0.1492862280034563,0.6099556579722624
36047043300,0,0,0,0,0.9471569072532546,0.47586208339999997
36047043400,0,0,0,0.7608403714000944,0.23915962859990558,0.5997041321
36047043500,0,0,0,0,0.9851345180754182,0.47586208339999997
36047043600,0,0,0,0.7687654232498131,0.23123457675018688,0.5997041321
36047043700,0,0,0,0,0.9039810266508662,0.47586208339999997
36047043800,0,0,0,0.584569262596367,0.1645118181892714,0.5997041321
36047043900,0,0.054955417134857715,0,0,0.7613606860755655,0.47586208339999997
36047044000,0,0,0,0.7851442579952908,0.12189279008077256,0.5997041321
36047044100,0,0,0,0,1,0.47586208339999997
36047044200,0.01190783632381277,0,0,0.9319020610231957,0.010419356783336175,0.5997041321
36047044300,0,0,0,0,1,0.47586208339999997
36047044400,0,0,0,0.8399808972938642,0.1600191027061359,0.5997041321
36047044500,0,0,0,0.20691554373383636,0.6280345914878762,0.47586208339999997
36047044600,0.008268494555196335,0,0,0.4431685697984968,0.4255205017322496,0.5997041321
36047044700,0,0,0,0.07454028376170611,0.05086278186092887,0.47586208339999997
36047044800,0,0,0,0.6770763037628668,0.11126457523598,0.5997041321
36047044900,0,0,0,0,0.04012989925008963,0.6271386337
36047045000,0,0,0,0.8162939449129237,0,0.5997041321
36047045200,0,0,0,0.8679384274212693,0.13206157257873077,0.5997041321
36047045300,0,0,0,0,0,0.47586208339999997
36047045400,0,0,0,0.8042256918579507,0.0790965014722869,0.5997041321
36047045600,0,0,0,0.7767855149870669,0.1473215601085358,0.6202076215129368
36047045800,0,0,0,0.8771012925640025,0.12289870743599755,0.6115469105699771
36047046000,0.0013217421442622806,0,0,0.7888972191279586,0.16930121695736428,0.7231658935999999
36047046201,0,0,0,0.6786459314112707,0.19931963971719316,0.6458663294493981
36047046202,0,0,0,0.7557869008197933,0,0.5997041321
36047046400,0,0.057768266978818004,0,0.8555033216753513,0,0.6063788506006158
36047046800,0,0,0,0.9378371597039267,0,0.6085244725103905
36047047000,0,0,0,0.9612156567976297,0.028195799754096473,0.6266088157265157
36047047200,0,0,0,0.9109098741920407,0.051404966823198006,0.6196433902607387
36047047400,0,0,0,0.949540669351005,0.050459330648995,0.6298379135
36047047600,0,0,0,0.9036631643928154,0.05357648491332379,0.6298379135
36047047700,0,0,0,0,0.7975796323040226,0.6271386337
36047047800,0.009927627479321214,0,0,0.6805227679968144,0.09576366066880587,0.6298379135
36047048000,0,0,0,0.7487055938583591,0.19185966107640623,0.6889725286011739
36047048100,0.006887710121076761,0,0,0,0.6806683099212414,0.6271386337
36047048200,0,0,0,0.6758484616506271,0.16632361059034287,0.7231658935999999
36047048400,0,0,0,0.6994336071605404,0.3005663928394596,0.6568471523115579
36047048500,0,0,0,0,0.20717294847505155,0.620982595070953
36047048600,0,0,0,0.6126999736025146,0.06545142651842469,0.6132124814850315
36047048800,0,0,0,0.815193443118606,0.18480655688139402,0.6209069205419024
36047048900,0,0,0,0,0.9296305834273983,0.6271386337
36047049000,0,0,0,0.491652623801236,0.508347376198764,0.6298379135
36047049100,0,0.28497374951358456,0,0,0.7150262504864154,0.6271386337
36047049200,0,0,0,0.7190472294559178,0.09051877202022031,0.6500923779244587
36047049300,0,0,0,0,0.9750867644808291,0.6271386337
36047049400,0,0,0,0.6648835530625353,0.3351164469374646,0.5737676622445409
36047049500,0.014255183755020676,0.26445304570554035,0,0,0.7212917705394389,0.6271386337
36047049600,0,0,0,0.9755374599886435,0.024462540011356483,0.490212059
36047049700,0,0,0.04090309160467846,0,0.9370687580318205,0.6271386337
36047049800,0,0,0,0.9329981641522022,0,0.490212059
36047049900,0,0,0.5119460614256874,0,0.45484321270762146,0.6271386337
36047050000,0,0,0,0.7629236885673125,0.13779025865291727,0.490212059
36047050100,0,0,0.12884712214057836,0,0.8450652582228286,0.6271386337
36047050202,0,0,0,0.9277913055545316,0.07220869444546836,0.490212059
36047050300,0.002044334807525878,0.17854538763995176,0,0,0.8194102775525224,0.6271386337
36047050400,0.011497029056333185,0,0,0.45553140276545684,0.33247858038778394,0.490212059
36047050500,0,0,0,0,0.9313047271701305,0.6271386337
36047050600,0,0,0,0.3330719280422526,0.6669280719577474,0.5515730667
36047050700,0,0.1593173475286851,0,0,0.5436830417389306,0.6271386337
36047050801,0.0035425504592031033,0.06994234499127647,0,0,0.9265151045495205,0.5515730667
36047050803,0,0,0,0,1,0.5515730667
36047050804,0,0,0,0,1,0.5515730667
36047050900,0,0,0,0,0.7485877262498569,0.6271386337
36047051001,0,0.1366043382390261,0,0,0.8633956617609739,0.7231658935999999
36047051002,0,0.11429248382696754,0,0.07100818665682278,0.8146993295162097,0.7231658935999999
