GEOID,Borough,NTA,p_college_pop_2000
36047014100,Brooklyn,Park Slope-Gowanus,0.25218694996067725
36047014200,Brooklyn,Bay Ridge,0.27403311199799973
36047014300,Brooklyn,Park Slope-Gowanus,0.14508415361096208
36047014500,Brooklyn,Sunset Park West,0.11409493899230165
36047014700,Brooklyn,Sunset Park West,0.10760219921753293
36047014800,Brooklyn,Dyker Heights,0.1877488656296549
36047014900,Brooklyn,Park Slope-Gowanus,0.30294085331310533
36047015000,Brooklyn,Dyker Heights,0.16794627692197966
36047015100,Brooklyn,Park Slope-Gowanus,0.5239452296389105
36047015200,Brooklyn,Dyker Heights,0.2433237019552845
36047015300,Brooklyn,Park Slope-Gowanus,0.5630111471117897
36047015500,Brooklyn,Park Slope-Gowanus,0.5363019403255305
36047015700,Brooklyn,Park Slope-Gowanus,0.5873480288063392
36047015900,Brooklyn,Park Slope-Gowanus,0.6118455816436448
36047016000,Brooklyn,Bay Ridge,0.20704403602731541
36047016100,Brooklyn,Prospect Heights,0.5180470111566683
36047016200,Brooklyn,Bay Ridge,0.32626577966581316
36047016300,Brooklyn,Prospect Heights,0.42757302305524575
36047016400,Brooklyn,Bay Ridge,0.2327543483519732
36047016500,Brooklyn,Park Slope-Gowanus,0.6082677924527725
36047016600,Brooklyn,Dyker Heights,0.24140689096346774
36047016700,Brooklyn,Park Slope-Gowanus,0.5570928851287738
36047016800,Brooklyn,Bath Beach,0.21208713483742855
36047016900,Brooklyn,Windsor Terrace,0.29956949062248583
36047017000,Brooklyn,Bath Beach,0.18562708014503676
36047017100,Brooklyn,Windsor Terrace,0.4197426853611583
36047017200,Brooklyn,Bath Beach,0.12551739559481004
36047017400,Brooklyn,Bath Beach,0.1504649784684971
36047017600,Brooklyn,Bath Beach,0.11083342813626491
36047017800,Brooklyn,Bath Beach,0.12138721125925543
36047017900,Brooklyn,Fort Greene,0.20686358377889735
36047018000,Brooklyn,Bath Beach,0.09565912131400436
36047018100,Brooklyn,Fort Greene,0.4502643104635493
36047018200,Brooklyn,Bensonhurst West,0.10559893189024046
36047018300,Brooklyn,Fort Greene,0.3791082068006755
36047018400,Brooklyn,Bensonhurst West,0.13954624821929235
36047018501,Brooklyn,Fort Greene,0.016559506219466995
36047018600,Brooklyn,Bensonhurst West,0.12107191433090989
36047018700,Brooklyn,Fort Greene,0.18044922997337906
36047018800,Brooklyn,Bensonhurst West,0.13310686152889578
36047019000,Brooklyn,Bensonhurst West,0.09243848649313482
36047019100,Brooklyn,Clinton Hill,0.16346179763453425
36047019200,Brooklyn,Borough Park,0.10008598970633227
36047019300,Brooklyn,Clinton Hill,0.1613750527440417
36047019400,Brooklyn,Dyker Heights,0.10236229004688169
36047019500,Brooklyn,Clinton Hill,0.33631258476253567
36047019600,Brooklyn,Dyker Heights,0.0902568286554763
36047019700,Brooklyn,Clinton Hill,0.4126637060370936
36047019800,Brooklyn,Dyker Heights,0.18431302939339586
36047019900,Brooklyn,Clinton Hill,0.3193556252445257
36047020000,Brooklyn,Dyker Heights,0.12519177732624265
36047020100,Brooklyn,Clinton Hill,0.3673524162293834
36047020200,Brooklyn,Dyker Heights,0.21796372708436518
36047020300,Brooklyn,Prospect Heights,0.1290747622199143
36047020400,Brooklyn,Dyker Heights,0.18966754447931738
36047020500,Brooklyn,Prospect Heights,0.29437385077544914
36047020600,Brooklyn,Dyker Heights,0.20447551462217792
36047020700,Brooklyn,Prospect Heights,0.3764529080182986
36047020800,Brooklyn,Dyker Heights,0.18923563882413139
36047021000,Brooklyn,Dyker Heights,0.1227280280898176
36047021100,Brooklyn,Fort Greene,0.08203428490368014
36047021200,Brooklyn,Dyker Heights,0.10793598809027521
36047021300,Brooklyn,Crown Heights South,0.08202852595019987
36047021400,Brooklyn,Borough Park,0.04854464843881243
36047021500,Brooklyn,Prospect Heights,0.24634852298581822
36047021600,Brooklyn,Borough Park,0.09448837592844159
36047021700,Brooklyn,Crown Heights North,0.13451158120055443
36047021800,Brooklyn,Borough Park,0.08179450732038752
36047021900,Brooklyn,Crown Heights North,0.10970443309273661
36047022000,Brooklyn,Borough Park,0.056362840693803755
36047022100,Brooklyn,Crown Heights North,0.061101022438769186
36047022200,Brooklyn,Borough Park,0.07329016929777614
36047022400,Brooklyn,Borough Park,0.07084487113340693
36047022600,Brooklyn,Borough Park,0.04918262540864466
36047022700,Brooklyn,Clinton Hill,0.0907134718833586
36047022800,Brooklyn,Borough Park,0.06765139862767891
36047022900,Brooklyn,Clinton Hill,0.12171964515191529
36047023000,Brooklyn,Borough Park,0.03947201076231818
36047023100,Brooklyn,Clinton Hill,0.20265746437845705
36047023200,Brooklyn,Borough Park,0.06139176828933683
36047023300,Brooklyn,Bedford,0.06680782497680449
36047023400,Brooklyn,Borough Park,0.05877921949041847
36047023500,Brooklyn,Clinton Hill,0.03261290892100271
36047023600,Brooklyn,Borough Park,0.05840509386246379
36047023800,Brooklyn,Borough Park,0.07142237899867925
36047024000,Brooklyn,Borough Park,0.11506946923641069
36047024100,Brooklyn,Bedford,0.06660979357511344
36047024200,Brooklyn,Borough Park,0.06052576192627167
36047024300,Brooklyn,Bedford,0.07354926461186008
36047024400,Brooklyn,Borough Park,0.09760075617401225
36047024500,Brooklyn,Bedford,0.10441056049696455
36047024600,Brooklyn,Borough Park,0.12930253505862696
36047024700,Brooklyn,Crown Heights North,0.07322438041918397
36047024800,Brooklyn,Bensonhurst West,0.13445213981555215
36047024900,Brooklyn,Bedford,0.11105479535241823
36047025000,Brooklyn,Bensonhurst West,0.10702280930780023
36047025100,Brooklyn,Bedford,0.03149924493194623
36047025200,Brooklyn,Bensonhurst West,0.1463370238335972
36047025300,Brooklyn,Bedford,0.08314110653161312
36047025400,Brooklyn,Bensonhurst West,0.10114277286259651
36047025500,Brooklyn,Bedford,0.015595311970685095
36047025600,Brooklyn,Bensonhurst West,0.10715157159632695
36047025700,Brooklyn,Bedford,0.04578966930204679
36047025800,Brooklyn,Bensonhurst West,0.14749564009153399
36047025901,Brooklyn,Bedford,0.04403226564633495
36047025902,Brooklyn,Bedford,0.015296202171675297
36047026000,Brooklyn,Bensonhurst West,0.08791791473885538
36047026100,Brooklyn,Bedford,0.028194704259301786
36047026200,Brooklyn,Bensonhurst West,0.09709458361783475
36047026300,Brooklyn,Bedford,0.06759989368253046
36047026400,Brooklyn,Bensonhurst West,0.08402921646590292
36047026500,Brooklyn,Bedford,0.06462496272416865
36047026600,Brooklyn,Bensonhurst West,0.11561586275883443
36047026700,Brooklyn,Bedford,0.10257971412453853
36047026800,Brooklyn,Bensonhurst West,0.14729910380304806
36047026900,Brooklyn,Bedford,0.0632320876531071
36047027000,Brooklyn,Bensonhurst West,0.19208654083235993
36047027100,Brooklyn,Crown Heights North,0.046113414149198007
36047027200,Brooklyn,Bensonhurst West,0.15755419549942504
36047027300,Brooklyn,Stuyvesant Heights,0.07862499995082617
36047027400,Brooklyn,Bensonhurst West,0.11207831301389588
36047027500,Brooklyn,Stuyvesant Heights,0.07109599092292945
36047027600,Brooklyn,Bensonhurst West,0.12838655877697697
36047027700,Brooklyn,Stuyvesant Heights,0.05980991405065485
36047027800,Brooklyn,Bensonhurst West,0.13637588481630136
36047027900,Brooklyn,Stuyvesant Heights,0.049251115442807324
36047028000,Brooklyn,Bath Beach,0.17524218868688166
36047028100,Brooklyn,Stuyvesant Heights,0.023416618062685093
36047028200,Brooklyn,Bath Beach,0.18713819149374436
36047028300,Brooklyn,Stuyvesant Heights,0.023376084624028824
36047028400,Brooklyn,Bensonhurst West,0.19028181443532
36047028501,Brooklyn,Bushwick South,0.044579739671295096
36047028502,Brooklyn,Stuyvesant Heights,0.027010780487848298
36047028600,Brooklyn,Bath Beach,0.2565837000223787
36047028700,Brooklyn,Stuyvesant Heights,0.038417151984588345
36047028800,Brooklyn,Bensonhurst West,0.1286076232766706
36047028900,Brooklyn,Stuyvesant Heights,0.04909128806651624
36047029000,Brooklyn,Bensonhurst West,0.17644143039492963
36047029100,Brooklyn,Stuyvesant Heights,0.05421196368297315
36047029200,Brooklyn,Bath Beach,0.1822047505776986
36047029300,Brooklyn,Stuyvesant Heights,0.06756165383676792
36047029400,Brooklyn,Bensonhurst West,0.14653048099523613
36047029500,Brooklyn,Stuyvesant Heights,0.13618519632171874
36047029600,Brooklyn,Bensonhurst West,0.15441149504562604
36047029700,Brooklyn,Crown Heights North,0.14423594500842066
36047029800,Brooklyn,Bensonhurst East,0.1481563441877169
36047029900,Brooklyn,Crown Heights North,0.021557480075712905
36047030000,Brooklyn,Bensonhurst East,0.14481670210377812
36047030100,Brooklyn,Ocean Hill,0.05991176312739785
36047030200,Brooklyn,Bensonhurst East,0.12427112300678572
36047030300,Brooklyn,Ocean Hill,0.04212176458079871
36047030400,Brooklyn,Bensonhurst East,0.16765013701757003
36047030500,Brooklyn,Crown Heights North,0.07346985268150634
36047030600,Brooklyn,Gravesend,0.10798787338069925
36047030700,Brooklyn,Crown Heights North,0.02280618935762526
36047030800,Brooklyn,Gravesend,0.11490292624518224
36047030900,Brooklyn,Crown Heights North,0.016883930565786808
36047031100,Brooklyn,Crown Heights North,0.04553935045007614
36047031300,Brooklyn,Crown Heights North,0.06817423252192023
36047031400,Brooklyn,Gravesend,0.15847953470801981
36047031500,Brooklyn,Crown Heights North,0.07079310774936053
36047031701,Brooklyn,Crown Heights North,0.09266018610586262
36047031702,Brooklyn,Crown Heights North,0.07294536717274526
36047031900,Brooklyn,Crown Heights South,0.16791861467854335
36047032100,Brooklyn,Crown Heights South,0.0768091187341351
36047032300,Brooklyn,Crown Heights South,0.11030747381138617
36047032500,Brooklyn,Crown Heights South,0.0739220900936558
36047032600,Brooklyn,Seagate-Coney Island,0.038029706069431526
36047032700,Brooklyn,Prospect Lefferts Gardens-Wingate,0.10648152303924446
36047032800,Brooklyn,Seagate-Coney Island,0.09337909413059907
36047032900,Brooklyn,Prospect Lefferts Gardens-Wingate,0.0718915630046297
36047033000,Brooklyn,Seagate-Coney Island,0.06343956032124791
36047033100,Brooklyn,Crown Heights South,0.08779798351786446
36047033300,Brooklyn,Crown Heights South,0.130827301877577
36047033500,Brooklyn,Crown Heights South,0.17762935807033348
36047033600,Brooklyn,Seagate-Coney Island,0.18181860100369115
36047033700,Brooklyn,Crown Heights North,0.10928737429950089
36047033900,Brooklyn,Crown Heights North,0.10584613680577049
36047034000,Brooklyn,Seagate-Coney Island,0.05826783081830335
36047034100,Brooklyn,Crown Heights North,0.09353227222578449
36047034200,Brooklyn,Seagate-Coney Island,0.06963659542951074
36047034300,Brooklyn,Crown Heights North,0.05497270188413227
36047034500,Brooklyn,Crown Heights North,0.051308950086874555
36047034700,Brooklyn,Crown Heights North,0.03911535638269183
36047034800,Brooklyn,Seagate-Coney Island,0.07936969622635771
36047034900,Brooklyn,Crown Heights North,0.05726766108371229
36047035000,Brooklyn,West Brighton,0.1872609164643612
36047035100,Brooklyn,Crown Heights North,0.09111322060550595
36047035200,Brooklyn,Seagate-Coney Island,0.14341658850931002
36047035300,Brooklyn,Crown Heights North,0.05204524997827691
36047035400,Brooklyn,West Brighton,0.26970581346501815
36047035500,Brooklyn,Crown Heights South,0.052754684747159504
36047035601,Brooklyn,West Brighton,0.29358867176463505
36047035602,Brooklyn,West Brighton,0.25021697339275367
36047035700,Brooklyn,Crown Heights North,0.034852482301448
36047035900,Brooklyn,Crown Heights North,0.025625179345336594
36047036001,Brooklyn,Brighton Beach,0.29969992376899085
36047036002,Brooklyn,Brighton Beach,0.2454332261495743
36047036100,Brooklyn,Ocean Hill,0.03367818319594347
36047036200,Brooklyn,Brighton Beach,0.07659594543241724
36047036300,Brooklyn,Ocean Hill,0.044381622407516946
36047036400,Brooklyn,Brighton Beach,0.17294036934079085
36047036501,Brooklyn,Ocean Hill,0.046864473403784745
36047036502,Brooklyn,Ocean Hill,0.03524384634237529
36047036600,Brooklyn,Brighton Beach,0.13058995567663914
36047036700,Brooklyn,Ocean Hill,0.04332658256450141
36047036900,Brooklyn,Ocean Hill,0.034753825283363335
36047037000,Brooklyn,Brighton Beach,0.22827266600287413
36047037100,Brooklyn,Ocean Hill,0.04479317135948493
36047037300,Brooklyn,Ocean Hill,0.08467511706855836
36047037401,Brooklyn,Gravesend,0.24822725435126403
36047037402,Brooklyn,Gravesend,0.24183354242264557
36047037500,Brooklyn,Stuyvesant Heights,0.02589404199971287
36047037700,Brooklyn,Stuyvesant Heights,0.08558318258537911
36047037900,Brooklyn,Stuyvesant Heights,0.07182872171825574
36047038100,Brooklyn,Crown Heights North,0.03561656893569694
36047038200,Brooklyn,Gravesend,0.040302319534761065
36047038300,Brooklyn,Stuyvesant Heights,0.12000738026976078
36047038500,Brooklyn,Stuyvesant Heights,0.0698737103096226
36047038600,Brooklyn,Gravesend,0.08801503169605647
36047038700,Brooklyn,Stuyvesant Heights,0.044374538170512255
36047038800,Brooklyn,Homecrest,0.1734728227220325
36047038900,Brooklyn,Bushwick South,0.032137227578958046
36047039000,Brooklyn,Homecrest,0.19442407343437224
36047039100,Brooklyn,Bushwick South,0.03226889195464836
36047039200,Brooklyn,Homecrest,0.16899264813393775
36047039300,Brooklyn,Bushwick South,0.02963636014809112
36047039400,Brooklyn,Homecrest,0.05849615808370374
36047039500,Brooklyn,Bushwick South,0.0523436247727351
36047039600,Brooklyn,Homecrest,0.12623677612959167
36047039700,Brooklyn,Bushwick South,0.0403831616710249
36047039800,Brooklyn,Gravesend,0.08686916135197902
36047039900,Brooklyn,Bushwick South,0.030452294659621848
36047040000,Brooklyn,Bensonhurst East,0.10177610862411511
36047040100,Brooklyn,Bushwick South,0.03268766878808913
36047040200,Brooklyn,Bensonhurst East,0.1051136879092996
36047040300,Brooklyn,Bushwick South,0.024633237600538264
36047040400,Brooklyn,Bensonhurst East,0.1285253112869292
36047040500,Brooklyn,Bushwick South,0.031932698065768136
36047040600,Brooklyn,Bensonhurst East,0.16592564744038868
36047040800,Brooklyn,Bensonhurst East,0.1293857935476365
36047040900,Brooklyn,Bushwick North,0.0327927285510947
36047041000,Brooklyn,Bensonhurst East,0.16471234439372004
36047041100,Brooklyn,Bushwick South,0.022244714291952326
36047041200,Brooklyn,Bensonhurst East,0.1656886600386758
36047041300,Brooklyn,Bushwick South,0.04433557920609022
36047041401,Brooklyn,Homecrest,0.09964025976171509
36047041402,Brooklyn,Homecrest,0.14502778833315466
36047041500,Brooklyn,Bushwick South,0.05661977990503352
36047041600,Brooklyn,Homecrest,0.14246927850796523
36047041700,Brooklyn,Bushwick South,0.026424228037178386
36047041800,Brooklyn,Homecrest,0.13312189159247065
36047041900,Brooklyn,Bushwick South,0.03500191507271749
36047042000,Brooklyn,Homecrest,0.11002970903279985
36047042100,Brooklyn,Bushwick South,0.053606023754051595
36047042200,Brooklyn,Homecrest,0.14681260967456947
36047042300,Brooklyn,Bushwick South,0.06332972184761121
36047042400,Brooklyn,Bensonhurst East,0.15372408858908124
36047042500,Brooklyn,Bushwick South,0.02294184876475795
36047042600,Brooklyn,Bensonhurst East,0.12790980217368766
36047042700,Brooklyn,Bushwick North,0.01768047542259388
36047042800,Brooklyn,Bensonhurst East,0.2180218454784525
36047042900,Brooklyn,Bushwick North,0.01991574903511937
36047043000,Brooklyn,Bensonhurst East,0.13768444930297366
36047043100,Brooklyn,Bushwick North,0.01824366687884991
36047043200,Brooklyn,Bensonhurst East,0.15686507154997725
36047043300,Brooklyn,Bushwick North,0.01891287426677829
36047043400,Brooklyn,Bensonhurst East,0.19554945096527826
36047043500,Brooklyn,Bushwick North,0.048204514682341146
36047043600,Brooklyn,Bensonhurst East,0.1753201599594594
36047043700,Brooklyn,Bushwick North,0.026870221485171222
36047043800,Brooklyn,Ocean Parkway South,0.20488634823902052
36047043900,Brooklyn,Bushwick North,0.022787090068401464
36047044000,Brooklyn,Ocean Parkway South,0.11808810470000836
36047044100,Brooklyn,Bushwick North,0.04104888416772558
36047044200,Brooklyn,Ocean Parkway South,0.16868021593816032
36047044300,Brooklyn,Bushwick North,0.07809952776659843
36047044400,Brooklyn,Ocean Parkway South,0.20802751736860908
36047044500,Brooklyn,Bushwick North,0.08007720691011734
36047044600,Brooklyn,Borough Park,0.15034038781400907
36047044700,Brooklyn,Bushwick North,0.04602247438239068
36047044800,Brooklyn,Ocean Parkway South,0.28411462111765196
36047044900,Brooklyn,East Williamsburg,0.0379550064339014
36047045000,Brooklyn,Ocean Parkway South,0.23358578316288212
36047045200,Brooklyn,Ocean Parkway South,0.222959630727048
36047045300,Brooklyn,Bushwick North,0.05309450648029549
36047045400,Brooklyn,Ocean Parkway South,0.1817810209950218
36047045600,Brooklyn,Midwood,0.22810114040833865
36047045800,Brooklyn,Midwood,0.3124479124636545
36047046000,Brooklyn,Flatbush,0.20937203842445581
36047046201,Brooklyn,Flatbush,0.18991907519553053
36047046202,Brooklyn,Ocean Parkway South,0.15876569817555658
36047046400,Brooklyn,Borough Park,0.07326782601808711
36047046800,Brooklyn,Borough Park,0.10454809718599516
36047047000,Brooklyn,Borough Park,0.08405769032152582
36047047200,Brooklyn,Borough Park,0.15020694343696758
36047047400,Brooklyn,Borough Park,0.10735453661860063
36047047600,Brooklyn,Borough Park,0.11212346944040755
36047047700,Brooklyn,East Williamsburg,0.18215940246202633
36047047800,Brooklyn,Borough Park,0.10644747333189801
36047048000,Brooklyn,Flatbush,0.11327886471541444
36047048100,Brooklyn,East Williamsburg,0.1452601398381639
36047048200,Brooklyn,Flatbush,0.18771609530832056
36047048400,Brooklyn,Kensington-Ocean Parkway,0.13749105801496392
36047048500,Brooklyn,Bushwick South,0.07425688195560223
36047048600,Brooklyn,Kensington-Ocean Parkway,0.09865252606657221
36047048800,Brooklyn,Kensington-Ocean Parkway,0.17597775541265195
36047048900,Brooklyn,Bushwick South,0.02165750529908505
36047049000,Brooklyn,Kensington-Ocean Parkway,0.1694421839040869
36047049100,Brooklyn,East Williamsburg,0.08208876613840325
36047049200,Brooklyn,Kensington-Ocean Parkway,0.19419825875370342
36047049300,Brooklyn,Bushwick South,0.029524141004663752
36047049400,Brooklyn,Kensington-Ocean Parkway,0.19163232142133688
36047049500,Brooklyn,East Williamsburg,0.1760350334821494
36047049600,Brooklyn,Kensington-Ocean Parkway,0.1500920260354319
36047049700,Brooklyn,East Williamsburg,0.24906442879158622
36047049800,Brooklyn,Kensington-Ocean Parkway,0.1720535346867128
36047049900,Brooklyn,Greenpoint,0.16084883822977925
36047050000,Brooklyn,Windsor Terrace,0.21663162777173803
36047050100,Brooklyn,East Williamsburg,0.19356223953169532
36047050202,Brooklyn,Windsor Terrace,0.3483272196098169
36047050300,Brooklyn,East Williamsburg,0.15599721589866708
36047050400,Brooklyn,Windsor Terrace,0.27605914375128127
36047050500,Brooklyn,East Williamsburg,0.07442258768940375
36047050600,Brooklyn,Flatbush,0.057809351304633064
36047050700,Brooklyn,Bedford,0.028505090863182488
36047050801,Brooklyn,Flatbush,0.04902390639472097
36047050803,Brooklyn,Flatbush,0.03364795165341187
36047050804,Brooklyn,Flatbush,0.06558873325998499
36047050900,Brooklyn,Williamsburg,0.018876044692943406
36047051001,Brooklyn,Flatbush,0.04083971508132067
36047051002,Brooklyn,Flatbush,0.051119826262864126
36047051100,Brooklyn,East Williamsburg,0.07808841308522385
36047051200,Brooklyn,Flatbush,0.06838281267464735
36047051300,Brooklyn,North Side-South Side,0.10089569448175738
36047051400,Brooklyn,Flatbush,0.09854180192218515
36047051500,Brooklyn,North Side-South Side,0.13345201488766456
36047051601,Brooklyn,Flatbush,0.03984101803516432
36047051602,Brooklyn,Flatbush,0.05159317458571659
36047051700,Brooklyn,North Side-South Side,0.36702269013937344
36047051800,Brooklyn,Flatbush,0.21641975962184068
36047051900,Brooklyn,North Side-South Side,0.28690622055470727
36047052000,Brooklyn,Flatbush,0.15159921102753676
36047052300,Brooklyn,North Side-South Side,0.055619057397437076
36047052500,Brooklyn,North Side-South Side,0.03919147748129104
36047052600,Brooklyn,Flatbush,0.1793485427553672
36047052700,Brooklyn,North Side-South Side,0.03822005766415406
36047052800,Brooklyn,Flatbush,0.2811291121953787
36047052900,Brooklyn,Williamsburg,0.024031435160623078
36047053000,Brooklyn,Midwood,0.15323244503556563
36047053100,Brooklyn,Bedford,0.017384387989152168
36047053200,Brooklyn,Midwood,0.24625045799811787
36047053300,Brooklyn,Williamsburg,0.01639542042410804
36047053400,Brooklyn,Midwood,0.14810334192666072
36047053500,Brooklyn,Williamsburg,0.016724744847205437
36047053700,Brooklyn,Williamsburg,0.03755590545220813
36047053800,Brooklyn,Midwood,0.2319337800039362
36047053900,Brooklyn,Williamsburg,0.022217970490701164
36047054200,Brooklyn,Midwood,0.2159793423377296
36047054300,Brooklyn,park-cemetery-etc-Brooklyn,0.9485290921525403
36047054400,Brooklyn,Midwood,0.21680740480593233
36047054500,Brooklyn,Williamsburg,0.018713672396236697
36047054600,Brooklyn,Midwood,0.25729873356218497
36047054700,Brooklyn,North Side-South Side,0.043111506867749706
36047054800,Brooklyn,Madison,0.3043001532623579
36047054900,Brooklyn,North Side-South Side,0.26943678235325197
36047055000,Brooklyn,Madison,0.22702236019289643
36047055100,Brooklyn,North Side-South Side,0.14447125302580655
36047055200,Brooklyn,Madison,0.23990957398865062
36047055300,Brooklyn,North Side-South Side,0.2613782521346911
36047055400,Brooklyn,Homecrest,0.2444211621812946
36047055500,Brooklyn,North Side-South Side,0.4557219724583018
36047055600,Brooklyn,Homecrest,0.2223049258074218
36047055700,Brooklyn,North Side-South Side,0.3183676536848651
36047055800,Brooklyn,Madison,0.18246437887450068
36047056000,Brooklyn,Madison,0.2823726857892849
36047056100,Brooklyn,Greenpoint,0.19902119759277703
36047056200,Brooklyn,Madison,0.25219042787319895
36047056300,Brooklyn,Greenpoint,0.16410837451120963
36047056400,Brooklyn,Madison,0.22817679207187438
36047056500,Brooklyn,Greenpoint,0.23217588092534466
36047056600,Brooklyn,Madison,0.21860788485845
36047056800,Brooklyn,Madison,0.15832018838201706
36047056900,Brooklyn,Greenpoint,0.27852695666157934
36047057000,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.21419043478051394
36047057100,Brooklyn,Greenpoint,0.12510192786783025
36047057200,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.035525797820299375
36047057300,Brooklyn,Greenpoint,0.12775072376680144
36047057400,Brooklyn,Madison,0.25748419426469554
36047057500,Brooklyn,Greenpoint,0.11732156853621992
36047057600,Brooklyn,Madison,0.24498577074571956
36047057800,Brooklyn,Madison,0.22842778530724311
36047057900,Brooklyn,Greenpoint,0.07277410606121078
36047058000,Brooklyn,Madison,0.15311604200997625
36047058200,Brooklyn,Homecrest,0.1420364155814398
36047058400,Brooklyn,Homecrest,0.2148790511273728
36047058600,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.14994074357209503
36047058800,Brooklyn,Homecrest,0.2856666958533323
36047058900,Brooklyn,Greenpoint,0.1381847662467528
36047059000,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.1403555753483776
36047059100,Brooklyn,Greenpoint,0.13595246784335613
36047059200,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.24736433243412786
36047059300,Brooklyn,Greenpoint,0.0716844107985545
36047059401,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.1786141028920305
36047059402,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.2763211757956131
36047059600,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.2832090531991353
36047059800,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.2572892767099562
36047060000,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.23637405578891693
36047060600,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.24485610807288705
36047060800,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.22391889834073214
36047061002,Brooklyn,Brighton Beach,0.35952979139110286
36047061003,Brooklyn,Brighton Beach,0.1398320845473083
36047061004,Brooklyn,Brighton Beach,0.2732303871804918
36047061200,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.37799521211919374
36047061600,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.3631879382814505
36047062000,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.4114022539676403
36047062200,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.20223358311050255
36047062600,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.16508113246267386
36047062800,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.09434621761699635
36047063200,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.18416409617512758
36047063600,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.2512027615973149
36047063800,Brooklyn,Madison,0.21967609695933407
36047064000,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.2335441485211567
36047064200,Brooklyn,Madison,0.24595236525187478
36047064400,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.14367398394365075
36047064600,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.19093728114887662
36047064800,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.16626949443864833
36047065000,Brooklyn,Flatlands,0.14563178488316186
36047065200,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.131305419600984
36047065400,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.18509913654685026
36047065600,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.15172368025864447
36047065800,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.18923670106538584
36047066000,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.2015470324474112
36047066200,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.17425611851593306
36047067000,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.15179601234001153
36047067200,Brooklyn,Flatlands,0.14702843478125738
36047067400,Brooklyn,Flatlands,0.11352786222099019
36047067600,Brooklyn,Flatlands,0.14890174678807053
36047067800,Brooklyn,Flatlands,0.12060950018942863
36047068000,Brooklyn,Flatlands,0.11672251277903561
36047068200,Brooklyn,Flatlands,0.13443801136685296
36047068600,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.15975272877949137
36047068800,Brooklyn,Flatlands,0.13730465845900025
36047069000,Brooklyn,Flatlands,0.12199915567240655
36047069200,Brooklyn,Flatlands,0.15006911886430377
36047069601,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.23770834019269121
36047069602,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.14796810831757296
36047069800,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.17964059853521966
36047070000,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.15413983481660726
36047070201,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.28663033532682325
36047070202,Brooklyn,park-cemetery-etc-Brooklyn,0.5970738507996005
36047070600,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.20954418047339637
36047072000,Brooklyn,Flatlands,0.09062996493147657
36047072200,Brooklyn,Flatlands,0.15214887371947136
36047072400,Brooklyn,Flatlands,0.1335682585862757
36047072600,Brooklyn,Flatlands,0.15417784557410305
36047072800,Brooklyn,Flatlands,0.18999699252021776
36047073000,Brooklyn,Flatlands,0.17666832939222216
36047073200,Brooklyn,Flatlands,0.15507540501051395
36047073400,Brooklyn,Flatlands,0.1122725021408953
