GEOID,medianhomevalue,medianincome,medianrent,pop,year,p_asian_pop,p_black_pop,p_college_pop,p_hispanic_pop,p_housing_pop,p_hs_pop,p_lesshs_pop,p_poverty_pop,p_renter_pop,p_white_pop
36081048300,607500,47989,1580,4034,2011,0.49900842835894893,0.007188894397620228,0.17501239464551313,0.39885969261279125,1,0.1931085770946951,0.15989092711948438,0.10485870104115022,0.6331184928111055,0.31631135349529005
36081048400,422700,62284,981,4991,2011,0.34662392306151074,0.2797034662392306,0.15608094570226408,0.1334401923462232,1,0.20236425566018834,0.10218393107593668,0.0969745541975556,0.274293728711681,0.10739330795431777
36081048500,361300,53750,1484,4660,2011,0.6066523605150215,0.006223175965665236,0.17510729613733905,0.26437768240343346,1,0.11888412017167382,0.1701716738197425,0.12703862660944207,0.6206008583690987,0.30836909871244633
36081048900,475000,42459,1290,1196,2011,0.5677257525083612,0.002508361204013378,0.15802675585284282,0.33612040133779264,0.995819397993311,0.15719063545150502,0.20819397993311037,0.0677257525083612,0.6630434782608695,0.21070234113712374
36081049200,459500,52615,1106,4622,2011,0.22349632193855473,0.5458675897879706,0.11553440069234097,0.14560796192124623,0.9950237992211164,0.2007788836001731,0.088273474686283,0.11466897446992644,0.5752920813500649,0.13522284725227174
36081049301,484600,63865,1153,1612,2011,0.20905707196029777,0,0.3058312655086849,0.1774193548387097,1,0.1761786600496278,0.03598014888337469,0.06947890818858561,0.36910669975186106,0.7276674937965261
36081049302,488600,40179,1154,2348,2011,0.05366269165247019,0.038756388415672915,0.12776831345826234,0.2231686541737649,0.9246166950596252,0.22657580919931858,0.09369676320272573,0.1788756388415673,0.45229982964224874,0.830068143100511
36081049500,630800,64007,1521,1611,2011,0.10242085661080075,0,0.12787088764742396,0.3116076970825574,1,0.2377405338299193,0.08876474239602732,0.06083178150217256,0.44816883923029177,0.8144009931719429
36081049600,396400,65625,1081,2947,2011,0.3128605361384459,0.37360027146250424,0.15575161180861893,0.16762809636918902,0.99660671869698,0.17203936206311504,0.0498812351543943,0.019681031557516118,0.1496437054631829,0.1007804546996946
36081049700,626100,60081,1412,3179,2011,0.35199748348537274,0.0031456432840515887,0.12645486001887385,0.21138722868826676,0.9959106637307329,0.1796162315193457,0.16608996539792387,0.05819440075495439,0.41711229946524064,0.47971060081786726
36081049900,609300,51921,1311,4814,2011,0.6154964686331533,0.0014540922309929372,0.16472787702534275,0.1630660573327794,0.997507270461155,0.17636061487328625,0.13315330286663896,0.08184461985874533,0.4144162858329871,0.36456169505608643
36081050000,483100,41883,1092,4427,2011,0.02778405240569234,0.7668850237180935,0.055342218206460354,0.1402755816580077,0.9372035238310368,0.1920036141856788,0.1097808899932234,0.2042014908515925,0.6885023718093517,0.07544612604472554
36081050201,456100,96445,1379,1889,2011,0.15193223928004235,0.668078348332451,0.14663843303335097,0.17046056114346214,1,0.16304923239809424,0.0698782424563261,0.22128110111169932,0.250926416093171,0.09528851244044469
36081050202,460100,68242,2001,1483,2011,0.033041132838840186,0.7943358057990559,0.13216453135536074,0.08361429534726905,0.9939312204989885,0.15441672285906946,0.09372892784895483,0.085637221847606207,0.17262306136210384,0.03843560350640594
36081050400,460500,68482,989,1712,2011,0,0.9386682242990654,0.15245327102803738,0.06133177570093458,0.9982476635514018,0.1582943925233645,0.01985981308411215,0.0683411214953271,0.19684579439252337,0.016939252336448597
36081050500,616000,72846,1605,1792,2011,0.3833705357142857,0.03794642857142857,0.23381696428571427,0.11495535714285714,1,0.12053571428571429,0.17299107142857142,0.07421875,0.47488839285714285,0.5686383928571429
36081050600,425100,61613,1220,1639,2011,0.06955460646735814,0.848078096400244,0.15070164734594266,0,1,0.1635143380109823,0.040268456375838924,0.11775472849298353,0.09456985967053082,0
36081050700,580200,75556,1475,3377,2011,0.21350310926858157,0.003257328990228013,0.15901687888658572,0.14539532129108676,0.9985193959135327,0.16967722830915014,0.05567071365116968,0.06336985490079952,0.3731122297897542,0.7328990228013029
36081050800,470200,56667,1270,1894,2011,0.06969376979936642,0.880675818373812,0.16050686378035903,0.07655755015839494,1,0.11404435058078141,0.05227032734952482,0.08606124604012672,0.2518479408658923,0.009503695881731784
36081051000,400400,88250,NA,1570,2011,0.02038216560509554,0.9019108280254777,0.12993630573248408,0.08280254777070063,1,0.08471337579617834,0.056687898089171976,0.17388535031847133,0.054140127388535034,0
36081051100,576600,56000,1296,2048,2011,0.04248046875,0.017578125,0.13037109375,0.28173828125,1,0.17578125,0.05419921875,0.11279296875,0.21240234375,0.90283203125
36081051200,411900,76927,1372,2942,2011,0,0.849762066621346,0.10027192386131883,0.06798096532970768,1,0.15703602991162474,0.0628823929299796,0.07749830047586675,0.22161794697484705,0.026512576478585997
36081051300,603300,59297,1263,2004,2011,0.24451097804391217,0.0054890219560878245,0.09880239520958084,0.17165668662674652,1,0.27345309381237526,0.09630738522954092,0.09530938123752496,0.4755489021956088,0.654690618762475
36081051500,454500,60893,1229,2691,2011,0.06874767744332962,0,0.1824600520252694,0.17019695280564845,1,0.1731698253437384,0.04942400594574508,0.08992939427722037,0.35451505016722407,0.8926049795615013
36081051600,389000,79942,1181,2051,2011,0,0.9356411506582155,0.10921501706484642,0.06874695270599708,1,0.17942467089224767,0.06679668454412482,0.02681618722574354,0.24037055095075574,0.01121404193076548
36081051700,568900,65714,1268,1786,2011,0.07278835386338185,0,0.19036954087346025,0.10302351623740201,0.9972004479283315,0.1942889137737962,0.12430011198208286,0.18309070548712206,0.42721164613661816,0.8723404255319149
36081051800,376200,70875,730,2164,2011,0,0.9246765249537893,0.14463955637707948,0.027264325323475048,0.9976894639556377,0.06469500924214418,0.044824399260628464,0.031423290203327174,0.06515711645101664,0.016173752310536044
36081052000,414500,87391,1462,1801,2011,0.002220988339811216,0.892282065519156,0.13381454747362576,0.04441976679622432,0.9850083287062743,0.1693503609106052,0.02220988339811216,0.019988895058300944,0.195446973903387,0.01776790671848973
36081052100,447000,64318,1266,1442,2011,0.03744798890429958,0.011095700416088766,0.13384188626907073,0.231622746185853,0.9965325936199723,0.21914008321775313,0.0159500693481276,0.0769764216366158,0.43828016643550627,0.9042995839112344
36081052200,427100,97000,1075,2126,2011,0.010818438381937912,0.8363123236124177,0.14299153339604892,0.1415804327375353,0.995766698024459,0.12652869238005646,0.04656632173095014,0.12276575729068674,0.09830667920978363,0.060206961429915336
36081052400,406100,66250,1280,1663,2011,0,0.9561034275405893,0.18641010222489476,0.034275405892964524,1,0.11665664461815996,0.06734816596512327,0.06313890559230306,0.12206855081178593,0.014431749849669273
36081052500,599400,75882,1529,2013,2011,0.01838052657724789,0.010432190760059613,0.10879284649776454,0.3979135618479881,1,0.21261798310978638,0.08991554893194237,0.07898658718330849,0.5380029806259314,0.8832588176850472
36081052600,395200,78750,1523,1694,2011,0.01829988193624557,0.846517119244392,0.11393152302243212,0.10684769775678866,1,0.2077922077922078,0.10153482880755609,0.05962219598583235,0.25560802833530105,0.03423848878394333
36081052800,439100,46786,995,1289,2011,0,0.8766485647788984,0.09154383242823895,0.1078355314197052,1,0.18541505042668735,0.07835531419705198,0.18541505042668735,0.3886733902249806,0.05120248254460822
36081053000,447200,57917,1239,2216,2011,0,0.95532490974729245,0.18050541516245489,0.0351985559566787,1,0.16471119133574008,0.050992779783393505,0.18998194945848376,0.16200361010830325,0
36081053100,596300,52656,1204,3571,2011,0.0019602352282273874,0.007280873704844581,0.09073088770652478,0.31419770372444694,1,0.1792215065807897,0.06104732567908149,0.04200504060487258,0.4833380005600672,0.8846261551386166
36081053200,387700,85685,902,1323,2011,0,0.9863945578231292,0.15192743764172337,0.022675736961451247,0.9962207105064248,0.12773998488284202,0.025699168556311415,0.06651549508692366,0.0400604686318972,0.012849584278155708
36081053401,407100,78000,999,2378,2011,0.05172413793103448,0.9238856181665265,0.14928511354079058,0.02607232968881413,1,0.23843566021867116,0.06854499579478554,0.08957106812447435,0.15895710681244743,0.01682085786375105
36081053500,504200,37430,1162,1152,2011,0,0,0.05642361111111111,0.6779513888888888,1,0.2126736111111111,0.2387152777777778,0.1909722222222222,0.8732638888888888,0.6484375
36081053601,397500,89167,1428,1800,2011,0.06888888888888889,0.7116666666666667,0.09777777777777778,0.15833333333333333,1,0.1688888888888889,0.057777777777777775,0.04777777777777778,0.23055555555555557,0.13555555555555557
36081053800,436900,81544,1426,2021,2011,0.08411677387431965,0.88421573478476,0.09302325581395349,0.03414151410192974,1,0.1271647699158832,0.045522018802572985,0.06828302820385948,0.21128154379020286,0.010390895596239486
36081053900,508600,63351,1201,4160,2011,0.21754807692307693,0.005528846153846154,0.15552884615384616,0.520673076923077,0.9987980769230769,0.1795673076923077,0.08197115384615385,0.10360576923076924,0.428125,0.6552884615384615
36081054000,438000,59531,1349,4731,2011,0.04121750158528852,0.7869372225745086,0.08518283660959627,0.14457831325301204,0.9945043331219615,0.1781864299302473,0.08539420841259776,0.2270133164235891,0.41407736207989854,0.13633481293595434
36081054200,438400,72694,1154,5512,2011,0.283200290275762,0.2686865021770682,0.14386792452830188,0.2844702467343977,0.9981857764876633,0.19920174165457186,0.07783018867924528,0.07365747460087083,0.12935413642960814,0.24238026124818576
36081054500,582400,42717,1134,3838,2011,0.1188118811881188,0.008858780614903595,0.04820218863991663,0.7058363731109953,1,0.196195935383012,0.2016675351745701,0.26602397081813445,0.9035956227201668,0.6638874413757165
36081054700,411600,44280,1267,4627,2011,0.14307326561486924,0.027447590231251352,0.08212664793602767,0.7266047114761184,1,0.15863410417116922,0.21936459909228442,0.318132699373244,0.9012318997190404,0.625675383617895
36081054800,445800,90893,1438,2513,2011,0.2976522085157183,0.38440111420612816,0.1953840031834461,0.16593712693991244,1,0.16514126541981694,0.06685236768802229,0.07719856744926383,0.181058495821727,0.1631516116195782
36081054900,618200,43271,1224,5713,2011,0.1424820584631542,0.04691055487484684,0.06721512340276563,0.6002100472606337,0.9975494486259409,0.17416418694206195,0.18991773148958516,0.2065464729564152,0.9200070015753544,0.7148608436898302
36081055100,607400,37143,1101,4531,2011,0.07261090267049217,0.01655263738689031,0.10792319576252483,0.5001103509159126,0.9969101743544472,0.1809755020966674,0.1392628558817038,0.2065769145883911,0.8675789009048775,0.7799602736702714
36081055200,431600,57938,1202,3356,2011,0.4198450536352801,0.2780095351609058,0.16716328963051252,0.21126340882002384,0.9803337306317044,0.1403456495828367,0.10399284862932062,0.08611442193087009,0.40762812872467225,0.1939809296781883
36081055300,479700,30417,1197,2066,2011,0.13891577928363988,0.07889641819941917,0.11035818005808325,0.7047434656340755,1,0.14327202323330107,0.18441432720232334,0.2676669893514037,0.8576960309777347,0.4898354307841239
36081055400,406200,76538,1235,2676,2011,0.3157698056801196,0.2533632286995516,0.22384155455904334,0.26606875934230195,1,0.12556053811659193,0.08856502242152467,0.03811659192825112,0.3890134529147982,0.3008221225710015
36081055500,529100,47000,1170,2488,2011,0.07395498392282958,0.028536977491961414,0.0992765273311897,0.7861736334405145,0.989951768488746,0.1382636655948553,0.20739549839228297,0.15554662379421222,0.6684083601286174,0.657556270096463
36081055600,429100,72162,1349,2462,2011,0.36108854589764416,0.15637692932575142,0.15556458164094233,0.30381803411860275,1,0.20471161657189277,0.11819658813972381,0.028838342810722988,0.12347684809098294,0.26645004061738425
36081055700,572200,38917,1236,4391,2011,0.08676838988840811,0.03438852197677067,0.07902527897973127,0.6438168982008654,1,0.20359826918697335,0.1293554998861307,0.3318150762924163,0.8005010248235026,0.7084946481439308
36081055800,442600,83125,1125,2046,2011,0.26637341153470184,0.17350928641251223,0.17008797653958943,0.2590420332355816,1,0.13880742913000976,0.07135874877810362,0.06549364613880743,0.12463343108504399,0.2487781036168133
36081055900,380000,26103,1034,1101,2011,0.02452316076294278,0.08356039963669391,0.1362397820163488,0.8047229791099001,1,0.10535876475930972,0.1044504995458674,0.28065395095367845,0.5894641235240691,0.6811989100817438
36081056000,453700,74590,1089,1587,2011,0.3188405797101449,0.18840579710144928,0.21676118462507876,0.14114681789540012,0.9987397605545053,0.21550094517958412,0.05040957781978576,0.12350346565847511,0.2205419029615627,0.21928166351606806
36081056100,284600,105625,1558,98,2011,0.25510204081632654,0,0.46938775510204084,0.6224489795918368,1,0,0,0,0.6530612244897959,0.7448979591836735
36081056200,442400,76611,1451,1734,2011,0.37254901960784315,0.049596309111880045,0.17128027681660898,0.3362168396770473,1,0.12283737024221453,0.13379469434832755,0.052479815455594,0.16147635524798154,0.4071510957324106
36081056400,473500,70500,1386,1750,2011,0.37542857142857144,0.20342857142857143,0.20971428571428571,0.22742857142857142,0.996,0.17257142857142857,0.06914285714285714,0.03142857142857143,0.6605714285714286,0.38742857142857146
36081056500,392300,37120,1518,1599,2011,0.06816760475297061,0.016885553470919325,0.08880550343964978,0.8192620387742339,0.9924953095684803,0.13883677298311445,0.07004377736085053,0.4277673545966229,0.7998749218261413,0.6235146966854284
36081056600,518600,86154,1197,1679,2011,0.3716497915425849,0.1399642644431209,0.14711137581893985,0.28945801072066707,1,0.18284693269803454,0.14949374627754616,0.04466944609886837,0.5360333531864205,0.18880285884455034
36081056700,492800,61418,1267,4918,2011,0.03761691744611631,0.0069133794225294835,0.07787718584790565,0.5542903619357462,1,0.20130134200894673,0.07726718178121188,0.08174054493696625,0.34871899145994306,0.8733224888165921
