BOROUGH,Job Type,Block,Lot,Community Board,Zip Code,Bldg Type,Residential,Special District 1,Special District 2,Work Type,Permit Status,Filing Status,Permit Type,Filing Date,Issuance Date,Expiration Date,Job Start Date,Owner's Business Type,Non-Profit,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,CENSUS_TRACT,NTA_NAME
QUEENS,NB,5120,60,407,11355,1,YES,,,PL,ISSUED,INITIAL,PL,6/22/10,6/22/10,6/22/11,6/22/10,INDIVIDUAL,N,40.749433,-73.827725,20,799,Queensboro Hill
STATEN ISLAND,NB,5295,3,503,10312,1,,SR,,PL,ISSUED,INITIAL,PL,5/1/09,5/4/09,5/4/10,5/4/09,INDIVIDUAL,N,40.535551,-74.156268,51,15601,Great Kills
BRONX,NB,3799,76,209,10472,1,YES,,,PL,ISSUED,INITIAL,PL,8/6/09,8/6/09,8/6/10,8/6/09,INDIVIDUAL,N,40.828349,-73.855637,18,78,Westchester-Unionport
STATEN ISLAND,NB,6333,40,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,9/13/11,9/13/11,5/12/12,9/13/11,INDIVIDUAL,N,40.537034,-74.192241,51,17009,Arden Heights
QUEENS,NB,7086,16,408,11365,2,,,,PL,ISSUED,INITIAL,PL,7/15/09,7/15/09,7/15/10,7/15/09,INDIVIDUAL,N,40.736102,-73.793112,24,1341,Fresh Meadows-Utopia
MANHATTAN,NB,1916,21,104,10027,2,YES,,,PL,ISSUED,INITIAL,PL,2/13/09,2/13/09,2/13/10,2/13/09,CORPORATION,N,40.81196,-73.94363,9,226,Central Harlem North-Polo Grounds
QUEENS,NB,8359,45,411,11362,1,YES,,,EQ,ISSUED,INITIAL,EQ,12/13/10,12/13/10,12/1/11,12/13/10,CORPORATION,N,40.759209,-73.724518,23,152902,Douglas Manor-Douglaston-Little Neck
STATEN ISLAND,NB,6920,74,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,3/31/10,5/4/10,2/5/11,5/4/10,INDIVIDUAL,N,40.535553,-74.20572,51,20803,Rossville-Woodrow
QUEENS,NB,2675,4,405,11378,2,,,,PL,ISSUED,INITIAL,PL,1/13/10,1/13/10,1/13/11,1/13/10,INDIVIDUAL,N,40.722109,-73.910617,30,531,Maspeth
QUEENS,NB,2109,38,406,11374,1,YES,,,PL,ISSUED,INITIAL,PL,7/16/09,7/16/09,7/16/10,7/16/09,INDIVIDUAL,N,40.734062,-73.855343,29,719,Forest Hills
BRONX,NB,4325,42,211,10462,1,YES,,,,ISSUED,INITIAL,NB,7/2/09,7/2/09,3/31/10,7/2/09,INDIVIDUAL,N,40.854705,-73.861035,13,248,Pelham Parkway
BRONX,NB,3086,37,206,10457,2,YES,,,PL,ISSUED,INITIAL,PL,6/15/10,6/15/10,6/15/11,6/15/10,INDIVIDUAL,N,40.851542,-73.887725,15,391,Belmont
BROOKLYN,NB,6860,28,311,11214,2,,,,,ISSUED,INITIAL,FO,11/9/11,11/9/11,12/20/11,11/9/11,PARTNERSHIP,N,40.597357,-73.986245,47,298,Bensonhurst East
QUEENS,NB,13024,83,412,11413,1,YES,,,PL,ISSUED,INITIAL,PL,3/23/10,3/23/10,3/23/11,3/23/10,CORPORATION,N,40.673659,-73.759285,27,330,Springfield Gardens North
MANHATTAN,NB,2123,82,112,10032,2,,,,,ISSUED,INITIAL,NB,8/10/10,8/27/10,4/1/11,8/27/10,CORPORATION,N,40.840311,-73.938481,10,251,Washington Heights South
BRONX,NB,5069,36,212,10470,2,YES,,,PL,ISSUED,INITIAL,PL,8/11/11,8/11/11,8/10/12,8/11/11,INDIVIDUAL,N,40.899259,-73.853631,11,414,Woodlawn-Wakefield
STATEN ISLAND,NB,2370,380,502,10314,1,YES,,,PL,ISSUED,INITIAL,PL,7/11/11,7/11/11,7/10/12,7/11/11,INDIVIDUAL,N,40.586836,-74.147211,50,27704,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
QUEENS,NB,15905,305,,11692,1,YES,,,,ISSUED,INITIAL,NB,7/7/11,7/7/11,1/1/12,7/7/11,CORPORATION,N,40.587893,-73.795382,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,13348,67,413,11413,1,YES,,,PL,ISSUED,INITIAL,PL,9/17/09,9/21/09,9/21/10,9/21/09,INDIVIDUAL,N,40.66309,-73.762715,31,320,Springfield Gardens South-Brookville
STATEN ISLAND,NB,3359,27,502,10305,1,YES,,,PL,ISSUED,INITIAL,PL,3/17/09,3/17/09,3/17/10,3/17/09,INDIVIDUAL,N,40.591724,-74.086548,50,70,Old Town-Dongan Hills-South Beach
QUEENS,NB,2709,55,405,11378,1,,,,PL,ISSUED,INITIAL,PL,10/7/09,10/7/09,10/7/10,10/7/09,INDIVIDUAL,N,40.725035,-73.903892,30,517,Maspeth
QUEENS,NB,16350,400,414,11697,1,YES,,,PL,ISSUED,INITIAL,PL,1/25/10,1/25/10,1/25/11,1/25/10,CORPORATION,N,40.557102,-73.915487,32,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
STATEN ISLAND,NB,6979,184,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,8/26/11,8/26/11,7/4/12,8/26/11,CORPORATION,N,40.53777,-74.213876,51,20803,Rossville-Woodrow
STATEN ISLAND,NB,3551,3,502,10306,2,,,,PL,ISSUED,INITIAL,PL,3/4/11,3/4/11,3/3/12,3/4/11,INDIVIDUAL,N,40.58205,-74.098055,50,11401,Old Town-Dongan Hills-South Beach
QUEENS,NB,3120,18,406,11374,1,YES,,,,ISSUED,INITIAL,NB,2/13/09,2/13/09,9/26/09,2/13/09,INDIVIDUAL,N,40.724681,-73.862612,29,69702,Rego Park
QUEENS,NB,15905,6,,11692,1,YES,,,,ISSUED,INITIAL,NB,7/27/11,7/27/11,1/1/12,7/27/11,CORPORATION,N,40.588337,-73.792101,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,13337,80,413,11413,1,,,,PL,ISSUED,INITIAL,PL,4/27/10,4/27/10,4/27/11,4/27/10,CORPORATION,N,40.663996,-73.762625,31,320,Springfield Gardens South-Brookville
BRONX,NB,4661,89,212,10467,1,YES,,,EQ,ISSUED,INITIAL,EQ,8/16/11,8/16/11,5/12/12,8/16/11,PARTNERSHIP,N,40.878639,-73.86314,12,380,Williamsbridge-Olinville
MANHATTAN,NB,1819,203,111,10035,2,,,,PL,ISSUED,INITIAL,PL,8/18/09,8/18/09,8/18/10,8/18/09,,,40.795785,-73.919345,8,240,park-cemetery-etc-Manhattan
QUEENS,NB,4687,22,407,11357,1,,,,,ISSUED,INITIAL,NB,5/11/10,5/11/10,3/17/11,5/11/10,INDIVIDUAL,N,40.78193,-73.813086,19,1033,Whitestone
STATEN ISLAND,NB,7105,185,503,10309,1,YES,SRD,,,ISSUED,INITIAL,FO,1/29/10,2/2/10,6/12/10,2/2/10,CORPORATION,N,40.541164,-74.221766,51,226,Charleston-Richmond Valley-Tottenville
BRONX,NB,3357,37,207,10467,2,,,,,ISSUED,INITIAL,NB,11/10/11,11/10/11,6/24/12,11/10/11,PARTNERSHIP,N,40.872447,-73.87545,11,425,Norwood
QUEENS,NB,16340,50,414,11697,1,YES,,,PL,ISSUED,INITIAL,PL,4/9/09,6/2/09,6/2/10,6/2/09,CORPORATION,N,40.5658,-73.889213,32,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
BROOKLYN,NB,653,3,307,11232,2,,,IBZ,EQ,ISSUED,INITIAL,EQ,1/14/11,1/14/11,12/20/11,1/14/11,CORPORATION,N,40.660864,-74.001694,38,18,Sunset Park West
BROOKLYN,NB,6107,22,310,11209,1,YES,BR,,PL,ISSUED,INITIAL,PL,12/9/10,12/9/10,12/9/11,12/9/10,PARTNERSHIP,N,40.618203,-74.031745,43,58,Bay Ridge
QUEENS,NB,4438,50,407,11357,1,,,,PL,ISSUED,INITIAL,PL,6/10/10,6/10/10,6/10/11,6/10/10,INDIVIDUAL,N,40.787376,-73.824392,19,945,Whitestone
QUEENS,NB,9980,1,412,11435,2,,,,EQ,ISSUED,INITIAL,EQ,11/20/09,11/20/09,12/31/09,11/20/09,INDIVIDUAL,N,40.699588,-73.813529,24,212,Jamaica
BRONX,NB,4677,43,212,10467,1,YES,,,PL,ISSUED,INITIAL,PL,8/31/10,8/31/10,8/31/11,8/31/10,INDIVIDUAL,N,40.882206,-73.860182,12,390,Williamsbridge-Olinville
STATEN ISLAND,NB,5433,98,503,10308,1,YES,SRD,,PL,ISSUED,INITIAL,PL,10/19/10,10/19/10,10/19/11,10/19/10,INDIVIDUAL,N,40.550249,-74.152916,51,14604,Great Kills
STATEN ISLAND,NB,169,23,501,10310,2,YES,,,,ISSUED,INITIAL,NB,1/8/09,1/8/09,3/29/09,1/8/09,PARTNERSHIP,N,40.639796,-74.117767,49,97,West New Brighton-New Brighton-St. George
BROOKLYN,NB,900,31,307,11215,1,YES,,,,ISSUED,INITIAL,NB,3/7/11,3/7/11,12/14/11,3/7/11,PARTNERSHIP,N,40.65855,-73.990301,38,147,Sunset Park West
QUEENS,NB,13304,32,413,11434,1,YES,,,,ISSUED,INITIAL,FO,1/13/11,1/13/11,12/22/11,1/13/11,INDIVIDUAL,N,40.663761,-73.77123,31,306,Springfield Gardens South-Brookville
STATEN ISLAND,NB,3104,54,502,10305,1,YES,,,,ISSUED,INITIAL,NB,5/3/10,5/3/10,4/12/11,5/3/10,CORPORATION,N,40.59935,-74.064062,50,2002,Grasmere-Arrochar-Ft. Wadsworth
QUEENS,NB,5053,40,407,11355,2,YES,,,PL,ISSUED,INITIAL,PL,12/10/09,12/10/09,12/10/10,12/10/09,CORPORATION,N,40.760719,-73.817307,20,1163,Murray Hill
STATEN ISLAND,NB,5131,61,503,10308,1,YES,SRD,,PL,ISSUED,INITIAL,PL,12/14/11,12/14/11,12/13/12,12/14/11,CORPORATION,N,40.547342,-74.140183,51,13203,Great Kills
QUEENS,NB,2749,3,405,11378,1,,,,,ISSUED,INITIAL,FO,1/29/10,1/29/10,3/18/10,1/29/10,INDIVIDUAL,N,40.721716,-73.902136,30,521,Maspeth
QUEENS,NB,4692,28,407,11357,1,YES,,,,ISSUED,INITIAL,FO,8/12/10,8/12/10,1/20/11,8/12/10,INDIVIDUAL,Y,40.777833,-73.813617,19,1033,Whitestone
BRONX,NB,2868,71,205,10453,2,YES,,,,ISSUED,INITIAL,FO,11/1/10,11/1/10,3/31/11,11/1/10,INDIVIDUAL,N,40.850868,-73.91446,14,243,University Heights-Morris Heights
QUEENS,NB,4452,33,407,11357,1,,,,PL,ISSUED,INITIAL,PL,6/30/10,6/30/10,6/30/11,6/30/10,INDIVIDUAL,N,40.795125,-73.824433,19,973,Whitestone
BROOKLYN,NB,1605,21,303,11221,1,YES,,,,ISSUED,INITIAL,FO,7/19/11,7/19/11,3/20/12,7/19/11,INDIVIDUAL,N,40.692119,-73.938286,36,281,Stuyvesant Heights
BROOKLYN,NB,296,9,306,11201,1,YES,,,EQ,ISSUED,INITIAL,EQ,2/3/11,2/3/11,6/29/11,2/3/11,INDIVIDUAL,N,40.689262,-73.996282,39,45,Carroll Gardens-Columbia Street-Red Hook
QUEENS,NB,12469,50,412,11434,1,YES,,,,ISSUED,INITIAL,NB,12/7/11,12/7/11,2/25/12,12/7/11,CORPORATION,N,40.686527,-73.767907,27,368,St. Albans
QUEENS,NB,8693,10,413,11004,2,,,,PL,ISSUED,INITIAL,PL,6/9/10,6/9/10,6/9/11,6/9/10,,,40.745388,-73.715036,23,157902,Glen Oaks-Floral Park-New Hyde Park
QUEENS,NB,711,4,401,11103,2,YES,,,,ISSUED,INITIAL,NB,11/17/10,11/17/10,10/15/11,11/17/10,CORPORATION,N,40.75702,-73.914826,26,153,Astoria
QUEENS,NB,1774,45,403,11368,2,YES,,,EQ,ISSUED,INITIAL,EQ,2/9/09,2/9/09,11/4/09,2/9/09,INDIVIDUAL,N,40.751598,-73.86204,21,403,North Corona
QUEENS,NB,1883,48,404,11368,1,YES,,,PL,ISSUED,INITIAL,PL,7/30/10,7/30/10,7/30/11,7/30/10,PARTNERSHIP,N,40.742605,-73.863654,21,411,Corona
BROOKLYN,NB,3976,67,305,11208,1,YES,,,PL,ISSUED,INITIAL,PL,4/1/10,4/1/10,4/1/11,4/1/10,INDIVIDUAL,N,40.677779,-73.877905,37,1192,East New York
QUEENS,NB,1842,1,404,11373,2,YES,,,PL,ISSUED,INITIAL,PL,7/30/09,7/30/09,7/30/10,7/30/09,PARTNERSHIP,N,40.737411,-73.877286,25,473,Elmhurst
BRONX,NB,3447,17,209,10473,1,YES,,,,ISSUED,INITIAL,NB,2/25/09,3/11/09,9/7/09,3/11/09,INDIVIDUAL,N,40.808588,-73.851887,18,4,Soundview-Castle Hill-Clason Point-Harding Park
QUEENS,NB,10727,13,413,11428,1,,,,EQ,ISSUED,INITIAL,EQ,4/30/09,4/30/09,4/18/10,4/30/09,INDIVIDUAL,N,40.720705,-73.734663,23,564,Queens Village
BROOKLYN,NB,4586,959,,11239,1,YES,,,PL,ISSUED,INITIAL,PL,12/5/11,12/5/11,12/4/12,12/5/11,HPD,N,40.656511,-73.869193,42,1070,East New York
BROOKLYN,NB,5419,49,314,11230,1,YES,,,EQ,ISSUED,INITIAL,EQ,11/9/09,11/9/09,12/1/09,11/9/09,PARTNERSHIP,N,40.629418,-73.976187,44,480,Flatbush
MANHATTAN,NB,1399,7502,108,10065,2,YES,,,,ISSUED,INITIAL,NB,2/26/09,3/5/09,1/1/10,3/5/09,CORPORATION,N,40.765876,-73.96521,4,120,Upper East Side-Carnegie Hill
MANHATTAN,NB,1111,1,108,10065,2,,,,PL,ISSUED,INITIAL,PL,10/19/10,10/19/10,10/19/11,10/19/10,OTHER GOV'T AGENCY,Y,40.767711,-73.970516,6,143,park-cemetery-etc-Manhattan
STATEN ISLAND,NB,2859,93,501,10305,1,YES,,,PL,ISSUED,INITIAL,PL,3/24/09,3/24/09,3/24/10,3/24/09,CORPORATION,N,40.611175,-74.066876,49,8,Stapleton-Rosebank
STATEN ISLAND,NB,6830,44,503,10312,1,YES,SRD,,EQ,ISSUED,INITIAL,EQ,2/9/10,2/9/10,11/3/10,2/9/10,CORPORATION,N,40.534965,-74.196912,51,20804,Rossville-Woodrow
STATEN ISLAND,NB,4231,84,502,10306,1,YES,,,PL,ISSUED,INITIAL,PL,1/9/09,1/9/09,1/9/10,1/9/09,INDIVIDUAL,N,40.569376,-74.119003,50,134,New Dorp-Midland Beach
MANHATTAN,NB,1625,46,111,10029,2,YES,,,,ISSUED,INITIAL,FO,12/7/11,12/7/11,11/25/12,12/7/11,CORPORATION,N,40.786983,-73.949585,5,15802,East Harlem South
QUEENS,NB,8249,96,411,11362,2,,,,PL,ISSUED,INITIAL,PL,7/27/09,7/27/09,7/27/10,7/27/09,INDIVIDUAL,N,40.767555,-73.730025,19,150702,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,11476,44,410,11420,1,,,,,ISSUED,INITIAL,NB,12/14/09,12/22/09,12/22/10,12/22/09,INDIVIDUAL,N,40.679763,-73.829867,28,96,South Ozone Park
BROOKLYN,NB,1735,4,303,11205,2,,,,,ISSUED,INITIAL,NB,7/5/11,7/5/11,7/4/12,7/5/11,CORPORATION,N,40.696933,-73.955235,33,1237,Bedford
STATEN ISLAND,NB,7916,61,503,,1,YES,SRD,,,ISSUED,INITIAL,NB,4/29/10,4/29/10,8/30/10,4/29/10,INDIVIDUAL,N,40.506956,-74.248044,51,24401,Charleston-Richmond Valley-Tottenville
QUEENS,NB,11532,3,410,11417,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/8/09,4/8/09,4/8/10,4/8/09,CORPORATION,N,40.67232,-73.840181,32,88,Ozone Park
QUEENS,NB,2435,45,402,11377,2,,,,,ISSUED,INITIAL,NB,11/29/11,11/29/11,2/25/12,11/29/11,CORPORATION,N,40.736921,-73.895304,30,489,Elmhurst-Maspeth
BRONX,NB,2859,77,204,10452,2,,,,PL,ISSUED,INITIAL,PL,9/11/09,3/24/10,3/24/11,3/24/10,,,40.842495,-73.916082,14,209,West Concourse
QUEENS,NB,15905,222,,11692,1,YES,,,PL,ISSUED,INITIAL,PL,10/21/11,10/21/11,10/20/12,10/21/11,CORPORATION,N,40.590399,-73.795554,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,4677,28,407,11357,1,YES,,,EQ,ISSUED,INITIAL,EQ,5/27/10,5/27/10,5/27/11,5/27/10,INDIVIDUAL,N,40.776535,-73.815534,19,1047,Murray Hill
BROOKLYN,NB,6738,20,314,11230,2,YES,,,EQ,ISSUED,INITIAL,EQ,8/3/11,8/4/11,6/10/12,8/4/11,INDIVIDUAL,N,40.619852,-73.956519,44,538,Midwood
BRONX,NB,3763,145,209,10472,1,YES,,,EQ,ISSUED,INITIAL,EQ,5/3/10,5/3/10,12/23/10,5/3/10,INDIVIDUAL,N,40.831159,-73.866204,18,70,Soundview-Bruckner
MANHATTAN,NB,1953,124,110,10027,1,YES,,,,ISSUED,INITIAL,NB,10/28/10,10/28/10,12/30/10,10/28/10,CORPORATION,N,40.811063,-73.951177,9,215,Central Harlem North-Polo Grounds
QUEENS,NB,6961,46,408,11365,1,YES,,,,ISSUED,INITIAL,FO,3/15/10,3/15/10,4/23/10,3/15/10,INDIVIDUAL,N,40.730876,-73.795997,24,1247,Pomonok-Flushing Heights-Hillcrest
STATEN ISLAND,NB,4672,1,,10306,1,YES,,,,ISSUED,INITIAL,NB,12/6/10,12/6/10,11/1/11,12/6/10,CORPORATION,N,40.559868,-74.121916,50,13204,Oakwood-Oakwood Beach
QUEENS,NB,13456,19,413,11413,1,YES,,,PL,ISSUED,INITIAL,PL,9/14/10,9/14/10,9/14/11,9/14/10,CORPORATION,N,40.660304,-73.758691,31,690,Springfield Gardens South-Brookville
QUEENS,NB,2192,59,406,11375,1,YES,,,EQ,ISSUED,INITIAL,EQ,2/18/11,2/18/11,8/19/11,2/18/11,INDIVIDUAL,N,40.727745,-73.843927,29,747,Forest Hills
QUEENS,NB,4599,61,407,11357,1,YES,,,EQ,ISSUED,INITIAL,EQ,8/25/10,9/1/10,11/18/10,9/1/10,INDIVIDUAL,N,40.7885,-73.798203,19,991,Whitestone
BRONX,NB,2528,27,204,10452,2,YES,,,PL,ISSUED,INITIAL,PL,7/7/09,7/7/09,7/7/10,7/7/09,INDIVIDUAL,N,40.838028,-73.926489,16,199,Highbridge
BRONX,NB,3896,50,209,10460,1,YES,,,EQ,ISSUED,INITIAL,EQ,6/8/10,6/8/10,11/1/10,6/8/10,CORPORATION,N,40.836465,-73.869095,18,218,West Farms-Bronx River
QUEENS,NB,5408,30,407,11355,1,YES,,,PL,ISSUED,INITIAL,PL,12/30/09,12/30/09,12/30/10,12/30/09,INDIVIDUAL,N,40.75861,-73.811115,20,1189,East Flushing
MANHATTAN,NB,337,44,103,10002,2,,,,EQ,ISSUED,INITIAL,EQ,6/22/10,6/22/10,8/31/10,6/22/10,OTHER GOV'T AGENCY,N,40.71673,-73.982609,1,12,Lower East Side
QUEENS,NB,8381,37,411,11362,1,YES,,,PL,ISSUED,INITIAL,PL,10/29/09,10/29/09,10/29/10,10/29/09,PARTNERSHIP,N,40.753472,-73.725317,23,152902,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,6733,18,407,11355,1,,,,,ISSUED,INITIAL,FO,10/28/11,10/28/11,7/1/12,10/28/11,INDIVIDUAL,N,40.739779,-73.813143,20,1215,Queensboro Hill
BROOKLYN,NB,576,45,306,11231,2,YES,,,PL,ISSUED,INITIAL,PL,3/12/09,3/12/09,3/12/10,3/12/09,INDIVIDUAL,N,40.676125,-74.01255,38,53,Carroll Gardens-Columbia Street-Red Hook
STATEN ISLAND,NB,1124,16,,10302,1,,,,,ISSUED,INITIAL,NB,9/29/10,9/29/10,12/31/10,9/29/10,INDIVIDUAL,N,40.635261,-74.144659,49,213,Port Richmond
QUEENS,NB,5615,48,411,11358,1,,,,,ISSUED,INITIAL,NB,3/4/10,3/5/10,3/5/11,3/5/10,INDIVIDUAL,N,40.752079,-73.783967,20,1429,Auburndale
BRONX,NB,3204,9,207,10468,2,,,,PL,ISSUED,INITIAL,PL,9/14/09,9/14/09,9/14/10,9/14/09,,,40.865045,-73.901556,14,265,Kingsbridge Heights
QUEENS,NB,570,33,401,11102,2,YES,,,,ISSUED,INITIAL,FO,9/6/11,9/6/11,12/13/11,9/6/11,CORPORATION,N,40.767467,-73.927524,22,73,Old Astoria
QUEENS,NB,8761,53,413,11004,1,YES,,,PL,ISSUED,INITIAL,PL,6/22/10,6/22/10,6/22/11,6/22/10,INDIVIDUAL,Y,40.742046,-73.702167,23,157901,Glen Oaks-Floral Park-New Hyde Park
QUEENS,NB,1706,40,403,11369,1,YES,,,,ISSUED,INITIAL,NB,8/4/11,8/4/11,2/25/12,8/4/11,CORPORATION,N,40.759094,-73.858054,21,373,East Elmhurst
BRONX,NB,2618,7501,202,10456,2,YES,,,PL,ISSUED,INITIAL,PL,11/30/10,11/30/10,11/30/11,11/30/10,PARTNERSHIP,N,40.819508,-73.909539,17,75,Melrose South-Mott Haven North
BROOKLYN,NB,6460,75,311,11228,1,YES,,,PL,ISSUED,INITIAL,PL,6/11/09,6/11/09,6/11/10,6/11/09,INDIVIDUAL,N,40.604955,-74.015032,43,168,Bath Beach
QUEENS,NB,5356,39,411,11358,1,YES,,,EQ,ISSUED,INITIAL,EQ,7/20/11,7/20/11,4/1/12,7/20/11,INDIVIDUAL,N,40.76071,-73.790711,19,1181,Auburndale
BROOKLYN,NB,6190,56,311,11228,1,YES,,,EQ,ISSUED,INITIAL,EQ,11/30/09,11/30/09,7/24/10,11/30/09,INDIVIDUAL,N,40.619506,-74.002961,43,190,Bensonhurst West
QUEENS,NB,1310,77,402,11377,2,YES,,,,ISSUED,INITIAL,FO,10/27/11,10/27/11,12/13/11,10/27/11,CORPORATION,N,40.743493,-73.893944,26,265,Elmhurst-Maspeth
BROOKLYN,NB,1605,25,303,11221,1,YES,,,PL,ISSUED,INITIAL,PL,8/16/11,8/16/11,8/15/12,8/16/11,INDIVIDUAL,N,40.692138,-73.938113,36,281,Stuyvesant Heights
STATEN ISLAND,NB,6872,39,503,10309,1,YES,SRD,,PL,ISSUED,INITIAL,PL,8/19/10,8/19/10,8/19/11,8/19/10,INDIVIDUAL,N,40.534383,-74.201274,51,20804,Rossville-Woodrow
BROOKLYN,NB,4452,580,305,11239,2,,,,,ISSUED,INITIAL,NB,2/17/11,2/17/11,9/1/11,2/17/11,PARTNERSHIP,N,40.649807,-73.870903,42,1070,East New York
BROOKLYN,NB,1601,1,303,11221,1,YES,,,PL,ISSUED,INITIAL,PL,10/12/10,10/12/10,10/12/11,10/12/10,INDIVIDUAL,N,40.692318,-73.939887,36,281,Stuyvesant Heights
QUEENS,NB,13642,10,413,11422,1,,,,PL,ISSUED,INITIAL,PL,10/21/10,10/21/10,10/21/11,10/21/10,CORPORATION,N,40.654419,-73.739712,31,664,Rosedale
BRONX,NB,4669,37,212,10467,2,YES,,,EQ,ISSUED,INITIAL,EQ,5/5/11,5/5/11,5/23/11,5/5/11,INDIVIDUAL,N,40.884713,-73.861142,12,396,Williamsbridge-Olinville
QUEENS,NB,15905,260,,11692,1,YES,,,,ISSUED,INITIAL,NB,6/24/10,6/24/10,4/1/11,6/24/10,CORPORATION,N,40.588675,-73.794876,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,12452,131,412,11434,1,YES,,,EQ,ISSUED,INITIAL,EQ,5/7/09,5/7/09,5/15/10,5/7/09,INDIVIDUAL,N,40.688912,-73.76497,27,366,St. Albans
BROOKLYN,NB,4795,72,309,11203,1,YES,,,PL,ISSUED,INITIAL,PL,4/7/09,4/7/09,4/7/10,4/7/09,CORPORATION,N,40.661554,-73.939155,41,87401,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,7842,51,318,11234,1,,,,PL,ISSUED,INITIAL,PL,10/13/10,10/13/10,10/13/11,10/13/10,INDIVIDUAL,N,40.622143,-73.93208,45,650,Flatlands
QUEENS,NB,16211,14,414,11694,2,,,,,ISSUED,INITIAL,NB,12/20/11,12/20/11,5/20/12,12/20/11,PARTNERSHIP,N,40.578743,-73.84961,32,93401,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
BRONX,NB,3997,23,210,10461,2,,,,PL,ISSUED,INITIAL,PL,6/28/10,6/28/10,6/28/11,6/28/10,INDIVIDUAL,N,40.841714,-73.852232,18,204,Westchester-Unionport
STATEN ISLAND,NB,7092,19,503,10309,1,YES,,,PL,ISSUED,INITIAL,PL,1/29/10,1/29/10,1/29/11,1/29/10,CORPORATION,N,40.541582,-74.221156,51,226,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,8558,44,318,11234,2,,,,PL,ISSUED,INITIAL,PL,10/27/11,10/27/11,10/26/12,10/27/11,INDIVIDUAL,N,40.60893,-73.923896,46,662,Georgetown-Marine Park-Bergen Beach-Mill Basin
QUEENS,NB,1968,14,404,11368,2,YES,,,EQ,ISSUED,INITIAL,EQ,7/9/10,7/9/10,2/24/11,7/9/10,INDIVIDUAL,N,40.74108,-73.851398,21,43701,Corona
MANHATTAN,NB,1076,51,104,10036,2,,CL,,EQ,ISSUED,INITIAL,EQ,7/12/10,7/12/10,4/27/11,7/12/10,CORPORATION,N,40.764081,-73.994271,3,129,Clinton
BROOKLYN,NB,8184,48,318,11236,2,,,,EQ,ISSUED,INITIAL,EQ,7/27/10,7/27/10,12/16/10,7/27/10,INDIVIDUAL,N,40.644722,-73.90187,46,968,Canarsie
QUEENS,NB,5264,29,407,11354,2,,,,EQ,ISSUED,INITIAL,EQ,6/5/09,6/5/09,4/2/10,6/5/09,INDIVIDUAL,N,40.76582,-73.810857,20,1155,Murray Hill
BROOKLYN,NB,7260,62,313,11235,2,YES,OP,,EQ,ISSUED,INITIAL,EQ,3/28/11,3/28/11,1/31/12,3/28/11,PARTNERSHIP,N,40.582317,-73.965587,48,366,Brighton Beach
QUEENS,NB,5426,78,407,11358,1,YES,,,,ISSUED,INITIAL,NB,1/28/11,1/28/11,2/18/11,1/28/11,INDIVIDUAL,N,40.757764,-73.797748,19,1193,East Flushing
QUEENS,NB,7956,12,413,11426,1,,,,,ISSUED,INITIAL,NB,4/8/09,4/8/09,4/8/10,4/8/09,INDIVIDUAL,N,40.730123,-73.727972,23,1621,Bellerose
STATEN ISLAND,NB,7022,23,503,10309,1,YES,SRD,,PL,ISSUED,INITIAL,PL,8/5/11,8/5/11,8/4/12,8/5/11,CORPORATION,N,40.538817,-74.214549,51,20803,Rossville-Woodrow
QUEENS,NB,9453,26,409,11419,2,,,,,ISSUED,INITIAL,NB,9/8/10,9/8/10,6/1/11,9/8/10,PARTNERSHIP,N,40.689528,-73.82753,28,120,Richmond Hill
STATEN ISLAND,NB,476,142,501,10314,2,,,,,ISSUED,INITIAL,NB,10/14/11,10/14/11,10/30/11,10/14/11,CORPORATION,N,40.616064,-74.144289,50,18901,Westerleigh
QUEENS,NB,2749,3,405,11378,1,,,,,ISSUED,INITIAL,NB,1/29/10,4/5/10,3/18/11,4/5/10,INDIVIDUAL,N,40.721716,-73.902136,30,521,Maspeth
BROOKLYN,NB,5274,38,307,11218,2,YES,,,PL,ISSUED,INITIAL,PL,9/1/09,9/8/09,9/8/10,9/8/09,INDIVIDUAL,N,40.652315,-73.976002,39,50202,Windsor Terrace
STATEN ISLAND,NB,3339,9,502,10305,1,YES,,,,ISSUED,INITIAL,NB,2/27/09,2/27/09,3/20/09,2/27/09,INDIVIDUAL,N,40.589931,-74.093836,50,9602,Old Town-Dongan Hills-South Beach
