GEOID,asian,black,college_pop,hispanic,housing_pop,hs_pop,lesshs_pop,medianhomevalue,medianincome,medianrent,pop,poverty,renter_occupied,white,year
36047086800,39,2891,220,169,3083,672,273,382100,27382,1131,3083,496,2283,83,2011
36047087000,0,2818,189,152,2849,681,184,398700,36700,1084,2856,655,1867,4,2011
36047087200,0,2597,282,113,2713,694,142,432100,50402,857,2718,209,1305,3,2011
36047087401,46,3498,315,215,4043,611,314,566600,40560,972,4043,850,2458,441,2011
36047087600,0,1394,246,175,1860,281,159,407800,59750,1001,1861,296,850,459,2011
36047087800,0,3272,239,345,2813,709,281,467400,45454,1083,3423,1028,2447,138,2011
36047088000,0,2817,482,72,2996,389,210,389500,54302,988,2996,392,1688,171,2011
36047088200,96,5827,369,356,6402,1188,610,413900,35829,1110,6404,1134,5227,116,2011
36047088400,98,4955,342,212,5361,1187,540,580600,38906,1052,5361,915,4011,102,2011
36047088600,0,4062,359,221,4197,963,373,489700,35725,1040,4197,643,3497,74,2011
36047088800,0,3738,356,540,4259,981,356,480700,43986,1083,4259,761,2955,0,2011
36047089000,36,5617,456,332,5374,1348,698,527400,34489,1121,5958,1859,5083,144,2011
36047089200,0,2985,258,211,3170,728,314,547900,28768,985,3181,996,2865,93,2011
36047089400,129,3170,235,388,3350,753,381,400800,42431,1125,3522,839,2449,128,2011
36047089600,190,2598,309,126,3035,698,247,473000,34010,999,3035,727,2642,68,2011
36047089800,0,1684,100,135,1883,341,81,393300,37569,1280,1883,420,815,135,2011
36047090000,0,4322,95,1150,5289,1140,507,433000,27104,820,5292,1698,4518,213,2011
36047090200,58,2979,182,816,2860,641,415,365400,23155,510,3787,1444,1436,212,2011
36047090600,0,2915,201,1440,4092,585,649,NA,15149,464,4101,2098,4092,424,2011
36047090800,0,2435,156,798,2980,679,292,NA,12288,531,3251,1687,2887,285,2011
36047091000,0,4169,72,1644,5492,948,804,NA,10844,306,5523,3739,5477,638,2011
36047091200,31,4678,170,1873,6103,1018,763,NA,17630,406,6103,2902,6103,393,2011
36047091600,0,3846,29,309,3999,965,502,437500,22692,1000,4052,1431,3036,76,2011
36047091800,17,2132,279,704,2746,381,165,327400,31656,529,2758,780,1528,292,2011
36047092000,9,2531,253,286,2734,462,360,319700,30069,950,2734,1057,1680,106,2011
36047092200,11,2135,340,351,2551,329,174,314000,30735,1039,2551,580,2118,322,2011
36047092400,0,2602,184,491,2659,479,340,377900,37721,871,2785,702,1697,59,2011
36047092800,138,2166,429,222,2559,533,171,485900,65775,1075,2575,186,1533,12,2011
36047093000,0,2323,313,0,2404,679,136,493900,67054,1204,2405,134,885,0,2011
36047093200,0,1165,190,223,1392,302,13,449200,62784,1106,1392,75,436,198,2011
36047093400,0,2559,392,146,2677,407,101,427600,66943,1202,2677,87,972,80,2011
36047093600,37,1925,316,0,1969,300,53,452900,66635,1221,1969,88,679,7,2011
36047093800,11,2115,213,202,2390,360,118,452600,39600,1003,2390,380,1353,0,2011
36047094401,0,3147,528,34,3246,440,173,465700,57031,1102,3246,242,1589,50,2011
36047094402,19,2417,44,220,2777,440,187,NA,17756,453,2777,1308,2777,260,2011
36047094600,102,1978,299,126,2279,401,220,428800,65357,965,2282,92,447,175,2011
36047095000,0,2910,441,78,3003,434,181,562300,69103,1229,3003,304,1218,51,2011
36047095400,38,4229,491,113,4459,933,216,580800,61224,1370,4459,282,2255,98,2011
36047095600,261,3812,468,411,4533,723,306,569500,66364,1480,4533,642,2456,291,2011
36047095800,124,2161,420,530,2942,590,327,436900,60045,1309,2959,332,1297,267,2011
36047096000,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36047096200,0,1199,241,51,1429,202,102,490400,65114,1345,1441,68,356,240,2011
36047096400,3,1919,571,434,2612,459,127,475400,64792,1059,2612,153,1251,230,2011
36047096600,0,1753,363,299,2375,374,141,541800,85489,1425,2375,148,844,324,2011
36047096800,17,1496,174,42,1574,353,32,408800,82625,1365,1596,54,341,40,2011
36047097000,4,1127,291,259,1533,201,74,475500,51250,1028,1533,394,821,270,2011
36047097400,104,2517,281,520,2392,671,280,523500,57794,1184,3455,686,830,407,2011
36047098200,0,3407,185,1138,4433,737,505,NA,20037,474,4433,1968,4433,480,2011
36047098400,29,1835,314,122,1927,292,97,545500,81806,1354,1927,265,400,51,2011
36047098600,73,3037,501,141,3269,505,198,529100,67917,1224,3269,136,1646,108,2011
36047098800,49,2487,331,379,2811,577,199,451800,60089,1153,3114,428,1372,484,2011
36047099000,184,1145,143,79,1458,348,124,472000,44441,850,1464,293,355,101,2011
36047099200,31,1484,387,48,1773,302,32,441900,74746,1521,1775,107,617,185,2011
36047099400,0,1683,193,207,1916,402,47,391200,78750,1457,1916,118,979,176,2011
36047099600,3,3295,599,35,3421,473,217,484700,69110,1324,3479,166,1054,149,2011
36047099800,49,3613,753,190,3991,590,90,541300,62903,1495,3991,533,1700,294,2011
36047100400,0,2368,679,37,2603,382,11,515200,66213,1377,2603,201,1511,225,2011
36047100600,93,2382,488,64,2622,456,191,492900,89531,1320,2622,215,790,141,2011
36047100800,191,1363,292,174,1992,489,81,501200,49808,1230,1994,323,700,440,2011
36047101000,335,1439,329,151,2096,422,73,483200,59737,1377,2096,243,794,319,2011
36047101200,134,1762,342,132,2233,412,63,447400,58250,1109,2233,252,527,190,2011
36047101400,75,1922,410,72,2189,317,72,417400,66078,1198,2189,281,502,131,2011
36047101600,0,1388,267,12,1499,147,121,561000,73438,1333,1507,146,318,119,2011
36047101800,0,1533,410,167,1822,160,54,416500,71827,1107,1822,95,294,194,2011
36047102000,68,1964,550,111,2256,242,45,486900,89213,1526,2256,65,389,128,2011
36047102200,302,1459,389,20,1957,369,139,530500,56101,1202,1959,213,832,178,2011
36047102400,53,1513,244,72,1729,271,40,587500,51825,1204,1729,235,474,122,2011
36047102600,107,2626,432,81,2914,505,188,594800,66330,1268,2914,244,1244,163,2011
36047102800,229,1257,507,32,1520,222,103,538200,82872,1154,1610,212,372,104,2011
36047103400,0,2129,141,832,3376,485,431,NA,25523,512,3376,1158,3376,890,2011
36047105801,97,3589,531,1057,6717,879,351,705000,20481,858,6756,2178,6676,2542,2011
36047105804,61,2699,678,2167,6000,708,357,358300,25946,909,6021,1860,5808,2078,2011
36047107000,0,348,15,79,291,87,188,585100,58405,1031,566,202,140,189,2011
36047107800,20,3676,596,225,3911,659,265,353600,59229,1154,3960,236,2051,167,2011
36047109800,120,1371,268,255,1523,330,296,387500,37688,1152,1858,413,1071,131,2011
36047110400,0,3973,279,771,4992,969,551,436500,33252,852,4996,1190,3047,128,2011
36047110600,0,3647,134,1110,4577,827,543,NA,27867,523,4577,1501,4577,430,2011
36047111000,0,2554,114,777,3287,543,576,450000,20083,385,3287,1199,3282,187,2011
36047111600,0,2329,383,338,2495,418,147,412700,42786,1275,2697,547,1527,208,2011
36047111800,0,2179,112,703,2876,847,268,491700,30517,1054,2881,894,2380,464,2011
36047112000,0,2867,353,1477,4008,819,336,457500,48870,1212,4013,1097,2497,875,2011
36047112200,54,2521,259,308,2824,596,306,370400,46732,1207,2853,502,1879,53,2011
36047112400,0,3065,244,509,3401,533,315,461800,45769,1164,3508,1249,1824,125,2011
36047112600,104,2751,161,1054,3637,588,475,482800,25242,1070,3637,1365,2707,260,2011
36047112800,29,2950,227,1168,4142,569,595,455700,35465,1061,4142,1308,2711,268,2011
36047113000,0,3586,438,978,4467,858,539,368700,37500,837,4467,1581,3234,333,2011
36047113200,0,1433,69,633,1873,570,201,342700,57500,1115,1873,208,834,147,2011
36047113400,14,1980,95,1282,2462,485,484,344200,20179,657,3141,1319,2196,349,2011
36047114201,0,587,205,748,1529,179,145,533900,48684,1177,1533,181,490,843,2011
36047114202,107,688,157,1706,2344,455,471,422900,25813,1051,2349,1092,1655,606,2011
36047114400,0,1712,121,875,2423,370,238,590000,26827,871,2484,983,2049,441,2011
36047114600,73,495,190,1402,2028,194,385,589300,35714,1018,2040,574,1436,617,2011
36047115000,9,967,41,922,2052,309,303,316700,35074,1150,2052,598,1518,449,2011
36047115200,86,2259,85,756,2933,463,446,437600,17861,773,2933,1547,2000,272,2011
36047115600,67,2416,122,1761,4056,738,555,391300,16102,373,4056,2124,3741,322,2011
36047115800,0,1841,108,904,2659,392,355,382600,36693,1198,2668,755,2002,605,2011
36047116000,0,1429,162,899,2297,276,487,321200,31063,617,2297,965,1533,259,2011
36047116200,0,1799,262,305,2040,353,119,405600,39516,1197,2040,510,980,127,2011
36047116400,0,2054,210,682,2809,757,127,435900,38405,1183,2809,571,1241,366,2011
36047116600,65,2021,122,1063,3098,834,138,442500,38021,1315,3098,1088,2209,598,2011
36047116800,117,722,260,1346,2236,763,140,464000,40588,1169,2241,855,1686,959,2011
36047117000,25,892,131,904,2189,555,446,389200,37634,1161,2201,588,1800,451,2011
36047117201,164,397,89,1431,2140,410,420,557100,43529,1080,2140,523,1136,578,2011
36047117202,90,1395,236,2305,3813,948,366,487400,39697,1270,3875,935,2173,1842,2011
36047117400,374,1076,372,2920,4348,1172,584,493200,48556,1367,4350,755,3220,2204,2011
36047117601,0,801,71,2387,3221,880,349,455000,37829,1167,3237,1051,2418,1753,2011
36047117602,116,773,200,2363,3658,906,333,538500,40169,1222,3658,747,2693,1819,2011
36047117800,210,564,98,926,1684,416,204,466400,43672,1193,1691,480,1217,754,2011
36047118000,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36047118201,203,868,165,1788,3058,524,220,482100,50643,1339,3058,784,2040,1545,2011
36047118202,273,1019,227,1702,3081,652,351,481800,34223,1138,3081,1029,1765,1513,2011
36047118400,728,630,290,3348,5130,1089,717,498300,45180,1246,5130,1247,3091,2807,2011
36047118600,141,998,141,1883,3415,1095,322,452000,52554,1268,3437,630,1836,1804,2011
36047118800,1034,986,185,1571,3804,903,645,508500,23686,1150,3813,1760,2815,1261,2011
36047119000,215,532,140,1281,2232,395,277,423900,26484,1231,2233,977,1459,984,2011
36047119200,55,991,62,1896,2829,585,286,494200,19643,1181,2829,1270,2091,1348,2011
36047119400,0,2366,275,1249,3540,727,459,442800,29844,1113,3540,1095,2472,613,2011
36047119600,458,2724,313,1281,4824,1080,444,443200,31453,1115,4825,1718,3772,930,2011
36047119800,210,1115,223,1486,2726,518,512,469400,36812,1082,2913,791,2167,770,2011
36047120000,161,1072,117,766,1634,552,389,486000,33421,1262,2135,810,1235,661,2011
36047120200,356,580,191,895,1893,425,175,518800,51750,1486,1893,550,1141,752,2011
36047120800,0,6649,622,1567,7916,2064,553,449500,32418,1019,8203,1951,6225,985,2011
36047121000,68,2441,19,2269,4407,986,586,NA,13205,422,4407,2531,4349,1329,2011
36047121400,0,2333,42,1564,3900,739,537,NA,16169,418,3900,1985,3900,1076,2011
36047122000,72,4173,502,963,5149,994,278,568300,41645,1097,5149,1231,3796,357,2011
36047123700,21,128,223,1179,5953,978,608,572900,28652,1426,5969,3378,4811,5158,2011
36047150200,136,64,995,517,2897,356,19,757000,88711,1591,2897,124,991,2373,2011
36047152200,314,1250,939,219,3431,351,307,905800,78125,1289,3441,396,1102,1452,2011
36047990100,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36061000100,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36061000201,1113,172,235,1421,2789,436,580,NA,20304,547,2799,1154,2789,594,2011
36061000202,1653,1321,1146,3618,7924,1204,1229,471300,24459,500,8137,2105,6226,3790,2011
36061000500,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36061000600,7063,832,978,2312,10613,1458,2219,400000,20451,546,10843,4087,10226,975,2011
36061000700,1343,113,3950,225,6276,140,76,918700,125124,2001,6294,604,5023,4554,2011
36061000800,9725,99,1293,290,11256,1443,3177,673600,30417,833,11270,3692,10705,1126,2011
36061000900,33,65,357,86,543,49,33,1000001,124048,2001,613,86,446,481,2011
36061001001,46,16,477,302,1672,55,73,554300,79276,850,1672,106,763,1392,2011
36061001002,1011,1155,233,3889,6025,1124,1318,NA,16769,477,6287,2285,6025,1583,2011
36061001200,521,124,1153,1092,3812,259,228,558000,48268,732,3869,697,2415,2638,2011
36061001300,744,144,2408,335,3656,216,35,736500,114412,2001,3702,381,3388,2433,2011
36061001401,475,285,1436,306,3189,191,88,611700,86806,895,3289,186,688,2203,2011
36061001402,787,177,778,995,3030,205,389,581900,29554,683,3035,1116,2823,1341,2011
36061001501,1452,315,1951,329,4799,250,323,530500,62927,760,5102,382,3307,3004,2011
36061001502,1271,493,3211,463,5551,88,5,1000001,126650,2001,6785,682,4285,4693,2011
36061001600,6738,0,1290,84,7867,821,1993,642200,27799,889,7867,2341,7187,800,2011
36061001800,4021,215,2366,1018,7258,712,1336,1000001,42775,1152,7551,1829,6932,2475,2011
36061002000,889,643,298,3318,4819,782,918,NA,18750,411,4819,2016,4804,981,2011
36061002100,723,177,3098,226,4790,88,66,1000001,205192,2001,4937,59,2743,3908,2011
36061002201,2092,838,1259,2398,6490,988,958,456200,41284,847,6520,1280,6013,1824,2011
36061002202,477,159,1256,343,2057,81,151,1000001,89191,2001,2158,343,1827,1376,2011
36061002400,950,1104,748,3088,5408,623,998,NA,25662,498,5408,1823,5408,1280,2011
36061002500,2362,647,284,1978,5280,644,1055,NA,16081,469,5333,2798,5217,714,2011
36061002601,723,622,1034,1575,3481,385,558,667400,35161,825,3735,1157,2971,1573,2011
36061002602,850,213,1813,572,4310,180,307,634100,50169,1542,4328,736,3364,2548,2011
36061002700,950,0,334,45,1186,101,159,502000,51550,905,1214,207,634,233,2011
36061002800,666,896,1743,2914,6974,803,978,484400,41155,875,7093,1739,5850,3683,2011
36061002900,5051,691,692,601,5413,1474,1279,596000,27227,827,6839,1285,4789,638,2011
36061003001,1241,56,2313,928,4494,402,253,797400,59250,1597,4505,452,3975,2628,2011
36061003002,468,211,1304,748,3013,348,64,621100,41935,926,3017,545,2670,1842,2011
36061003100,655,76,705,181,1301,90,136,648900,135573,2001,2718,106,934,1871,2011
36061003200,1235,484,3929,959,8039,611,366,580800,54820,1283,8300,1188,6952,6038,2011
36061003300,443,75,2913,94,4656,67,0,1000001,164656,2001,4656,323,2584,3922,2011
36061003400,1053,274,3811,864,6690,413,104,901800,63469,1568,6720,1121,5939,4906,2011
36061003601,864,314,848,975,3126,379,315,425000,39643,745,3224,1120,2667,1278,2011
36061003602,319,478,987,408,2193,288,240,1000001,55565,1616,2734,839,1878,1613,2011
36061003700,140,41,1087,151,2107,106,6,867800,75556,1708,2265,228,1249,1977,2011
36061003800,1606,534,3713,906,8093,559,333,658600,54365,1415,8557,1554,7625,6041,2011
36061003900,517,294,2434,367,4734,289,57,1000001,77200,1426,4734,253,2858,3622,2011
36061004000,1395,216,4136,736,7074,273,236,766800,81466,1638,8919,784,6108,6819,2011
36061004100,4969,81,1907,362,7077,672,1179,1000001,28250,955,7561,2003,6669,2193,2011
36061004200,862,140,1925,188,2856,109,35,1000001,118229,2001,4234,269,1936,2879,2011
36061004300,1030,31,2372,515,4526,333,271,1000001,67449,1467,4529,1055,3959,2742,2011
36061004400,2791,873,8045,1042,17224,593,244,1000001,88595,1710,17224,1958,17136,12533,2011
36061004500,99,1,417,43,827,59,0,1000001,133886,1115,828,72,452,708,2011
36061004700,64,16,1274,176,2259,70,22,1000001,88487,1180,2259,206,1513,2087,2011
36061004800,962,291,3605,453,6314,327,180,628100,90241,1715,6749,715,3761,5119,2011
36061004900,271,237,2497,274,4517,160,29,1000001,92500,1923,4544,283,2953,3933,2011
36061005000,541,43,3369,245,5558,239,83,670300,109637,1901,5690,377,3100,4935,2011
36061005200,461,15,1826,276,2846,33,22,1000001,152014,1929,4033,141,1296,3254,2011
36061005400,349,74,2361,342,4077,115,151,747500,150110,2001,4259,309,1496,3379,2011
36061005501,491,82,2540,102,4184,193,16,818500,100368,1740,4328,153,3406,3495,2011
36061005502,280,119,1298,43,1897,45,67,1000001,116250,2001,1995,232,1043,1550,2011
36061005600,395,248,1756,432,2581,105,36,1000001,120766,2001,2743,343,1388,1858,2011
36061005700,165,36,1378,73,2534,52,2,1000001,139236,2001,2538,81,1531,2273,2011
36061005800,820,76,2127,203,3152,141,56,1000001,138750,2001,3155,398,3049,2217,2011
36061005900,562,107,2632,507,4591,64,41,864600,95926,1491,5547,524,1818,4625,2011
36061006000,495,261,2005,283,4464,47,16,NA,101369,1750,4464,293,4464,3361,2011
36061006100,777,111,2518,419,3691,51,0,860800,116471,2001,5237,505,2047,4015,2011
36061006200,958,345,1612,521,2755,227,112,NA,71111,2001,4035,959,2755,2247,2011
36061006300,403,21,3780,330,6249,86,40,1000001,114963,2001,6293,448,3737,5482,2011
36061006400,675,148,4610,759,7521,285,103,722400,85098,1762,7601,736,5256,6255,2011
36061006500,694,156,3472,460,5712,240,39,1000001,71121,1769,7078,476,5025,5919,2011
36061006600,1315,673,5330,3362,12077,894,374,604900,74382,1307,12766,1818,9624,8502,2011
36061006700,365,60,3328,304,5388,239,70,898600,74706,2001,5399,434,4363,4721,2011
36061006800,563,351,3198,378,5454,356,79,685200,98555,2001,5857,609,4069,4696,2011
36061006900,243,58,1390,276,2357,23,9,1000001,156719,2001,2777,117,1374,2262,2011
36061007000,1162,223,5115,416,9015,160,181,1000001,105903,2001,9035,725,6841,7375,2011
36061007100,376,50,3296,317,5420,95,80,892500,118057,2001,5547,390,3637,4744,2011
36061007200,1393,184,4902,528,8365,93,93,638800,91431,2001,8639,681,6359,6655,2011
36061007300,285,250,3748,240,5945,187,26,799000,104857,1836,5946,371,4440,5318,2011
36061007400,662,105,2638,147,3686,100,22,821400,134531,2001,4389,445,2857,3390,2011
36061007500,148,67,2803,296,4410,78,45,938600,107978,2001,4428,334,2906,4176,2011
36061007600,661,119,992,91,2188,77,112,1000001,76659,1855,2192,221,1684,1313,2011
36061007700,423,103,3599,225,5525,173,140,1000001,85859,1953,5532,322,3800,4707,2011
36061007800,1174,131,4927,653,7952,185,110,712600,112768,2001,7982,427,4854,6345,2011
36061007900,316,34,2920,178,4658,33,18,1000001,132054,1364,4658,265,2649,4133,2011
36061008000,459,110,3036,469,4959,80,7,724100,115148,1936,5008,458,2439,4264,2011
36061008100,650,196,4739,1210,7703,411,139,934500,94292,1678,7860,581,5335,6164,2011
36061008200,546,350,2049,260,3725,61,113,821600,106273,2001,3725,246,1876,2829,2011
36061008300,549,497,1284,926,3666,412,496,736700,49750,767,3786,1175,3222,2268,2011
36061008400,709,76,858,74,1528,76,9,598600,129625,2001,1555,295,1318,745,2011
36061008601,321,33,1411,47,2317,86,5,714600,127000,2001,2317,188,1755,1809,2011
36061008602,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36061008603,119,40,2295,229,4689,104,20,1000001,155417,2001,4689,158,2213,4455,2011
36061008700,691,128,3995,890,6415,283,154,720600,110642,1888,6415,300,4618,5346,2011
36061008800,1233,16,4475,396,7048,237,115,675200,95095,1957,7048,413,4006,5493,2011
36061008900,516,396,3155,772,5550,192,97,989700,82500,1478,5964,743,4119,4690,2011
36061009000,1403,201,3560,528,6664,175,73,704800,110982,2001,6816,680,4445,5010,2011
36061009100,887,219,3956,466,6037,269,62,1000001,114655,1968,6285,803,3975,4763,2011
36061009200,345,79,1053,155,1710,86,71,637600,131786,2001,1765,110,1392,1301,2011
36061009300,739,995,4155,1396,9527,365,398,686500,71862,1345,9574,1422,5695,7033,2011
36061009400,0,0,0,0,27,0,0,NA,9750,645,27,10,27,17,2011
36061009500,398,127,1271,178,1786,16,4,1000001,107375,2001,3144,123,1077,2390,2011
36061009600,20,0,78,9,153,45,0,NA,69250,1016,157,1,141,131,2011
36061009700,455,765,1631,1130,4990,307,301,50100,44611,764,5044,1127,3447,3111,2011
36061009800,1002,115,3800,455,6427,136,52,785800,102817,1974,6525,282,3967,5298,2011
36061009900,565,165,1518,231,2213,80,103,814100,123631,2001,2435,230,1717,1530,2011
36061010000,330,64,956,202,1782,96,39,725000,98977,2001,1790,107,1341,1209,2011
36061010100,136,79,338,133,710,62,53,NA,51827,2001,782,109,710,535,2011
36061010200,2,5,29,27,170,50,2,155000,41010,2001,187,18,55,180,2011
36061010300,405,135,1053,134,1796,149,12,388200,90938,2001,1806,179,1658,1219,2011
36061010400,11,23,582,168,1057,31,2,799400,71618,1689,1065,121,596,942,2011
36061010601,398,145,3062,214,6905,370,0,1000001,132475,2001,6905,159,2730,6203,2011
36061010602,564,34,2752,259,5005,55,95,729000,102981,2001,5019,184,3704,4168,2011
36061010800,895,208,4534,499,8192,305,16,661900,111339,1865,8287,135,4644,6954,2011
36061010900,7,6,81,2,103,2,1,1000001,155278,1643,108,20,55,89,2011
36061011000,497,93,4097,417,7302,294,73,1000001,104835,1908,7312,404,5398,6505,2011
36061011100,496,273,1503,636,2819,254,191,765200,66513,1575,2982,610,2361,1831,2011
36061011201,146,11,342,53,785,102,18,1000001,144659,2001,803,10,511,638,2011
36061011202,37,0,145,11,307,24,0,951100,121250,NA,307,0,13,270,2011
36061011203,214,0,434,131,1188,6,0,498200,87675,2001,1188,258,770,902,2011
36061011300,79,21,43,41,115,6,26,NA,118487,1569,236,46,110,107,2011
36061011401,66,13,508,0,1348,33,4,1000001,171000,1514,1351,66,646,1244,2011
36061011402,138,34,1137,50,2456,23,16,1000001,104911,1883,2456,130,814,2245,2011
36061011500,408,264,899,532,1812,142,168,937500,77796,1633,2086,428,1404,1142,2011
36061011600,522,168,2157,144,3542,165,97,638900,67962,1262,3690,85,2876,2785,2011
36061011700,269,194,1116,441,1986,98,47,NA,82188,2001,1987,297,1986,1260,2011
36061011800,779,52,4991,145,8935,294,1,959900,115556,2001,8952,839,6483,8048,2011
36061011900,51,400,224,102,1106,216,101,NA,12430,520,1106,493,1106,614,2011
36061012000,186,43,1625,376,3864,233,53,1000001,152353,2001,3989,159,1302,3725,2011
36061012100,1287,605,4067,1577,8866,640,376,607400,56764,1244,8927,932,8328,6224,2011
36061012200,64,0,1097,131,2842,95,0,1000001,166071,1947,2846,81,969,2764,2011
36061012400,1475,741,5612,608,9387,194,68,1000001,98514,1860,9954,447,7426,7528,2011
36061012500,738,82,1583,152,2305,96,21,1000001,125787,2001,2359,426,2283,1475,2011
36061012600,673,96,6252,656,11603,301,77,761500,96789,1901,11624,359,6976,10732,2011
36061012700,814,310,3597,1749,7034,541,423,688400,65045,1483,7117,993,5599,4724,2011
36061012800,128,0,2897,316,6103,68,76,1000001,164688,2001,6122,163,1675,5838,2011
36061012900,1104,467,2852,1031,5224,453,188,838900,86875,1892,5382,881,3967,2963,2011
36061013000,269,155,1809,73,4120,44,65,1000001,247167,1755,4129,96,1061,3618,2011
36061013100,263,156,1572,388,2571,78,0,683100,110147,2001,2589,270,2257,1937,2011
36061013200,861,116,4991,666,9396,280,43,648000,74014,1735,9396,637,7081,8195,2011
36061013300,703,272,2824,1403,6129,593,390,789600,74063,1720,6267,685,5752,4327,2011
36061013400,634,105,6630,482,10797,212,217,706100,101900,1735,10809,1259,6499,9892,2011
36061013500,984,819,1526,2120,5551,548,359,NA,40231,933,5599,1332,5538,3138,2011
36061013600,905,118,7815,1432,15401,464,122,900100,98179,1835,15428,813,9595,13714,2011
36061013700,873,64,4321,436,6713,262,32,863700,131250,2001,6722,378,4573,5578,2011
36061013800,1050,368,7528,946,12804,338,218,790000,94622,1762,13368,920,8013,11613,2011
36061013900,751,380,4892,1021,8299,407,188,824300,69175,1749,8315,674,6080,6897,2011
36061014000,827,18,4067,399,8078,138,31,1000001,168661,1966,8078,189,3732,7166,2011
36061014200,351,0,1847,320,4627,246,21,1000001,206708,2001,4656,209,1322,3974,2011
36061014300,0,1,0,1,13,0,1,1000001,NA,NA,14,1,0,13,2011
36061014401,142,53,2757,178,4893,127,0,754600,128417,2001,4893,197,2672,4588,2011
36061014402,501,198,3803,371,6882,207,23,997500,82813,1764,6901,127,4176,5951,2011
36061014500,807,192,3026,844,4986,77,0,1000001,157560,2001,6014,510,2895,4735,2011
36061014601,226,124,2529,276,3615,121,79,839800,100455,1877,3653,295,3129,3014,2011
36061014602,686,109,4908,533,8219,167,44,700800,94366,1911,8244,503,5810,7010,2011
36061014700,450,134,1396,194,2065,70,123,1000001,96635,1833,2065,203,1702,1322,2011
36061014801,175,39,1588,90,2637,0,16,1000001,158167,2001,2637,76,1537,2418,2011
36061014802,607,107,3640,456,6570,90,44,1000001,104514,1783,6583,556,3491,5644,2011
36061014900,593,143,2592,263,4783,64,4,1000001,142452,2001,5275,314,2711,4388,2011
36061015001,59,67,1116,29,2520,57,0,1000001,125268,2001,2520,139,679,2254,2011
36061015002,129,15,2524,110,6015,77,18,1000001,172179,2001,6023,225,1198,5782,2011
36061015100,1534,1003,2583,1797,7777,522,677,625000,77500,2001,7777,2118,7022,3830,2011
36061015200,1029,774,3056,1588,7304,497,470,948800,82861,1398,7308,1103,5762,4663,2011
36061015300,1015,213,5398,1087,9147,293,77,1000001,123894,2001,9157,644,5439,7588,2011
36061015400,1450,460,6624,1713,12656,457,195,591300,81053,1719,12701,903,9060,10490,2011
36061015500,967,193,5549,627,10124,156,41,636400,109419,2001,10124,446,4100,8748,2011
36061015601,854,304,3460,634,5316,120,39,587500,86759,2001,5404,448,5196,4065,2011
36061015602,648,397,703,831,2156,356,326,1000001,44896,981,2305,561,2109,949,2011
36061015700,436,163,5685,670,10000,246,197,926200,95926,1663,10242,851,6651,9216,2011
36061015801,143,170,2561,126,5020,120,46,1000001,141857,1846,5190,268,2339,4725,2011
36061015802,748,172,2015,530,3127,115,29,1000001,83158,2001,3362,264,2958,2196,2011
36061015900,911,55,5424,384,9062,120,89,879300,115833,1829,9118,588,3686,7750,2011
36061016001,194,49,1537,271,3582,27,22,1000001,184583,2001,3598,222,753,3316,2011
36061016002,522,94,1350,746,3093,174,99,1000001,82750,1403,3725,711,1923,2494,2011
36061016100,444,60,3943,303,6173,221,14,1000001,120096,1846,6173,450,4507,5506,2011
36061016200,359,5139,805,3871,9556,1617,1366,817900,29787,622,9586,2874,9052,2105,2011
36061016300,558,101,3910,400,6675,110,33,920000,103589,1785,6734,489,3912,5746,2011
36061016400,918,1488,1220,3167,6296,713,942,NA,31787,660,6301,1205,6277,1608,2011
36061016500,274,223,3866,628,7286,496,16,1000001,122674,1972,7288,485,4178,6505,2011
36061016600,583,1454,1555,4243,7162,808,1339,703100,37174,1022,7447,1848,6913,2941,2011
36061016700,277,122,3233,512,6498,121,22,1000001,108281,1991,6504,283,3904,5726,2011
36061016800,237,1816,682,2491,4387,586,758,1000001,28196,531,5137,1380,4106,1917,2011
36061016900,316,262,4611,685,8174,331,161,869700,106194,1913,8288,698,5501,7493,2011
36061017000,1137,2323,1130,4078,7775,1510,808,457400,41236,870,8187,1246,6912,2488,2011
36061017100,381,413,5454,819,9559,507,209,1000001,129167,1717,9765,757,5657,8598,2011
36061017200,175,1429,707,3381,5489,661,1005,1000001,33176,789,5525,1285,5308,2269,2011
36061017300,748,736,4433,1401,9336,538,214,1000001,103182,1718,9346,841,6067,7290,2011
36061017401,329,2135,540,2382,4888,679,556,649000,24013,742,4919,1764,4577,1016,2011
36061017402,155,1482,508,666,2626,401,322,NA,31974,1011,2626,824,2626,449,2011
36061017500,442,451,5444,1444,10460,141,122,1000001,133427,1753,11033,467,5223,9182,2011
36061017700,393,2520,2835,2169,9229,420,346,840400,50924,888,9242,1821,6352,5168,2011
36061017800,44,967,714,2821,4897,820,790,577500,33182,1010,4966,1446,4623,1463,2011
36061017900,617,819,4393,889,8720,769,210,1000001,75098,1310,8725,1188,5885,6831,2011
36061018000,655,2774,554,3992,7357,1560,1172,814200,23886,580,7387,2598,6900,1986,2011
36061018100,895,1789,4195,1395,9254,220,192,877100,77686,980,9256,676,7069,6034,2011
