GEOID,asian,black,college_pop,hispanic,housing_pop,hs_pop,lesshs_pop,medianhomevalue,medianincome,medianrent,pop,poverty,renter_occupied,white,year
36005000100,207,6107,119,3595,0,1028,4875,NA,NA,NA,10453,0,0,1474,2011
36005000200,160,1414,418,3064,4394,544,337,422900,63449,1278,4403,846,1973,727,2011
36005000400,149,1362,881,3389,5004,813,326,377900,75729,1419,5017,491,1564,614,2011
36005001600,0,2121,517,3159,5007,919,677,455200,33910,837,5263,732,3469,848,2011
36005001900,12,603,156,1109,1667,259,301,320700,26291,1033,1926,889,1561,962,2011
36005002000,0,3402,573,5044,8422,1126,1469,385800,24833,508,8432,2821,7090,1209,2011
36005002300,0,1947,94,3563,5035,821,926,NA,12454,376,5040,2586,5035,1797,2011
36005002400,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36005002500,24,1213,112,3870,4878,870,1035,410000,14433,476,4878,2476,4813,2404,2011
36005002701,0,1757,135,1856,3128,483,667,NA,24389,581,3128,1399,3128,838,2011
36005002702,0,1793,114,3241,4148,569,910,1000001,19542,704,4674,2089,4087,1100,2011
36005002800,19,4451,618,1685,6054,1018,399,285700,47363,903,6056,722,5285,283,2011
36005003100,15,531,165,781,1243,171,213,90000,37167,944,1243,301,1192,259,2011
36005003300,0,1581,239,2899,3707,414,582,388300,20670,539,3707,1534,3250,1424,2011
36005003500,0,1158,164,3221,4092,631,723,412500,27585,714,4111,1560,3806,1076,2011
36005003700,0,3,0,184,187,57,41,NA,26111,1250,187,42,187,44,2011
36005003800,2,806,231,906,1727,173,175,470800,58750,1115,1727,614,1113,242,2011
36005003900,300,1832,567,5288,7017,934,1626,498500,32875,890,7041,1854,6264,3211,2011
36005004001,351,345,179,403,1545,136,259,397500,48400,992,1545,218,614,426,2011
36005004100,69,2389,307,4575,6558,498,1244,245800,19752,530,6595,3071,6124,2082,2011
36005004200,0,2988,487,3758,6702,933,854,229000,36840,629,6702,1200,6194,658,2011
36005004300,0,1675,340,3997,4803,661,957,427600,26042,708,4822,1940,4224,1307,2011
36005004400,288,1944,234,2496,4248,452,583,675600,16313,385,4450,1990,3838,856,2011
36005004600,0,365,135,1380,1724,183,494,87600,27083,730,1724,323,1471,247,2011
36005004800,212,1191,139,2823,3951,613,809,401400,26114,950,3962,1803,3627,624,2011
36005005001,0,1856,135,3368,4618,910,867,436000,29125,1070,4653,1608,3808,722,2011
36005005002,25,1045,162,4239,5200,613,1101,588100,26126,903,5254,1969,4950,700,2011
36005005100,10,2673,236,2845,5089,860,1107,NA,16580,453,5135,2249,5089,839,2011
36005005200,83,565,79,1052,1685,354,383,NA,27875,811,1685,622,1571,122,2011
36005005300,0,2153,317,1433,3610,534,484,NA,16410,688,3610,1587,3610,325,2011
36005005400,51,1467,188,4749,6132,1024,1423,457500,30082,1043,6138,2364,4871,1024,2011
36005005600,27,812,138,1511,2300,472,477,679200,26964,924,2300,664,1855,315,2011
36005005902,0,988,235,1636,2426,377,318,158200,35666,974,2426,638,1996,547,2011
36005006000,0,189,51,1172,1359,308,189,427300,37917,987,1359,431,1189,108,2011
36005006100,9,2925,579,459,3447,266,44,30600,40970,851,3447,426,1784,91,2011
36005006200,0,3049,446,4498,7149,889,1007,419400,25017,728,7150,2398,6537,692,2011
36005006300,401,1791,539,3442,5468,569,1141,215300,29923,1045,5480,1812,4915,1487,2011
36005006400,166,1742,495,2413,4022,671,412,481800,43800,1181,4038,1024,3319,313,2011
36005006500,206,2059,351,3199,5221,683,1211,NA,23670,888,5358,2182,5212,753,2011
36005006700,14,2854,94,5813,7491,1284,1621,440000,17834,565,7530,3160,7134,1287,2011
36005006800,115,938,226,1516,2606,450,388,461500,34152,1133,2606,716,1974,572,2011
36005006900,7,3051,367,3811,6141,854,993,401400,21058,723,6299,2676,5852,1406,2011
36005007000,344,1269,294,2578,4123,586,582,456500,35795,1180,4178,1275,3198,499,2011
36005007100,0,1158,146,1206,1992,258,234,234000,33427,445,2076,813,1415,320,2011
36005007200,1593,1033,452,2968,5949,855,1000,436500,44156,1081,5953,2038,4542,966,2011
36005007300,0,908,219,2599,3628,431,592,490400,22209,805,3640,1365,3407,1177,2011
36005007400,41,1199,491,2720,3757,739,248,394400,53767,901,3757,268,2270,636,2011
36005007500,10,1420,275,2868,4124,480,619,271600,28770,567,4148,820,2942,897,2011
36005007600,97,1574,388,3699,5442,827,1197,465200,34833,1124,5442,1970,4607,706,2011
36005007700,46,327,162,1487,1826,157,351,476400,31542,1019,1846,479,1340,486,2011
36005007800,489,1311,422,4587,6672,900,1506,463000,39737,1075,6687,1703,4972,1153,2011
36005007900,0,1958,211,4927,6070,749,1334,435400,17344,509,6172,2503,5775,1551,2011
36005008300,0,2120,248,4475,5862,1066,1214,281500,23647,832,5862,2177,5216,1758,2011
36005008400,24,979,258,1656,2593,391,279,420800,49844,1185,2593,413,708,418,2011
36005008500,0,2006,405,4554,5330,767,1074,425600,25860,936,5917,1929,4614,975,2011
36005008600,0,1505,187,2481,3785,564,640,400000,21860,501,3785,1475,3471,643,2011
36005008700,60,1214,202,5140,6164,745,1312,256600,26250,914,6359,2101,5731,1085,2011
36005008900,8,690,40,2391,3233,466,674,329800,18811,697,3260,1755,2938,646,2011
36005009000,237,894,267,2423,3486,594,434,430000,24657,430,3486,1447,2566,1003,2011
36005009200,1038,590,351,3433,5524,803,1189,440400,40768,1207,5524,1598,3857,601,2011
36005009300,7,2058,260,4739,5554,923,1343,405600,31417,928,6593,2109,5009,2365,2011
36005009600,215,413,211,1487,2204,189,120,542000,43421,1297,2421,516,1494,455,2011
36005009800,340,1179,597,2926,4702,948,280,392800,52889,1107,4711,534,2188,1295,2011
36005011000,0,0,0,115,115,32,9,NA,NA,966,115,0,115,19,2011
36005011502,70,1314,161,3375,4193,641,796,336700,19617,884,4452,2393,4016,1757,2011
36005011700,17,551,107,956,1421,219,267,95000,11812,901,1421,853,1416,649,2011
36005011800,190,54,945,760,4318,744,193,432900,73953,1137,5013,308,951,4151,2011
36005011900,0,1798,300,3905,5637,683,1073,355000,21114,942,5657,2345,5412,784,2011
36005012101,12,690,161,2423,2906,371,472,475000,33537,1078,2975,1075,2429,394,2011
36005012102,30,354,88,979,1309,153,209,NA,12321,752,1309,658,1295,202,2011
36005012300,0,1231,267,2086,3248,261,605,392300,17614,701,3385,1644,2996,435,2011
36005012500,0,1503,414,1834,3292,467,297,415500,32245,1031,3294,1139,2683,372,2011
36005012701,49,629,152,1378,2001,355,344,332700,14940,534,2071,897,1620,587,2011
36005012901,59,1028,28,2084,2904,245,421,259400,17723,858,3009,1249,2739,803,2011
36005013000,0,71,160,332,1101,365,54,513500,81897,1164,1101,40,535,869,2011
36005013100,64,1964,296,3050,5074,572,798,392600,25168,823,5103,1986,4101,634,2011
36005013200,104,735,993,3401,6280,1003,243,453700,81985,1339,6285,397,2041,3185,2011
36005013300,61,3464,188,3779,6894,1132,1246,230700,19784,420,6894,2317,5967,216,2011
36005013500,0,1652,187,1727,3492,568,635,266700,18697,564,3492,1530,2551,160,2011
36005013800,91,127,412,786,3052,598,192,311500,67417,1234,3053,318,886,2548,2011
36005014100,38,1146,124,1753,2534,389,509,477500,28022,857,2654,732,2487,713,2011
36005014300,0,437,64,311,704,66,124,NA,16544,715,754,287,648,14,2011
36005014400,108,1926,252,2754,5055,748,524,489100,23645,451,5067,1553,4505,829,2011
36005014500,7,2620,177,2965,5354,811,899,431800,21799,739,5657,2324,5285,416,2011
36005014701,0,2763,127,3491,5938,819,1426,NA,16978,451,6008,3130,5938,677,2011
36005014702,0,2490,73,3049,5494,559,1267,NA,17947,426,5494,3011,5494,324,2011
36005014900,0,1798,184,2338,3924,647,611,520800,27500,799,3996,1492,3730,308,2011
36005015100,0,2675,250,3338,5557,816,926,417800,27569,1038,5619,2043,5107,770,2011
36005015200,170,232,362,1027,2462,379,67,428700,56875,1319,2462,320,1387,1183,2011
36005015300,0,1885,202,1989,3784,332,601,330600,20469,1007,3818,1671,2934,324,2011
36005015500,0,825,131,2691,3414,416,742,596400,26020,825,3419,925,3215,487,2011
36005015700,119,1140,216,2025,3149,393,492,362700,28304,936,3167,1368,2766,157,2011
36005015800,58,166,105,457,1401,265,107,473200,51908,1153,1402,226,688,898,2011
36005015900,0,147,78,2447,2468,220,785,85800,17175,625,2468,1195,2439,411,2011
36005016000,18,102,925,956,3876,757,182,444600,77428,1688,3876,134,1114,3143,2011
36005016100,0,928,146,3545,4455,582,937,19500,18261,676,4455,1934,4334,469,2011
36005016200,129,57,218,491,1432,350,94,493100,89167,1349,1641,319,706,1226,2011
36005016300,0,151,8,162,0,5,59,NA,NA,NA,282,119,0,28,2011
36005016400,0,11,180,188,989,119,39,458500,80125,1396,997,96,238,921,2011
36005016500,11,855,68,447,1161,193,129,NA,31786,1207,1161,480,1150,55,2011
36005016600,92,92,392,1194,2437,391,137,435500,81008,1020,2449,143,763,1725,2011
36005016700,0,1128,125,730,1832,295,248,NA,39219,929,1841,424,1730,113,2011
36005016900,0,993,92,874,1374,229,345,368400,29844,755,1730,579,1139,61,2011
36005017100,0,2,0,1,0,1,3,NA,NA,NA,4,2,0,1,2011
36005017300,225,2624,266,3393,6299,811,880,365000,19125,778,6319,2085,5504,1322,2011
36005017500,0,3572,212,3713,7031,866,1437,NA,14992,720,7046,3395,6753,380,2011
36005017701,0,1527,130,2069,3217,243,857,NA,22880,1045,3656,1459,3187,361,2011
36005017702,0,2130,381,2613,4590,609,923,375000,20950,936,4631,2241,4383,290,2011
36005017901,214,1026,224,4047,5267,631,1511,503000,21891,1075,5267,2150,4967,571,2011
36005017902,32,1505,207,2176,3533,447,626,NA,22035,992,3536,877,3308,441,2011
36005018101,6,2238,294,1210,3389,461,401,477700,33438,1101,3397,1096,2618,306,2011
36005018102,197,2434,507,2770,5263,594,1367,237100,35462,939,5523,1803,5156,713,2011
36005018301,146,2291,624,2384,4335,727,434,213500,32783,1025,4335,1490,3905,707,2011
36005018302,111,1510,303,2176,3923,433,495,583300,36008,1033,3923,1321,3838,685,2011
36005018400,56,208,473,1533,3979,707,445,457800,64091,1247,3979,565,1761,2544,2011
36005018500,72,2735,255,3649,6032,951,1281,410500,24049,858,6371,2429,5579,640,2011
36005018900,64,2712,379,5675,7612,1420,1080,228300,26965,981,7956,2350,6908,1458,2011
36005019300,0,2131,211,3466,5256,869,898,213000,18143,709,5256,2703,5142,917,2011
36005019400,61,407,281,1017,1866,242,209,445500,48965,1615,1868,539,1311,710,2011
36005019500,111,2874,507,4276,7134,1250,1172,232300,38624,939,7171,1464,7026,905,2011
36005019700,509,2280,354,5941,8399,1101,1539,NA,29678,978,8399,3023,8389,1165,2011
36005019900,14,2883,548,4853,7835,921,1499,526500,25980,907,7835,2624,7240,725,2011
36005020000,1264,249,702,2332,4684,662,566,459400,31599,1006,4695,1269,3967,921,2011
36005020100,0,1258,70,2899,3673,591,771,30600,33396,969,4041,1267,3588,720,2011
36005020200,642,287,212,935,2191,401,162,478000,43984,1108,2196,315,1187,316,2011
36005020400,622,295,280,1711,2857,435,402,476000,42935,1126,2890,529,2326,597,2011
36005020501,1,3057,455,4240,6935,707,1072,571800,23939,640,6942,2148,6405,313,2011
36005020502,0,489,61,986,1694,260,185,434400,23958,626,1702,744,1335,368,2011
36005020601,373,935,438,1797,3126,488,328,450500,44173,1207,3146,715,1984,480,2011
36005020900,62,1431,253,2864,4284,712,624,NA,22232,915,4296,1618,4284,718,2011
36005021001,383,5168,1347,2506,8099,1074,407,140400,49891,1058,8107,878,5922,1004,2011
36005021002,916,3458,991,2178,6745,1103,583,147200,42609,1058,6749,1200,5552,555,2011
36005021100,0,2495,286,2965,5212,886,913,520800,24818,911,5270,2239,4904,693,2011
36005021200,1062,2133,948,2029,5428,780,416,124500,49872,1105,5428,627,4229,565,2011
36005021301,0,468,34,1024,1343,231,275,NA,21549,654,1343,707,1326,171,2011
36005021302,15,2132,243,3435,5212,612,1006,470800,25517,932,5214,1932,4768,834,2011
36005021501,148,928,150,2729,3501,606,545,NA,31969,965,3691,983,3442,454,2011
36005021502,59,1601,219,4071,5367,881,1016,164100,24663,932,5778,2243,5185,533,2011
36005021601,191,760,216,2806,3882,637,634,144200,27997,1071,3892,1320,3545,884,2011
36005021602,717,2857,905,2419,6233,1014,746,148300,47423,1090,6237,1612,4714,1046,2011
36005021700,9,2643,169,2633,4260,1012,1190,269200,20500,924,5291,2706,3991,510,2011
36005021800,444,1460,706,3946,6114,624,949,423900,35638,1038,6145,1415,4832,901,2011
36005021900,10,402,158,900,1279,225,171,NA,31389,968,1279,339,1279,119,2011
36005022000,0,395,97,884,1248,139,233,761400,13750,1208,1295,852,1178,140,2011
36005022101,52,839,76,2938,3891,776,903,450000,26756,1023,3891,1703,3860,627,2011
36005022102,47,834,247,4431,5224,595,1299,431800,21551,944,5224,2885,4914,1147,2011
36005022200,411,599,276,1759,2824,463,402,433300,34352,1120,2846,753,2201,632,2011
36005022300,42,1504,118,4525,5629,970,1354,NA,24581,867,5629,1964,5629,775,2011
36005022401,218,359,215,1375,2516,466,320,146700,35574,1100,2522,539,2276,803,2011
36005022403,160,390,631,1847,3085,398,341,104200,25923,1075,3085,1109,2860,1080,2011
36005022404,580,562,513,1875,4403,971,314,119000,46352,1081,4403,586,3545,1591,2011
36005022500,0,3107,385,5394,7217,1251,1808,497400,32036,1072,8051,2587,7011,1033,2011
36005022701,0,1992,233,3751,5466,905,1137,440400,32500,945,5508,1619,4996,460,2011
36005022702,132,638,113,768,1613,209,279,NA,51597,963,1613,244,1613,293,2011
36005022703,109,482,183,1066,1594,278,263,NA,43720,1080,1594,146,1594,381,2011
36005022800,1457,1022,858,2488,6168,859,889,496800,41557,1121,6168,1271,5536,1720,2011
36005022901,418,1553,508,3621,5409,773,904,NA,25769,993,5409,1941,5368,535,2011
36005022902,0,1192,217,2268,3347,297,658,332400,23112,988,3353,1564,3154,603,2011
36005023000,137,280,225,2388,3149,639,397,497300,34375,1110,3149,877,2433,827,2011
36005023100,0,917,55,538,1140,204,228,NA,35399,910,1351,497,1128,177,2011
36005023200,139,282,414,1680,2653,450,338,419800,44659,1318,2659,627,1823,871,2011
36005023301,38,1867,387,2698,4461,723,908,171600,28446,1012,4475,1170,4417,214,2011
36005023302,10,878,287,2221,2964,377,505,324200,22564,1068,3009,1289,2853,562,2011
36005023501,45,749,341,2783,3500,472,548,NA,35246,1014,3500,1057,3439,311,2011
36005023502,254,1119,128,3618,4858,757,1142,404800,20039,911,4884,1896,4615,664,2011
36005023600,68,318,159,946,1654,238,319,462400,32250,903,1688,412,987,505,2011
36005023702,0,147,59,862,1014,46,328,1000001,12188,782,1074,533,823,163,2011
36005023703,8,1460,187,3482,4498,705,867,32400,30972,981,4719,1862,4256,468,2011
36005023704,0,1311,264,2826,3922,475,895,NA,21384,988,3924,1702,3811,498,2011
36005023800,40,447,160,1523,2536,382,361,469700,46306,1321,2536,715,1735,735,2011
36005023900,156,2489,695,5684,8097,690,1628,332900,23029,981,8177,3974,7815,539,2011
36005024000,30,963,236,2758,3999,574,566,434300,35625,1147,3999,871,2783,608,2011
36005024100,133,1921,260,4397,6153,862,843,242900,26172,965,6358,2671,6101,824,2011
36005024300,0,1663,375,3771,5365,893,1005,366700,27163,907,5371,1971,5323,835,2011
36005024400,145,107,441,1183,2504,367,217,441200,85729,1077,2504,285,1140,1346,2011
36005024501,11,1531,120,3504,4931,524,814,529300,27025,896,4931,1265,4503,565,2011
36005024502,0,1502,151,3306,4419,815,888,600400,35433,889,4491,1831,4206,553,2011
36005024600,639,27,406,545,2086,371,255,467500,64104,1277,2086,9,822,980,2011
36005024700,76,892,290,979,1944,375,311,NA,50464,1112,1954,438,1876,132,2011
36005024800,697,208,829,986,3316,431,425,512200,70000,1162,3698,279,1834,1954,2011
36005024900,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36005025000,208,5,333,782,2446,247,189,464500,46957,1137,2457,385,1180,1531,2011
36005025100,490,2252,528,4705,7114,945,1215,443600,31066,1076,7124,2239,6295,685,2011
36005025200,232,237,364,774,2709,369,382,507200,54549,1068,2709,593,1194,1580,2011
36005025300,337,1241,478,4298,5835,959,865,390000,28516,958,5918,1871,5720,410,2011
36005025400,181,56,460,330,1778,244,60,477400,45313,1040,1787,253,1003,1351,2011
36005025500,249,1282,312,5315,6752,1427,1100,579200,26056,981,6821,2485,6504,290,2011
36005025600,198,258,273,845,1659,258,127,446300,42813,1131,1736,77,754,729,2011
36005025700,0,581,329,1371,1935,337,327,169400,32791,976,1935,527,1647,213,2011
36005026100,154,1470,770,1076,2714,272,220,141400,61325,1009,2849,232,467,394,2011
36005026300,555,1228,375,4515,5988,913,994,NA,25375,1000,6404,2458,5965,1007,2011
36005026400,0,287,543,2082,5524,852,385,424800,64526,1542,5524,856,2794,3484,2011
36005026500,475,1151,585,4973,6595,1093,939,486900,25469,986,6851,1991,6054,871,2011
36005026601,107,76,396,1161,2993,640,315,456000,49795,1110,2993,375,2023,1688,2011
36005026602,131,243,638,2358,5148,805,281,453000,44910,1092,5153,892,4125,3418,2011
36005026701,440,253,485,2754,3526,559,308,NA,32904,1101,3534,1017,3452,508,2011
36005026702,254,1302,635,4550,6276,1042,817,378800,32009,1037,6286,2577,5826,1122,2011
36005026900,109,684,390,2366,3250,344,530,370000,28239,982,3286,842,2870,297,2011
36005027300,125,1489,423,5965,7639,1022,1323,137500,42209,992,7885,1636,6485,1359,2011
36005027401,90,0,796,625,5096,966,258,526100,56458,1488,5096,446,1506,4725,2011
36005027402,2,136,587,494,3149,298,120,495500,89600,1365,3403,273,1182,3079,2011
36005027600,19,4,6,0,23,4,0,NA,46875,1188,23,0,23,0,2011
36005027700,111,1085,463,4045,5585,826,803,342000,28585,911,5606,2370,4692,1058,2011
36005027900,354,1115,1299,3930,6595,880,706,219200,43339,1100,7132,954,5368,2086,2011
36005028100,54,557,806,1431,3702,283,155,31800,57375,1030,3978,190,1960,2408,2011
36005028300,27,621,289,2051,2817,464,367,156000,38603,684,2822,667,2684,433,2011
36005028400,37,352,31,472,339,175,301,NA,49630,1439,1028,100,317,357,2011
36005028500,195,139,719,1087,2925,426,170,353600,42939,1079,2936,734,2531,1877,2011
36005028600,166,0,255,304,1130,175,70,509100,70441,1142,1130,97,250,956,2011
36005028700,427,351,882,1943,3304,268,126,436000,43873,1186,3311,366,2384,1023,2011
36005028800,302,20,582,472,3175,363,134,511100,57016,1246,3184,245,998,2752,2011
36005028900,344,318,944,3077,4496,509,709,15000,46979,1168,4692,716,4265,1546,2011
36005029301,97,81,758,269,1724,67,0,531500,103164,971,1759,115,438,1497,2011
36005029302,187,368,2017,1067,4899,201,141,263300,90260,1876,5197,38,2512,4027,2011
36005029500,228,208,1601,1121,4383,215,103,250500,88750,1622,4399,163,2833,2862,2011
36005029600,880,442,939,436,2266,203,196,525300,41563,971,2373,432,1726,828,2011
36005029700,124,138,1260,565,3323,69,116,336400,88843,1204,3562,127,968,2838,2011
36005030000,606,236,1434,1966,6042,910,456,470600,51326,1101,6084,694,3850,3323,2011
36005030100,25,94,439,291,1076,62,11,353300,89125,946,1395,141,486,1110,2011
36005030200,84,6107,1243,2859,10000,1144,595,87000,50976,892,10053,922,4124,1462,2011
36005030701,156,272,2077,518,4955,133,122,435800,87041,1449,5172,274,2797,4338,2011
36005030900,73,241,1016,261,2744,37,2,526400,94231,1472,3184,96,1221,2837,2011
36005031000,494,761,866,911,3736,472,225,541800,89293,1372,4661,143,422,2695,2011
36005031200,150,387,300,516,1865,157,154,465000,69141,1582,1866,347,530,967,2011
36005031400,300,225,417,565,2081,285,119,435400,74826,1083,2275,127,169,1458,2011
36005031600,269,503,388,666,2360,271,135,491500,80991,1443,2361,120,691,929,2011
36005031800,102,93,444,1036,2237,265,163,498000,59906,2001,2429,114,1256,1459,2011
36005031900,56,33,9,86,30,0,0,NA,NA,NA,671,56,30,525,2011
36005032300,311,410,1604,1019,4668,513,128,267500,72218,1119,4721,215,1398,3554,2011
36005032400,57,1003,247,1646,2879,519,313,392900,29299,587,2934,741,2581,692,2011
36005032600,355,275,497,1513,3737,585,216,478400,70309,1447,3931,185,1755,2487,2011
36005032800,387,830,424,1962,3994,650,397,523000,37972,909,3999,1127,3507,1340,2011
36005033000,64,1128,571,2436,5585,1002,633,446400,39609,1000,5602,1673,5208,2860,2011
36005033201,59,726,599,2050,3416,395,468,171300,45313,1067,3430,501,2787,1126,2011
36005033202,220,1159,473,1434,3071,265,365,338500,25408,1040,3287,940,2815,680,2011
36005033400,52,287,132,429,844,159,104,302800,43482,1185,845,169,646,171,2011
36005033500,139,127,743,502,1758,30,55,389700,91250,1090,2311,117,475,1651,2011
36005033600,108,2618,462,3204,6133,818,1078,159100,25995,860,6133,1845,5650,945,2011
36005033700,235,66,1026,280,2515,137,24,620800,90496,1771,2537,65,1238,2042,2011
36005033800,118,2279,370,1242,3650,570,374,441800,39611,1121,3659,902,2873,191,2011
36005034000,433,1971,513,1557,4435,872,433,468300,43386,1080,4464,926,3356,719,2011
36005034200,39,879,272,766,1995,211,211,406100,56250,1188,2005,340,922,334,2011
36005034300,161,151,292,574,1446,195,51,478200,52274,1134,1669,146,732,836,2011
36005034400,147,800,367,566,1570,218,247,427700,38919,1068,1571,277,532,234,2011
36005034500,330,515,1062,888,3517,359,152,384400,74341,1267,3708,340,1825,2155,2011
36005034800,373,4042,617,1971,6594,877,531,422000,43125,573,6629,1712,3561,553,2011
36005035000,67,1130,313,621,1893,253,99,410100,65208,1266,1893,352,665,410,2011
36005035100,315,348,818,662,2046,237,83,334600,62138,1078,3005,175,1108,1985,2011
36005035600,54,1449,278,527,2182,428,171,466400,84054,1382,2194,234,579,288,2011
36005035800,150,6751,1106,1224,8263,1052,602,434700,64028,1151,8302,492,2797,215,2011
36005035900,0,477,108,1271,1716,241,171,NA,24524,1015,1716,456,1704,251,2011
36005036000,363,1571,576,799,3027,435,175,460400,67176,955,3251,374,1134,742,2011
36005036100,95,1190,239,4456,5674,844,881,417900,14191,555,5704,2936,5582,827,2011
36005036300,248,2069,515,5750,7913,1249,1388,485200,22051,975,7983,2839,7180,895,2011
36005036400,12,2459,284,144,2756,355,218,403000,52344,1208,2758,289,1209,52,2011
36005036501,64,2054,235,1934,3955,475,769,373300,30339,950,3955,1368,3703,357,2011
36005036502,0,766,138,1560,2149,361,436,464500,21953,950,2246,975,1851,302,2011
36005036700,10,738,5,1360,1682,300,398,548300,22882,907,1979,991,1434,326,2011
36005036800,34,1440,368,332,1814,284,117,360700,72727,1250,1871,101,732,29,2011
36005036901,0,1082,124,1722,2250,279,306,NA,14010,1037,2255,1361,2250,198,2011
36005036902,0,1246,140,1194,2181,473,237,384600,34286,738,2228,628,2069,91,2011
36005037000,8,1509,385,763,2488,356,295,431200,68657,1304,2488,155,832,150,2011
36005037100,12,1699,309,2200,3600,364,425,368500,19167,760,3603,1234,3027,400,2011
36005037200,145,1485,369,660,2292,330,240,354200,52537,1148,2318,394,1289,270,2011
36005037300,80,1645,205,2920,4607,660,719,332000,27806,1039,4624,1620,3749,713,2011
36005037400,269,1453,67,1252,2945,522,294,380200,19640,655,2945,975,2798,310,2011
36005037504,5,1523,160,2715,3792,536,754,164800,17029,772,4331,1882,3579,1173,2011
36005037600,204,1677,415,534,2452,293,305,462500,47639,1064,2555,428,1287,331,2011
36005037800,0,1542,302,1221,2875,392,467,411500,36786,1088,2889,600,2544,379,2011
36005037900,0,2448,158,2820,4923,561,842,362500,22174,1060,5053,2250,4699,467,2011
36005038000,50,3386,480,574,4226,515,324,305600,34221,961,4281,1186,3284,225,2011
36005038100,0,1522,517,4517,5792,902,1080,409300,26094,947,5838,2029,5574,795,2011
36005038200,1,1971,334,599,2727,200,332,427000,43214,1301,2732,325,1005,226,2011
36005038301,19,1468,131,3400,4442,665,663,510000,24252,977,4537,1921,4320,733,2011
36005038302,0,2593,267,2495,5078,710,918,NA,17232,933,5149,2288,5065,543,2011
36005038500,0,1511,215,2996,4292,637,882,610500,18388,910,4488,2250,3911,694,2011
36005038600,2,5847,741,1581,7612,739,804,440900,40902,1124,7624,1392,5617,278,2011
36005038700,41,945,127,2046,3250,390,532,375600,28788,1052,3275,1351,2913,700,2011
36005038800,0,2560,345,212,2676,477,186,398900,45438,1135,2707,314,1498,124,2011
36005038900,51,657,166,3389,4843,529,1006,456500,23407,1075,5009,2156,4545,1821,2011
36005039000,27,2515,316,606,3180,562,298,450400,34010,1134,3180,704,2002,124,2011
36005039100,70,1034,442,4926,6850,732,1306,444400,23804,1009,6858,3409,6365,1527,2011
36005039200,0,1304,229,177,1562,300,234,427600,30577,976,1617,354,828,126,2011
36005039300,318,2304,364,4920,7518,915,1641,822900,16825,817,7573,3550,7383,956,2011
36005039400,72,3159,384,1297,4313,849,472,442000,34759,987,4551,918,3802,299,2011
36005039500,0,1373,196,2386,3353,399,535,382100,27319,749,3416,885,2627,441,2011
36005039600,90,2739,343,728,3672,514,355,352400,35568,1323,3679,1181,2555,101,2011
36005039700,319,459,139,1083,1389,143,99,380000,19229,788,4014,529,1352,2463,2011
36005039800,25,2957,589,39,3040,347,245,395400,61102,1271,3040,343,1240,25,2011
36005039901,371,961,227,3508,5102,775,1310,NA,26190,1004,5114,2011,4879,261,2011
36005039902,93,881,277,3312,4391,577,1083,NA,20697,1009,4413,2208,4359,673,2011
36005040100,125,759,473,3787,4772,510,839,368800,33250,1065,4924,1685,4490,957,2011
36005040302,128,533,156,2957,3634,742,511,NA,18610,956,3634,1671,3634,501,2011
36005040303,57,1053,376,3207,4078,679,547,398000,25417,1002,4172,1439,3749,903,2011
36005040304,102,601,205,2832,3532,458,548,317300,39816,1100,3532,874,3349,754,2011
36005040400,8,2712,267,452,3139,453,278,455600,41250,1270,3139,587,1372,79,2011
36005040501,0,1592,164,2477,4111,736,579,371100,28634,1051,4115,1564,3829,309,2011
36005040502,72,1718,391,3888,5688,753,1090,387000,23548,1085,5703,2209,5330,590,2011
36005040600,13,3197,414,220,3397,601,334,420900,37885,1157,3401,489,1782,101,2011
36005040701,72,505,278,2745,3680,496,712,NA,23662,1116,3680,1130,3680,598,2011
36005040702,195,1390,569,3741,6001,939,725,368000,29980,1002,6138,1069,5522,1443,2011
36005040800,281,2598,317,1143,4005,516,423,445800,33721,1091,4011,1178,3355,538,2011
36005040900,86,2800,642,363,3664,734,273,118800,53795,943,3702,273,3247,538,2011
36005041100,16,449,286,1485,2665,580,291,163500,41336,1132,2677,625,2403,753,2011
36005041300,374,862,990,5737,7701,1216,1128,173000,35946,1054,7735,1843,7210,1822,2011
36005041400,336,3003,666,1250,4992,986,455,397500,51083,1113,5051,749,2873,531,2011
36005041500,387,1028,433,3549,5475,722,670,225000,29974,1090,5475,1579,5152,1039,2011
36005041800,309,2259,361,1308,4015,679,462,490300,42875,1095,4015,763,2943,416,2011
36005041900,331,1331,708,3337,5969,1031,861,508300,31801,1030,6022,1728,5928,1356,2011
36005042000,131,2380,415,1122,3603,551,559,282100,38958,1097,3698,846,3328,417,2011
36005042100,696,865,935,3193,5904,682,879,179800,50833,988,5975,1262,5714,1562,2011
36005042200,0,2548,349,773,3316,686,362,350000,47861,1111,3316,460,1870,328,2011
36005042300,478,978,457,2040,4029,798,423,498200,38875,1133,4037,1072,3491,1036,2011
36005042400,15,2470,330,456,2787,509,275,348100,55726,1256,3030,268,1122,228,2011
36005042500,231,1152,429,4343,6919,1374,780,481500,36035,1151,6929,1868,6081,1939,2011
36005042600,78,6993,1452,754,8055,1106,594,471900,67540,1444,8074,1103,1850,576,2011
36005042800,53,1800,264,94,2097,433,161,406700,69274,1191,2097,265,689,110,2011
36005042901,220,522,295,1515,2940,464,526,350000,31000,1041,2940,1017,2778,871,2011
